"Respnum","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","fftax_support_v1","gastax_support_v1","electrictax_support_v1","carbontax_revuse_v1","carbontax_revuseimpact","nuclear_support","worldviews_useconomy","worldviews_econimprove","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
652,3,23,2,"TEXAS",2,1,3,2,3,2,"NEWS MEDIA",6,4,4,2,4,4,4,4,4,,,2,1,1,1,2,4,4,4,1,3,2,4,3,1,1,1,3,5,2,1,3,2,1.34
653,3,21,3,"CALIFORNIA",4,1,1,1,1,1,"POLLUTION",8,1,1,1,3,3,4,3,3,,,4,4,4,4,4,1,1,1,1,1,1,4,3,1,1,1,5,1,4,5,6,2,0.37
654,3,28,3,"NEW YORK",1,1,1,3,1,1,"WATCHING THE ICE MELT",1,1,1,2,2,2,2,2,2,,,4,1,4,4,4,4,4,4,6,,4,3,1,2,1,2,5,2,1,5,5,2,0.98
655,3,18,3,"OKLAHOMA",2,2,,,,,,,,,,,,,,,"NO PROOF",3,1,1,3,1,1,4,3,4,1,1,4,4,3,1,1,2,4,1,2,2,4,2,0.44
656,3,20,4,"OKLAHOMA",2,98,,,,,,,,,,,,,,,,,2,3,2,2,2,4,4,4,6,,2,4,1,10,2,,5,5,4,98,5,2,0.03
657,3,23,2,"OKLAHOMA",2,1,2,3,1,1,"MORE STORMS",3,1,1,4,1,4,4,1,1,,,4,4,4,4,4,2,2,2,1,1,4,4,2,10,6,,3,1,1,5,3,2,2.32
658,3,31,3,"OKLAHOMA",2,2,,,,,,,,,,,,,,,"WEATHER PATTERNS DOCUMENTED TROUGH THE DECADES",2,1,2,1,1,2,3,3,2,1,3,2,3,3,1,1,1,2,2,2,2,3,1,1.915
659,4,4,3,"OKLAHOMA",2,2,,,,,,,,,,,,,,,"NORMAL FOR EARTHS TEMPERATURE TO CHANGE",2,2,2,3,3,2,4,4,4,3,2,1,4,3,1,1,2,5,5,4,2,,1,0.635
660,3,22,4,"OKLAHOMA",2,1,1,1,1,2,"WEATHER PATTERNS",3,1,2,1,4,1,4,1,1,,,4,4,4,4,1,4,4,4,6,,1,4,3,1,1,2,5,1,1,5,2,2,0.05
661,3,23,3,"OKLAHOMA",2,1,1,3,2,2,"CONDITIONS FOR FARMING",10,1,1,2,3,4,3,1,1,,,4,4,4,4,4,2,2,3,1,3,3,4,2,1,1,2,2,1,4,2,3,1,1.915
662,3,21,5,"NORTH CAROLINA",2,1,1,3,1,1,"DATA",4,1,2,1,4,4,4,1,1,,,4,4,4,3,3,1,4,4,1,2,2,4,1,1,2,,1,5,1,5,,2,0.94
663,4,1,4,"NORTH CAROLINA",2,98,,,,,,,,,,,,,,,,,98,2,98,2,2,98,4,4,3,2,4,4,1,2,1,2,2,1,4,98,,2,1.35
664,3,31,4,"NORTH CAROLINA",2,1,3,3,1,1,"ICE MELTING",1,1,3,4,2,1,4,1,3,,,3,3,98,3,3,2,3,3,1,3,2,4,3,1,1,2,3,1,1,3,3,2,0.98
665,3,25,3,"WISCONSIN",3,2,,,,,,,,,,,,,,,"STATISTICS",5,1,1,1,1,1,4,4,1,6,,2,3,2,1,2,,2,4,2,1,2,1,1.385
666,3,18,4,"WISCONSON",3,98,,,,,,,,,,,,,,,,,98,98,4,3,3,2,4,4,6,,3,3,3,1,1,98,2,1,1,3,98,2,0.72
667,3,28,4,"CALIFORNIA",4,1,2,3,1,1,"NEWS",6,1,1,3,1,4,2,1,3,,,4,4,4,4,4,2,4,4,1,1,3,4,3,1,2,,2,1,1,3,3,2,1.28
668,3,22,3,"ARIZONA",4,1,2,1,2,1,"DECREASED OZONE LAYER",10,1,1,4,1,1,1,3,1,,,4,2,3,2,2,4,4,4,6,,4,4,2,1,1,2,2,1,1,4,6,2,1.08
669,3,22,1,"ARIZONA",4,1,2,3,2,1,"SUMMERS ARE HOTTER AND WINTERS ARE COLDER",3,2,1,2,2,4,4,4,1,,,98,2,4,2,2,4,2,98,2,1,4,4,3,1,7,,2,1,4,3,,1,2.155
670,4,4,3,"TENNESSEE",2,1,1,1,1,2,"LIVED THE PAST FOUR DECADES AND SEEN THE CLIMATES CHANGE",2,1,1,4,3,4,2,1,2,,,4,4,4,4,4,2,1,1,1,1,3,4,2,1,2,,3,5,4,5,3,2,1.33
671,3,23,4,"TEXAS",2,1,1,3,1,1,"WEATHER CHANGES",3,1,1,1,2,1,1,1,1,,,1,1,1,1,2,4,4,4,1,1,1,4,3,10,7,,3,2,3,4,1,2,0.45
672,3,28,4,"TEXAS",2,2,,,,,,,,,,,,,,,"WINTER",1,2,1,98,1,1,4,4,4,6,,4,3,3,1,1,1,2,1,2,2,3,2,1.28
673,4,3,3,"TEXAS",2,1,1,98,2,1,"YOU CAN FEEL IT",2,1,2,2,2,98,1,98,2,,,3,3,2,3,3,3,3,3,6,,98,4,2,1,7,,2,2,2,2,4,2,1.1
674,3,28,4,"TEXAS",2,1,2,2,3,2,"MELTING ICE,WARMER DAYS",1,2,2,4,3,4,4,3,2,,,2,1,98,98,1,4,4,4,1,3,2,4,2,1,2,,2,1,98,2,1,2,0.75
675,3,24,3,"OHIO",3,98,,,,,,,,,,,,,,,,,4,98,4,1,1,3,3,3,1,98,4,3,1,1,6,,3,1,4,3,2,2,0.82
676,3,30,3,"OHIO",3,1,1,1,1,1,"ANIMAL LIFE AND TEMPERATURES",7,1,1,1,2,3,4,1,1,,,4,4,3,4,4,2,4,3,1,1,3,4,2,1,1,1,4,1,2,2,2,2,0.46
677,3,30,4,"OHIO",3,1,1,1,1,1,"CARBON MONOXIDE",10,1,1,1,2,4,1,1,1,,,1,2,2,1,2,1,3,1,2,2,4,3,1,1,1,2,2,1,1,1,1,1,1.025
678,3,30,3,"TEXAS",2,1,2,3,2,1,"ENVIRONMENTAL ISSUES",10,2,2,2,1,3,2,2,2,,,4,4,4,3,4,3,4,3,1,3,3,3,3,1,1,1,4,2,2,2,3,1,1.265
679,3,21,3,"TEXAS",2,1,2,3,2,1,"NATURAL TRENDS AND MAN'S ACTIONS",9,2,1,2,1,4,2,2,2,,,3,3,4,3,3,4,4,4,2,3,1,4,2,9,2,,2,2,1,2,2,1,2.915
680,3,28,4,"TEXAS",2,2,,,,,,,,,,,,,,,"WEATHER",1,1,98,3,1,98,4,4,4,6,,3,4,2,1,1,1,2,1,,1,1,2,0.75
681,3,28,4,"FLORIDA",2,2,,,,,,,,,,,,,,,"I HAVE SEEN WEATHER LIKE THIS MANY YEARS AGO",1,98,4,4,1,4,4,4,4,6,,4,3,3,1,2,,2,1,1,3,2,1,1.035
682,3,25,4,"OHIO",3,2,,,,,,,,,,,,,,,"CYCLES",2,1,1,1,1,1,4,4,4,6,,1,4,2,1,2,,2,2,4,2,4,2,0.74
683,4,4,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"HISTORY",2,1,4,4,1,1,4,4,4,1,2,1,3,3,1,2,,4,5,2,1,6,2,0.44
684,3,24,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NO SCIENTIFIC FACTS",3,1,1,2,1,1,4,4,3,3,1,4,4,3,1,2,,3,1,2,2,3,1,1.605
685,3,28,2,"CALIFORNIA",4,1,1,1,1,1,"COASTLINES ARE RECEDEING",11,1,1,2,2,3,4,2,2,,,4,4,4,4,4,2,2,2,1,1,2,4,2,1,2,,3,1,1,3,,1,1.055
686,4,3,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"SCIENTIFIC RESEARCH ABOUT NORMAL WEATHER CYCLES",5,1,2,2,1,2,4,4,4,6,,2,4,1,2,1,1,1,1,1,2,2,1,2.265
687,4,1,3,"OREGON",4,1,1,3,1,1,"NOT SURE",10,1,1,1,1,4,4,2,1,,,4,4,4,3,98,1,2,4,1,1,4,4,2,1,7,,2,1,4,98,2,2,1.11
688,3,18,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"DO NOT KNOW",9,2,2,3,3,2,3,3,3,6,,3,2,1,1,2,,2,1,4,3,3,2,1.64
689,3,18,5,"MINNESOTA",3,2,,,,,,,,,,,,,,,"LIVES IN MINNESOTA",1,2,3,4,2,2,2,2,2,1,1,3,3,1,1,1,2,3,1,4,3,6,2,0.78
690,3,28,4,"FLORIDA",2,1,1,2,2,1,"NEWS AND SCIENTIFIC EVIDENCE",6,2,4,1,4,4,4,4,4,,,2,1,4,2,1,4,4,4,1,1,2,4,1,1,1,2,3,1,1,3,6,1,0.705
691,4,4,3,"FLORIDA",2,1,1,1,1,1,"NOTICED ENVIORNMENTAL CHANGES IN PAST 20 - 30 YEARS",2,4,1,4,2,1,2,4,2,,,2,3,1,3,3,4,2,4,1,3,1,3,1,2,6,,4,1,3,4,5,1,1.315
692,4,3,1,"FLORIDA",2,1,1,1,1,1,"COMMON SENSE",10,2,1,4,1,1,4,2,1,,,4,4,4,4,4,1,1,1,98,,2,2,3,9,6,,4,5,4,5,98,1,4.035
693,3,20,1,"TEXAS",2,2,,,,,,,,,,,,,,,"NOT ENOUGH EVIDENCE",3,1,2,3,1,1,4,4,4,2,1,2,4,3,1,1,2,3,5,4,3,,1,1.855
694,3,28,4,"COLORADO",4,2,,,,,,,,,,,,,,,"NOT ENOUGH EVIDENCE OR FACTS",3,1,1,2,1,1,3,4,3,3,1,4,3,1,9,1,2,2,1,,,,2,3.25
695,3,25,3,"TEXAS",2,1,2,2,2,1,"MEDIA",6,4,2,4,4,4,4,2,4,,,4,4,4,2,3,4,3,4,5,3,3,3,3,1,1,2,3,1,1,4,5,2,0.76
696,3,25,4,"TEXAS",2,98,,,,,,,,,,,,,,,,,2,3,2,2,98,98,2,2,6,,2,3,1,1,1,2,3,1,2,3,5,2,0.41
697,4,4,3,"TEXAS",2,1,1,1,2,1,"INCREASED MATTER IN AIR, MORE HEAT IS RETAINED IN ATMOSPHERE",10,1,1,2,1,4,4,1,1,,,4,4,4,4,4,4,4,4,1,1,2,4,3,1,6,,5,1,4,4,6,1,0.645
698,3,22,3,"TEXAS",2,2,,,,,,,,,,,,,,,"WEATHER",1,3,98,3,2,1,3,3,3,2,3,3,4,3,1,2,,4,5,2,2,4,2,0.44
699,3,23,3,"NEW JERSEY",1,2,,,,,,,,,,,,,,,"COLDER WINTERS",1,1,1,1,98,1,2,2,4,1,3,4,3,3,1,2,,4,1,4,3,,2,0.42
700,3,18,3,"NEW JERSEY",1,2,,,,,,,,,,,,,,,"LONGER AND HARSHER WINTERS",1,2,4,3,3,3,3,3,3,1,3,3,4,3,1,3,,4,1,4,3,,1,0.705
701,3,21,2,"MASSACHUSETTS",1,1,2,1,2,1,"MELTING ICE",1,1,3,1,2,1,4,1,4,,,3,3,3,3,3,3,4,3,1,1,98,3,3,1,98,,5,5,1,3,6,2,0.38
702,4,1,3,"MASSACHUSETTS",1,98,,,,,,,,,,,,,,,,,3,98,2,2,2,4,4,4,6,,4,4,2,1,2,,3,1,4,2,3,1,1.605
703,4,5,4,"MASSACHUSETTS",1,1,2,1,1,1,"POLAR ICE CAPS MELTING",1,1,3,1,2,2,4,2,3,,,4,3,4,3,3,4,4,4,4,1,2,4,2,1,2,,2,1,4,4,3,2,1.28
704,3,27,4,"MASSACHUSETTS",1,1,1,1,1,2,"WEATHER",3,1,1,4,1,1,1,1,1,,,1,1,1,1,3,1,1,4,6,,1,2,1,1,1,2,3,1,1,5,3,2,0.98
705,3,30,3,"TEXAS",2,1,1,3,1,1,"HOT IN TEXAS",2,1,1,1,1,3,2,2,1,,,3,4,4,2,4,3,4,3,6,,1,2,1,10,6,,5,1,1,4,4,1,0.655
706,4,1,4,"LOUISIANA",2,1,1,2,4,2,"IT HAPPENS ALL THE TIME",10,4,4,4,4,4,4,4,4,,,1,1,1,1,1,3,3,3,6,,4,2,1,1,1,2,5,5,4,2,6,1,0.295
707,3,27,3,"MICHIGAN",3,1,1,1,1,1,"COLDER WINTERS WITH MORE SNOW",3,1,1,1,2,3,4,2,2,,,4,4,4,3,3,4,4,4,2,3,2,3,3,1,2,,3,2,2,1,2,1,1.085
708,3,30,4,"MICHIGAN",3,1,2,1,1,98,"MELTING",1,1,2,1,2,2,2,1,1,,,4,4,4,4,4,2,4,4,1,1,4,4,2,1,1,2,2,1,1,2,2,2,0.76
709,3,22,3,"MICHIGAN",3,1,4,2,4,2,"INTERNET",6,2,4,1,1,2,4,1,2,,,1,4,4,1,2,4,4,4,2,2,1,4,2,1,7,,4,5,2,2,4,1,0.715
