"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","govt_fed","govt_state","govt_local","rps_25x25_nocost","rps_25x25_cost10pct","vehicle_54mpg_nocost","vehicle_54mpg_cost10pct","fftax_support_v2","fftax_support_v2_cost10pct","carbontax_revuse_v2","gastax_knowldg_cost","gastax_knowldg_chng","gastax_knowldg_chnghow","excisetax_revuse","willing2pay_list","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","weight"
305,"L","10/2/2012 8:59:32",4,"OREGAN",4,1,1,1,1,1,"ALL THESE SPACE SHIPS THEY SEND UP",10,1,4,4,2,4,3,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,2,1,1,4,4,3,98,98,,3,1,2,1,1,2,2,1,1,2,1,2,0.88
313,"L","10/2/2012 9:10:31",4,"WASHINGTON",4,1,1,1,1,1,"NEWS",6,1,3,4,3,4,3,1,2,3,,,,,,,4,4,4,4,98,1,1,1,1,4,1,3,4,4,4,98,98,,4,1,2,1,6,,2,1,1,3,1,2,0.88
405,"L","10/4/2012 8:58:21",4,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,,,,,,4,98,98,1,98,1,1,1,1,1,98,,98,98,3,98,2,,3,1,2,10,6,,4,4,3,3,1,2,0.88
575,"L","10/8/2012 8:16:40",4,"INDIANA",3,1,1,1,1,1,"WORLD IS CHANGING",10,1,1,4,2,4,1,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,1,2,3,98,98,,3,1,3,1,1,2,2,1,1,3,1,2,0.88
717,"L","10/9/2012 8:30:27",4,"PENNSYLVANIA",1,1,1,1,1,1,"SPACE TRAVEL",8,1,1,4,2,4,2,1,3,2,,,,,,,4,4,4,4,4,1,1,1,1,3,1,2,2,4,3,98,98,,3,1,3,1,1,2,2,1,1,3,1,2,0.88
871,"L","10/11/2012 8:08:14",4,"NEW JERSEY",1,2,,,,,,,,,,,,,,,,1,"WEATHER IS CHANGING",1,2,2,3,3,1,2,2,2,2,2,2,3,3,2,3,2,2,3,98,2,,3,1,2,1,2,,2,1,1,2,1,2,0.88
423,"C","10/4/2012 9:35:47",4,"OKLAHOMA",2,98,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,98,1,2,10,6,,2,1,,,,2,0.88
14,"L","9/26/2012 9:09:17",3,"GEORGIA",2,1,2,2,1,1,"THE SUN",10,2,3,1,2,3,1,4,4,4,,,,,,,4,4,1,1,4,1,1,1,1,1,1,1,1,3,1,98,1,1,3,3,3,1,1,2,3,1,2,1,,2,0.89
63,"C","9/27/2012 6:01:51",3,"VERMONT",1,1,2,1,1,1,"OBSERVATION AND RESERCH",2,3,1,2,1,2,1,2,1,1,,,,,,,2,4,4,4,1,1,1,1,1,1,1,1,4,4,6,4,98,,6,1,2,1,1,2,3,2,,,,2,0.89
90,"L","9/27/2012 7:22:30",3,"ILLINOIS",3,1,2,98,3,3,"NO OPINION",10,4,4,4,4,4,4,98,2,3,,,,,,,2,2,1,2,1,1,1,2,1,4,2,2,4,4,98,98,1,98,98,1,2,1,1,2,3,1,4,98,4,2,0.89
125,"L","9/27/2012 7:58:58",3,"MASSACHUSETTS",1,1,1,1,1,1,"WEATHER",3,1,1,2,1,2,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,6,2,1,6,,3,2,4,5,3,2,0.89
144,"L","9/27/2012 8:27:54",3,"PENNSYLVANIA",1,1,1,1,2,2,"NO WINTER",3,2,1,2,2,98,1,2,2,2,,,,,,,3,4,3,3,98,1,1,1,2,2,2,2,2,2,1,98,1,98,1,2,3,1,2,,3,1,1,4,,2,0.89
153,"L","9/27/2012 8:40:39",3,"MAINE",1,1,1,3,1,1,"OBSERVATION",2,2,1,4,2,2,1,1,1,1,,,,,,,1,4,98,4,4,2,2,2,1,4,1,1,98,98,1,3,98,,2,3,2,1,1,2,3,2,4,3,3,2,0.89
164,"L","9/27/2012 8:56:46",3,"PENNSYLVANIA",1,1,1,1,1,1,"HUMAN CAUSE",8,1,1,1,1,4,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,98,1,1,1,6,2,1,2,,3,1,2,3,5,2,0.89
166,"L","9/27/2012 8:59:13",3,"CONNECTICUT",1,1,2,1,2,1,"THE WEATHER PATTERNS  GLACIERS MELTING",3,2,2,2,2,98,2,3,2,1,,,,,,,3,3,98,3,4,1,1,1,1,2,2,2,3,4,2,3,98,,2,3,1,1,2,,3,1,4,3,5,2,0.89
175,"L","9/27/2012 9:14:50",3,"MONTANA",4,98,,,,,,,,,,,,,,,,,,,,,,98,2,2,1,2,3,3,3,4,4,4,4,4,4,2,1,98,,5,1,,1,1,1,3,1,2,1,,2,0.89
178,"L","9/27/2012 9:20:23",3,"NEW MEXICO",4,1,2,1,2,2,"HOTTER EVERY YEAR",2,2,2,3,3,2,2,2,2,2,,,,,,,2,2,3,2,3,2,2,2,2,2,1,2,3,3,1,98,98,,98,2,2,1,2,,3,5,2,3,4,2,0.89
191,"L","9/27/2012 9:44:38",3,"ILLINOIS",3,2,,,,,,,,,,,,,,,,1,"OBSERVATION",1,4,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,5,98,98,,2,1,2,1,2,,3,98,2,1,,2,0.89
246,"L","10/1/2012 9:12:20",3,"TENNESSEE",2,1,3,2,2,2,"COWS",10,2,2,2,4,,,,,,,,,,,,2,1,,4,4,2,2,2,1,1,4,1,1,4,1,98,2,,1,1,2,1,1,2,3,1,2,1,98,2,0.89
250,"L","10/1/2012 9:18:40",3,"MISSOURI",3,1,1,1,2,4,"INFORMATION",4,1,1,2,4,4,2,1,1,2,,,,,,,4,2,4,2,4,2,2,2,1,1,1,1,4,4,1,98,1,98,3,3,2,1,1,2,3,1,2,2,,2,0.89
268,"L","10/1/2012 9:45:27",3,"NORTH DAKOTA",3,2,,,,,,,,,,,,,,,,2,"NOTHING POSITIVE, TOO MANY OPINIONS",3,2,2,2,2,3,2,2,2,2,2,2,3,4,2,2,3,4,5,1,2,,5,2,2,1,1,1,3,2,4,3,,2,0.89
269,"L","10/1/2012 9:45:54",3,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,98,98,98,98,3,3,4,4,3,3,2,98,98,,2,1,2,1,98,,3,2,2,1,4,2,0.89
291,"L","10/2/2012 8:30:32",3,"OREGON",4,1,2,3,2,3,"ICE MELTING",1,1,2,2,3,2,3,2,1,1,,,,,,,2,3,2,3,3,1,2,3,2,2,2,2,2,2,5,98,98,,5,3,2,1,6,,3,1,1,3,,2,0.89
329,"L","10/2/2012 9:39:52",3,"ALABAMA",2,2,,,,,,,,,,,,,,,,1,"EVERYTHING GOES THROUGH CYCLES",2,1,4,1,1,1,1,1,4,3,3,3,1,2,2,2,4,4,2,98,98,,2,,3,1,6,,3,1,2,1,,2,0.89
348,"L","10/3/2012 8:22:23",3,"WASHINGTON",4,1,1,3,2,2,"WEATHER",3,2,2,3,3,98,1,2,1,1,,,,,,,4,4,2,3,4,1,1,2,1,1,2,2,1,1,1,98,98,,1,4,3,1,98,,3,5,1,4,,2,0.89
534,"L","10/8/2012 7:31:42",3,"CALIFORNIA",4,1,1,3,1,1,"SCIENTIFIC RESEARCH",4,2,2,1,3,1,2,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,98,98,,1,3,2,1,6,,3,1,4,4,3,2,0.89
541,"L","10/8/2012 7:39:36",3,"OHIO",3,2,,,,,,,,,,,,,,,,1,"NO PROOF",3,2,4,2,1,1,1,1,1,3,2,2,4,4,4,4,4,4,2,98,1,1,2,1,2,1,1,2,3,98,2,2,3,2,0.89
587,"L","10/8/2012 8:28:16",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,1,"LOW TEMPERATURES",1,1,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,6,3,1,1,1,1,2,1,2,,3,1,4,1,5,2,0.89
639,"C","10/9/2012 5:04:43",3,"GEORGIA",2,1,2,1,2,2,"OZONE LAYER",10,1,1,3,2,4,2,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,3,3,98,98,,3,3,2,1,1,2,3,1,1,3,3,2,0.89
653,"C","10/9/2012 5:23:20",3,"MISSISSIPPI",2,1,1,3,1,1,"WEATHER PATTERNS",3,1,1,3,1,98,2,3,1,1,,,,,,,1,4,4,2,4,1,1,1,1,3,1,3,1,3,1,98,1,1,1,3,2,1,1,,3,1,4,3,3,2,0.89
728,"L","10/9/2012 8:42:47",3,"FLORIDA",2,1,1,3,1,1,"WATER TEMPERATURE AND FLOODING",2,2,3,3,1,98,1,2,2,1,,,,,,,4,4,4,3,4,1,1,1,1,2,1,2,1,1,1,98,2,,1,5,1,1,2,,3,4,4,3,4,2,0.89
757,"L","10/9/2012 9:16:08",3,"ILLINOIS",3,1,1,3,1,1,"AL GORE'S BOOK",5,2,2,98,2,4,2,2,2,2,,,,,,,3,3,3,3,3,1,1,2,2,2,2,2,2,2,98,98,98,,98,98,2,1,,,,1,,,,2,0.89
789,"L","10/10/2012 9:02:42",3,"WASHINGTON DC",2,2,,,,,,,,,,,,,,,,1,"TOO MUCH POLITICAL BUNK",7,3,3,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,98,98,,3,1,2,1,,,,2,,,,2,0.89
793,"C","10/10/2012 9:16:46",3,"IDAHO",4,1,1,1,1,1,"OZONE LAYER",10,2,3,3,2,2,3,2,2,2,,,,,,,4,4,4,2,4,1,1,1,1,2,1,2,1,2,1,2,1,1,1,3,3,1,,,3,1,,,,2,0.89
858,"L","10/11/2012 7:54:05",3,"MINNESOTA",3,1,1,3,1,2,"ICE CAPS  WEATHER",1,1,2,1,2,2,2,1,1,2,,,,,,,4,4,2,3,3,2,2,2,2,2,1,3,2,3,1,98,2,,5,2,3,1,2,,3,2,1,3,3,2,0.89
890,"L","10/11/2012 9:00:19",3,"OHIO",3,2,,,,,,,,,,,,,,,,1,"DO NOT BELIEVE IT",8,1,4,4,1,1,1,1,1,3,3,3,3,3,1,2,4,4,2,98,98,,2,1,2,1,1,2,3,1,2,1,3,2,0.89
894,"L","10/11/2012 9:08:09",3,"LOUISIANA",2,98,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,98,98,98,3,3,3,3,3,3,4,98,98,,4,98,2,1,1,1,3,1,,,,2,0.89
84,"C","9/27/2012 6:51:35",3,"MINNESOTA",3,1,2,3,2,2,"WEATHER",3,1,2,2,2,2,2,2,1,2,,,,,,,3,4,3,3,1,2,2,2,1,2,2,1,2,2,1,98,98,,1,2,2,1,2,,5,1,1,3,1,2,0.89
75,"C","9/27/2012 6:23:45",2,"OKLAHOMA",2,98,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,4,3,2,3,2,2,2,2,2,2,1,98,98,,1,98,2,1,1,2,4,4,4,3,6,1,0.89
77,"C","9/27/2012 6:26:04",2,"MISSOURI",3,1,1,3,2,2,"COLLEGE COURSES AND OTHER OPINIONS",4,2,2,2,3,1,3,2,3,3,,,,,,,4,4,3,4,3,2,2,2,1,2,1,2,3,4,2,98,98,,2,3,1,1,6,,4,5,4,4,6,1,0.89
100,"L","9/27/2012 7:33:46",2,"MICHIGAN",3,2,,,,,,,,,,,,,,,,1,"NATURAL PATTERNS",2,4,4,2,1,4,1,1,1,3,3,3,4,4,4,4,4,4,6,2,2,,3,2,1,1,2,,4,5,4,3,6,1,0.89
135,"L","9/27/2012 8:16:13",2,"MASSACHUSETTS",1,1,1,1,1,1,"POLLUTION GREENHOUSE GASES",8,1,3,1,1,1,3,1,3,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,1,98,98,,1,2,2,1,2,,4,1,2,1,3,1,0.89
163,"L","9/27/2012 8:55:48",3,"CALIFORNIA",4,1,2,98,1,2,"UNSURE OF CAUSE",10,1,4,1,4,3,4,3,4,4,,,,,,,4,4,1,1,4,3,3,3,1,1,1,1,4,4,98,98,98,,5,4,3,10,6,,5,2,2,3,6,2,0.89
173,"L","9/27/2012 9:09:10",2,"MONTANA",4,1,1,3,2,2,"FOSSIL FUELS",8,1,3,1,1,1,3,1,1,1,,,,,,,4,4,3,2,,1,1,2,1,1,1,1,4,4,4,2,2,,3,2,1,1,6,,4,6,4,3,6,1,0.89
199,"C","10/1/2012 8:07:47",2,"CALIFORNIA",4,1,2,1,1,1,"CARBON FOOTPRINTS",8,1,2,2,1,1,2,2,2,2,,,,,,,4,4,3,3,4,2,2,2,1,2,1,2,2,2,1,5,1,2,1,4,1,1,6,,4,5,4,3,6,1,0.89
205,"C","10/1/2012 8:14:24",2,"KENTUCKY",2,1,1,1,1,1,"MELTING GLACIERS",1,1,3,2,2,2,4,2,2,2,,,,,,,3,3,3,3,3,1,1,1,2,2,2,2,2,2,1,98,1,98,1,4,3,1,1,2,4,3,1,3,,1,0.89
267,"L","10/1/2012 9:42:31",2,"TEXAS",2,1,1,1,1,1,"MELTING ICE",1,1,3,3,2,2,3,2,2,2,,,,,,,3,3,3,2,4,1,1,1,1,2,2,1,1,2,1,2,1,98,1,2,1,1,,,4,1,1,5,,1,0.89
272,"L","10/1/2012 9:53:00",3,"TEXAS",2,1,2,1,1,1,"WATCHING THE TEMPERTURES INCREASE",2,1,1,2,3,2,2,2,1,1,,,,,,,1,4,4,3,4,1,1,3,4,1,1,1,4,4,2,3,2,,2,1,1,10,3,,5,5,4,3,6,2,0.89
273,"C","10/2/2012 7:53:55",2,"OHIO",3,1,1,1,1,1,"MELTING ICECAPS",1,1,2,2,2,3,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,4,1,1,1,2,4,1,1,4,,1,0.89
343,"L","10/3/2012 8:18:09",2,"NEW YORK",1,1,1,3,1,1,"POLAR ICE CAPS MELTING",1,1,2,2,4,3,2,2,2,2,,,,,,,4,4,4,3,3,1,1,1,2,2,2,2,1,1,1,98,98,,1,3,1,1,1,2,4,1,4,3,4,1,0.89
380,"L","10/4/2012 8:20:04",2,"CALIFORNIA",4,1,1,3,1,1,"OVER POPULATION AND POLLUTION",13,2,2,3,2,2,2,98,2,2,,,,,,,4,4,3,4,4,1,1,1,2,2,2,2,1,2,1,98,98,,1,3,1,1,1,2,4,5,1,5,,1,0.89
410,"C","10/4/2012 9:14:48",2,"CALIFORNIA",4,1,1,3,1,1,"SEASONAL CHANGES",3,2,2,2,2,2,2,3,2,2,,,,,,,3,3,3,3,3,1,1,1,2,2,2,2,1,1,1,2,1,1,1,3,3,1,2,,4,5,1,5,,1,0.89
447,"C","10/8/2012 5:32:29",2,"MASSACHUSETTS",1,1,1,1,1,1,"TEMPERATURES, STORMS AND NEWS",2,1,1,1,1,1,3,1,3,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,3,1,98,98,,3,4,2,1,2,,4,2,1,3,4,1,0.89
451,"C","10/8/2012 5:36:01",2,"WASHINGTON DC",2,1,3,2,3,3,"WEATHER PATTERNS",3,3,3,3,2,4,2,4,2,2,,,,,,,1,1,2,1,1,3,3,3,4,4,4,4,4,4,2,1,2,,5,1,3,1,1,,4,2,2,1,6,1,0.89
487,"L","10/8/2012 6:29:50",2,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"ITS ALL A FARCE",9,3,4,4,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,98,1,98,3,1,3,1,6,,4,1,2,1,,1,0.89
504,"L","10/8/2012 6:48:30",2,"TENNESSEE",2,1,1,1,1,1,"TOO MUCH NOISE POLLUTION AND VEHICLES",8,2,3,2,2,2,2,3,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,3,1,1,1,2,4,2,1,5,,1,0.89
507,"L","10/8/2012 6:50:43",2,"TEXAS",2,1,1,1,1,1,"DATA",4,2,4,4,4,2,4,4,4,4,,,,,,,4,4,4,4,4,1,2,2,1,1,2,2,1,1,1,1,2,,1,6,1,1,7,,4,5,1,4,6,1,0.89
618,"C","10/8/2012 9:16:50",2,"NEW MEXICO",4,1,1,1,1,1,"RESEACH",4,2,2,2,2,1,2,2,2,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,5,98,2,,1,6,3,1,7,,4,5,4,3,5,1,0.89
686,"C","10/9/2012 7:34:20",2,"MICHIGAN",3,2,,,,,,,,,,,,,,,,2,"AL GORE LIES",7,2,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,2,1,98,2,1,2,1,,,4,2,2,2,,1,0.89
691,"C","10/9/2012 7:39:43",2,"CALIFORNIA",4,1,1,1,1,2,"DATA",4,1,3,2,3,4,4,4,2,2,,,,,,,4,4,2,4,3,1,1,3,1,2,1,4,4,4,5,1,2,,1,4,1,1,3,,4,5,4,4,5,1,0.89
708,"L","10/9/2012 8:16:53",2,"NORTH CAROLINA",2,1,1,3,1,1,"HOLE IN THE OZONE LAYER",10,2,3,3,3,3,2,3,2,2,,,,,,,4,3,4,4,4,1,1,1,1,1,1,1,1,1,98,98,1,98,98,2,2,1,,,4,1,1,5,,1,0.89
743,"L","10/9/2012 9:01:13",2,"LOUISIANA",2,1,1,1,1,1,"EXTREMELY HOT SUMMERS",2,2,2,2,2,98,2,2,2,2,,,,,,,4,3,3,3,4,1,1,1,2,2,2,2,1,1,1,98,98,,1,4,3,1,1,2,4,1,4,3,,1,0.89
780,"L","10/10/2012 8:44:14",2,"NEW YORK",1,1,2,98,2,2,"STATISTICAL DATA AS OF LATE",4,2,3,3,2,3,3,3,2,4,,,,,,,3,2,3,2,4,1,2,3,3,3,2,2,3,3,2,2,1,98,3,2,3,1,98,,4,5,4,3,6,1,0.89
802,"C","10/11/2012 6:31:41",2,"WASHINGTON DC",2,1,2,3,1,2,"CLIMATE CHANGE",3,1,2,3,2,2,2,1,1,1,,,,,,,4,4,4,3,4,2,2,2,1,1,1,1,1,1,1,98,98,,1,98,2,1,6,,4,4,1,3,6,1,0.89
820,"C","10/11/2012 6:48:30",2,"FLORIDA",2,1,2,3,2,2,"CLIMATE CHANGES",3,2,3,2,2,2,4,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,3,1,2,,4,5,,,,1,0.89
829,"C","10/11/2012 7:11:23",2,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"SAME PATTERNS",2,4,3,2,98,1,1,2,2,98,98,98,1,1,1,1,2,2,3,98,2,,3,2,3,1,2,,4,1,2,2,4,1,0.89
835,"C","10/11/2012 7:21:24",2,"OHIO",3,1,2,2,1,2,"MELTING GLACIERS",1,1,2,4,2,2,1,1,2,2,,,,,,,1,2,2,1,2,2,2,2,1,1,4,4,4,4,2,2,98,,2,1,2,1,2,,4,4,,3,6,1,0.89
844,"L","10/11/2012 7:36:14",2,"MINNESOTA",3,1,1,3,1,1,"DOCUMENTARIES",6,1,2,2,3,2,3,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,3,3,1,98,98,,1,3,2,1,2,,4,5,2,2,4,1,0.89
852,"L","10/11/2012 7:43:17",2,"NEW YORK",1,2,,,,,,,,,,,,,,,,1,"GOD'S WORD",6,2,4,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,1,1,1,2,1,2,1,1,2,4,5,2,1,,1,0.89
874,"L","10/11/2012 8:11:00",2,"MICHIGAN",3,2,,,,,,,,,,,,,,,,2,"JUST DOESNT BELIEVE IT",8,4,4,4,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,98,1,1,2,1,2,1,1,1,4,1,2,1,,1,0.89
884,"L","10/11/2012 8:31:36",2,"CALIFORNIA",4,1,1,3,1,1,"WEATHER CHANGES",3,2,3,3,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,98,98,,1,4,1,1,,,4,5,1,5,,1,0.89
914,"L","10/11/2012 9:46:32",2,"CALIFORNIA",4,1,1,3,1,1,"COMBINATION OF HUMANS AND EARTH",8,2,3,3,2,3,3,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,3,1,1,2,,4,5,1,5,,1,0.89
617,"C","10/8/2012 9:15:04",3,"TEXAS",2,1,1,1,1,1,"THINGS MY GRANDPARENTS TAUGHT ME",10,2,3,3,2,4,4,2,2,2,,,,,,,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,5,2,,5,5,1,4,,1,0.91
87,"L","9/27/2012 7:12:15",3,"TEXAS",2,2,,,,,,,,,,,,,,,,2,"WEATHER PATTERNS HAPPENED BEFORE",2,2,4,4,2,2,1,1,1,3,3,3,1,3,1,3,4,4,2,98,98,,2,2,2,1,1,2,2,1,1,3,3,2,0.92
152,"L","9/27/2012 8:39:00",3,"MINNESOTA",3,2,,,,,,,,,,,,,,,,2,"EARTH HAS NATURAL FLUCTUATIONS",2,2,3,4,1,2,2,2,4,1,1,1,1,1,1,1,2,2,1,98,98,,1,4,1,1,1,1,2,6,4,2,3,2,0.92
157,"L","9/27/2012 8:46:19",3,"COLORADO",4,2,,,,,,,,,,,,,,,,2,"JUST DO NOT BELIEVE IT",8,2,4,4,1,1,1,1,98,3,3,3,1,4,1,3,4,4,2,98,98,,2,1,2,1,1,2,2,1,1,3,,2,0.92
201,"C","10/1/2012 8:09:27",3,"INDIANA",3,1,1,3,1,1,"POLAR ICE CAPS MELTING",1,1,2,3,2,2,2,1,1,1,,,,,,,4,3,3,3,4,1,1,1,1,2,1,1,1,1,1,98,1,98,1,2,1,1,6,,2,2,,,,2,0.92
209,"C","10/1/2012 8:16:34",3,"GEORGIA",2,1,1,3,1,2,"ICE MELTING",1,1,3,98,1,98,1,1,1,2,,,,,,,4,98,98,98,98,1,2,2,2,2,2,2,2,2,98,98,1,98,98,98,2,1,1,1,2,1,2,2,4,2,0.92
210,"C","10/1/2012 8:17:16",3,"TEXAS",2,1,1,2,1,2,"NATURAL CAUSES AND HOTTER",9,1,1,3,3,3,4,1,1,2,,,,,,,4,3,3,3,4,1,1,1,1,1,1,1,4,4,2,3,1,2,2,2,2,1,6,,2,1,1,3,,2,0.92
265,"L","10/1/2012 9:37:35",3,"CALIFORNIA",4,1,1,1,2,2,"POLLUTION AND SMOG",8,1,4,4,3,4,4,1,3,3,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,2,4,1,98,98,,1,3,3,1,1,2,2,5,4,5,3,2,0.92
293,"L","10/2/2012 8:36:47",3,"NORTH CAROLINA",2,1,1,2,1,1,"RAIN FORESTS, EL NINO AND MILDEST WINTER EVER",10,2,1,2,2,3,1,2,1,1,,,,,,,4,4,1,4,4,2,2,2,1,2,1,2,4,4,1,98,1,98,1,2,2,1,6,,2,4,2,3,,2,0.92
309,"L","10/2/2012 9:04:27",3,"OHIO",3,1,1,3,2,2,"IT SEEMS HOTTER NOW",2,2,1,2,4,4,2,3,98,98,,,,,,,2,2,98,4,98,3,3,3,98,98,1,1,98,98,4,4,2,,2,2,2,1,2,,2,1,1,98,3,2,0.92
310,"L","10/2/2012 9:04:52",3,"LOUISIANA",2,2,,,,,,,,,,,,,,,,2,"ALL POLITICS",7,2,4,4,2,1,2,1,98,3,3,3,3,98,98,3,3,4,3,98,1,2,4,1,3,1,1,2,2,1,2,2,,2,0.92
326,"L","10/2/2012 9:36:00",3,"MISSOURI",3,1,2,1,2,2,"HUMANS DO NOT TAKE CARE OF MOTHER EARTH",8,1,2,4,2,4,3,1,3,3,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,2,98,98,,2,2,2,1,1,2,2,1,1,3,,2,0.92
337,"L","10/3/2012 8:12:03",3,"VIRGINIA",2,1,2,2,2,2,"DO NOT KNOW",10,4,2,3,4,4,2,98,2,4,,,,,,,2,2,1,1,4,2,2,2,1,3,1,3,4,4,2,98,2,,2,1,2,1,2,,2,1,3,98,,2,0.92
367,"L","10/3/2012 8:50:32",3,"NEW HAMPSHIRE",1,1,1,1,2,2,"DUE TO POLLUTION AND HUMAN ERROR",8,1,1,2,2,98,1,1,1,1,,,,,,,4,4,4,1,4,1,1,1,1,2,1,2,1,2,3,98,98,,3,2,2,1,2,,2,1,1,4,,2,0.92
497,"L","10/8/2012 6:41:24",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,1,"IT IS COLD IN MICHIGAN",1,4,4,1,1,1,1,1,1,3,2,2,4,4,4,4,4,4,2,4,1,1,2,1,2,1,1,1,2,3,2,1,,2,0.92
557,"L","10/8/2012 7:56:59",3,"OHIO",3,2,,,,,,,,,,,,,,,,1,"NOT ENOUGH SCIENTIFIC EVIDENCE",3,2,2,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,98,98,,2,1,2,1,7,,2,5,,,,2,0.92
576,"L","10/8/2012 8:17:10",3,"TEXAS",2,1,1,2,2,2,"HOTTER",2,2,1,2,1,4,1,2,1,1,,,,,,,4,4,2,3,98,1,1,1,98,98,98,98,98,98,2,98,2,,2,98,3,1,6,,2,1,1,4,,2,0.92
582,"L","10/8/2012 8:21:50",3,"PENNSYLVANIA",1,1,1,3,1,1,"WEATHER PATTERNS",3,2,2,3,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,2,2,2,2,1,1,1,98,1,98,1,2,3,1,2,,2,5,,,,2,0.92
658,"C","10/9/2012 5:26:27",3,"GEORGIA",2,98,,,,,,,,,,,,,,,,,,,,,,98,98,2,2,98,98,98,98,98,3,98,3,98,3,2,98,98,,2,1,2,1,1,2,2,1,,,,2,0.92
822,"C","10/11/2012 6:50:22",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"WEATHER",1,4,1,3,3,1,2,1,1,98,98,98,1,1,1,1,1,2,3,98,98,,3,2,2,1,1,2,2,5,1,4,,2,0.92
825,"C","10/11/2012 7:03:42",3,"NORTH CAROLINA",2,1,1,1,1,1,"WARMER SUMMERS AND WINTERS",2,1,1,3,3,3,1,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,4,2,1,2,,2,1,4,2,3,2,0.92
851,"L","10/11/2012 7:40:39",3,"FLORIDA",2,1,1,1,1,1,"ON TELEVISION AND THE STATE IS HOTTER THIS YEAR",6,1,1,1,1,3,4,1,1,1,,,,,,,1,1,4,1,2,2,2,2,98,4,4,98,98,4,98,1,2,,98,2,2,1,1,1,2,2,2,98,98,2,0.92
886,"L","10/11/2012 8:35:45",3,"CALIFORNIA",4,1,2,2,3,3,"REPORTS",4,2,4,2,2,2,3,2,2,2,,,,,,,3,2,1,1,2,2,3,3,3,3,3,3,4,4,2,98,1,4,2,1,2,1,6,,2,5,2,1,3,2,0.92
68,"C","9/27/2012 6:06:36",3,"TEXAS",2,98,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,1,2,2,2,4,2,2,4,4,3,98,98,,3,1,2,1,2,,4,5,1,2,1,2,0.92
