"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_concern","ccvsgw_concern","intl_support_v2","intl_support_china_v2","intl_kyotoknowldg","state_fftax_nocost","state_fftax_cost10pct","state_captrade","state_captrade_cost10pct","state_rps_v2","state_rps_v2_cost100","state_gastax_nocost","state_gastax_cost25cpg","captrade_knowldg","captrade_support_v1","captrade_cost15dol","carbontax_support","carbontax_cost15dol","carbontax_rev4research_v2","carbontax_revneutral_v2","coalfpp_support","coalfpp_support_Obama","carbontax_partisan1","carbontax_partisan2","carbontax_partisan3","carbontax_partisan4","carbontax_partisan5","carbontax_partisan_support","carbontax_partisan_oppose","willing2pay_list","willing2pay_open","willing2pay_open_coded","govt_nostateaction","state_rps_economy","state_neighborsact","state_impactsfelt","fed_moralobligation","pipelines_support","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","demog_gender","weight"
766,"c","10/16/2013 6:25:23",3,"FL",2,1,1,1,"EVIDENCE",4,1,2,2,1,1,2,2,1,,,,,,,1,,,1,2,2,,,2,1,,,2,2,2,1,2,2,1,,,2,,,,98,,,,4,,,3,1,3,1,1,3,1,2,,5,5,1,98,3,,1,0.51
767,"c","10/16/2013 6:26:34",2,"TN",2,1,2,1,"RECEDING SHORE LINES, VANISHING SEA LIFE",11,1,2,3,3,2,1,2,3,,,,,,,1,,,2,98,2,,,3,1,,,4,2,2,2,3,4,2,,,2,,,,3,,,,3,,,1,2,4,1,1,3,1,1,2,2,5,4,2,2,2,2,1.377
768,"c","10/16/2013 6:26:42",3,"NJ",1,1,2,3,"WINTERS ARE LONGER",3,1,1,98,1,1,98,98,98,,,,,,,1,,,1,2,4,,,4,1,,,4,3,4,4,4,4,4,,,4,,,,2,,,1,1,,,4,4,98,1,1,4,1,2,,3,5,2,2,2,6,1,0.75
769,"c","10/16/2013 6:28:28",1,"IL",3,1,2,3,"WEATHER CHANGES",3,1,1,2,2,2,2,2,2,,,,,,,1,,,1,2,2,,,3,1,,,2,3,2,2,2,2,1,,,1,,,,1,,3,,5,,,1,2,4,98,1,4,1,6,,3,3,1,5,2,1,2,1.567
770,"c","10/16/2013 6:35:44",1,"MD",2,1,1,1,"POLLUTION",8,2,2,2,1,1,2,1,2,,,,,,,2,,,3,1,2,,,2,1,,,4,3,98,2,2,2,1,,,2,,,,3,,,,3,,,1,1,4,98,1,2,1,1,2,4,2,3,3,2,5,2,1.497
771,"c","10/16/2013 6:37:30",3,"KY",2,98,,,,,,,,,,,,,,,,,,,3,,,2,98,4,,,4,1,,,4,3,2,3,3,4,2,,,2,,,,1,,2,,1,,,2,98,3,3,1,2,1,6,,3,1,1,3,2,3,1,0.69
772,"c","10/16/2013 6:38:12",3,"IN",3,2,,,,,,,,,,,,,2,"NATURAL SEASONAL CHANGES",2,2,2,1,3,,,4,98,4,,,3,3,,,4,2,3,3,3,3,3,,,3,,,,3,,,,1,,,4,3,1,3,4,2,1,1,2,4,1,2,1,2,,1,0.54
773,"c","10/16/2013 6:40:33",3,"GA",2,1,1,3,"NEWS REPORTS",6,1,1,2,1,2,2,2,1,,,,,,,1,,,2,2,3,,,4,1,,,4,2,98,3,2,4,2,,,2,,,,3,,,,2,,,1,2,3,2,2,4,1,1,1,5,5,4,2,2,2,2,0.787
774,"c","10/16/2013 6:41:05",3,"GA",2,2,,,,,,,,,,,,,2,"WEATHER EVERYDAY",1,2,3,2,3,,,5,98,4,,,98,2,,,4,3,3,4,4,4,3,,,3,,,,3,,,,1,,,2,3,3,3,3,2,1,1,1,4,5,2,2,3,2,2,0.817
775,"c","10/16/2013 6:45:39",2,"GA",2,1,1,1,"SMOKING POLLUTION, TRASH IN OCEANS",8,1,2,4,3,3,1,2,3,,,,,,,2,,,2,2,3,,,3,1,,,4,3,2,3,4,4,2,,,3,,,,2,,,2,1,,,2,98,3,2,1,3,1,2,,2,1,2,1,2,2,2,1.377
776,"c","10/16/2013 6:47:01",2,"IN",3,1,2,1,"OVER POPULATION",13,2,3,3,3,3,2,2,1,,,,,,,2,,,2,1,4,,,2,2,,,4,2,2,2,3,3,2,,,98,,,,3,,,,2,,,2,2,3,2,2,2,1,1,2,2,1,2,2,2,2,1,1.1
777,"c","10/16/2013 6:53:31",2,"UT",4,1,2,3,"POLLUTION AND OVER POPULATION",8,2,3,3,3,3,3,2,2,,,,,,,2,,,98,98,3,,,2,1,,,4,98,98,3,98,2,1,,,98,,,,2,,,2,3,,,1,1,3,3,2,3,1,6,,3,5,1,5,2,,2,1.347
778,"c","10/16/2013 6:56:51",2,"CA",4,1,1,3,"EARTH HAS A WAY OF GOING THROUGH CYCLES, FLOW OF THE NATURAL COURSE OF MOTHER EARTH",9,3,3,1,4,3,4,4,4,,,,,,,2,,,1,98,1,,,3,1,,,3,3,2,2,1,1,1,,,1,,,,1,,1,,2,,,2,2,2,3,1,3,1,1,1,4,5,4,3,2,2,1,0.92
779,"c","10/16/2013 7:00:13",3,"NJ",1,1,2,3,"POLLUTION AND NATURAL CYCLES",8,3,1,3,2,2,3,2,1,,,,,,,2,,,2,98,4,,,4,1,,,4,2,4,4,4,4,2,,,1,,,,1,,1,,2,,,2,1,3,2,2,1,1,1,2,3,2,1,4,3,3,2,0.967
780,"c","10/16/2013 7:02:42",2,"NY",1,98,,,,,,,,,,,,,,,,,,,3,,,3,98,4,,,4,2,,,4,3,2,4,4,4,3,,,4,,,,2,,,2,1,,,3,3,2,3,2,2,2,6,,2,5,4,4,3,3,1,1.57
781,"c","10/16/2013 7:03:33",2,"AR",2,1,2,1,"SEASON TO SEASON",3,1,3,3,2,2,4,4,2,,,,,,,3,,,3,98,3,,,4,1,,,4,98,98,3,3,4,1,,,3,,,,3,,,,1,,,98,2,98,3,98,2,2,1,2,3,1,1,1,3,1,2,1.737
782,"c","10/16/2013 7:06:14",3,"FL",2,1,2,2,"WARMER NOW",2,2,2,4,2,2,2,2,2,,,,,,,2,,,2,98,3,,,3,2,,,3,3,2,3,3,4,2,,,98,,,,98,,,,1,,,2,2,3,2,2,1,1,2,,3,1,1,3,1,2,2,0.967
783,"c","10/16/2013 7:07:08",3,"KS",3,1,2,2,"HOTTER SUMMERS WILDER WEATHER",2,3,1,3,3,2,3,1,2,,,,,,,2,,,2,98,4,,,2,2,,,4,2,2,2,2,2,2,,,98,,,,1,,1,,4,,,2,2,3,2,2,1,1,6,,2,1,2,2,2,,2,0.997
784,"c","10/16/2013 7:09:03",3,"CO",4,2,,,,,,,,,,,,,2,"TEMPERATURES CHANGE IN CYCLES",2,2,2,1,4,,,5,2,4,,,4,1,,,4,2,2,3,3,4,3,,,4,,,,98,,,,1,,,2,98,2,4,2,2,1,1,2,3,1,2,1,2,3,1,0.69
785,"c","10/16/2013 7:14:17",4,"CO",4,1,1,2,"OUTRAGEOUS STORMS AND FLOODING",3,3,1,2,2,3,3,2,1,,,,,,,1,,,1,1,3,,,3,2,,,4,2,3,3,3,3,2,,,2,,,,3,,,,2,,,2,2,3,2,2,1,10,6,,4,5,3,3,,,1,0.47
786,"c","10/16/2013 7:16:16",1,"MI",3,1,2,3,"LEARNED ABOUT IT IN SCHOOL",4,1,1,1,2,1,1,2,2,,,,,,,2,,,1,2,3,,,2,1,,,4,2,1,2,3,3,2,,,2,,,,1,,2,,2,,,1,1,3,2,2,3,1,1,2,2,5,4,1,2,1,2,1.597
787,"c","10/16/2013 7:20:01",2,"NJ",1,2,,,,,,,,,,,,,3,"SOME SCIENTIST SAY NO",3,1,1,2,4,,,3,98,4,,,4,4,,,4,1,4,4,4,4,4,,,1,,,,3,,,,1,,,4,3,4,4,4,3,2,1,2,1,2,1,5,2,1,1,2.01
788,"c","10/16/2013 7:21:54",1,"CO",4,1,2,3,"COMBINATION OF GREENHOUSE GASES",10,1,2,2,2,2,2,2,2,,,,,,,3,,,2,98,1,,,1,1,,,2,3,1,1,2,1,1,,,2,,,,1,,1,,4,,,1,1,4,2,1,1,1,1,2,4,5,2,3,1,3,1,1.22
789,"c","10/16/2013 7:26:30",1,"OH",3,1,2,98,"NOT SURE",10,2,2,4,2,2,2,2,2,,,,,,,2,,,1,98,98,,,2,2,,,4,3,3,3,4,4,3,,,3,,,,1,,2,,2,,,4,4,2,98,2,2,1,6,,2,1,2,1,3,,2,1.677
790,"c","10/16/2013 7:30:20",4,"NE",3,2,,,,,,,,,,,,,2,"GOD IS IN CONTROL",6,2,2,2,4,,,98,98,4,,,3,98,,,4,3,98,3,3,3,98,,,98,,,,3,,,,1,,,4,98,98,3,98,2,1,2,,4,1,2,2,3,,2,0.597
791,"c","10/16/2013 7:30:27",3,"CA",4,1,3,3,"HAZMAT MATERIAL",8,2,2,2,3,3,1,1,1,,,,,,,1,,,1,2,1,,,1,1,,,4,1,1,1,4,4,4,,,1,,,,2,,,1,98,,,1,2,2,2,4,1,2,1,2,4,5,1,4,2,1,1,0.93
792,"c","10/16/2013 7:30:31",3,"MD",2,1,2,1,"TOO MUCH INDUSTRY AND VEHICLES",8,2,1,4,2,2,3,2,1,,,,,,,3,,,5,98,4,,,4,4,,,4,2,4,4,4,4,4,,,4,,,,2,,,2,1,,,4,4,4,4,4,4,1,1,2,3,1,2,2,2,,2,0.967
793,"c","10/16/2013 7:30:50",1,"MO",3,98,,,,,,,,,,,,,,,,,,,3,,,3,98,4,,,4,2,,,4,3,98,4,4,4,2,,,4,,,,2,,,2,1,,,2,98,3,4,2,98,1,6,,2,5,4,3,3,1,1,1.32
794,"c","10/16/2013 7:35:21",3,"OH",3,1,2,1,"ICE CAPS MELTING",1,1,2,2,2,2,2,2,2,,,,,,,1,,,2,98,4,,,98,1,,,4,2,4,3,4,4,3,,,2,,,,2,,,3,98,,,2,2,3,2,2,4,1,1,1,5,1,4,2,3,2,1,0.51
795,"c","10/16/2013 7:39:58",2,"AR",2,1,2,1,"SO MUCH CHANGE IN WEATHER",3,1,2,3,2,2,1,2,2,,,,,,,1,,,2,98,2,,,2,1,,,4,2,3,3,3,3,2,,,2,,,,1,,1,,3,,,1,1,3,1,1,4,1,1,2,3,5,1,3,2,2,2,1.347
796,"c","10/16/2013 7:43:37",2,"CA",4,1,2,2,"HIGH TIDES ERODING BEACH LINES",11,2,2,2,2,2,2,1,1,,,,,,,2,,,2,1,4,,,4,1,,,4,2,4,4,4,4,2,,,98,,,,1,,1,,5,,,3,2,2,2,2,1,1,1,2,4,1,2,1,3,6,1,0.98
797,"c","10/16/2013 7:48:53",3,"PA",1,1,1,3,"DATA",4,1,1,1,1,1,1,1,1,,,,,,,1,,,1,98,4,,,4,1,,,4,3,4,4,3,4,3,,,1,,,,2,,,1,1,,,1,1,1,98,1,4,2,6,,2,3,1,3,2,2,1,1.19
798,"c","10/16/2013 8:09:41",4,"RI",1,1,1,1,"POLAR ICE MELTING",1,1,2,3,2,2,3,2,2,,,,,,,,2,2,,98,,2,1,,,2,2,,2,2,2,2,2,,2,,2,,,2,,,,1,,"$100",3,1,2,4,2,2,3,1,,,4,1,,,,,2,0.597
799,"c","10/16/2013 8:14:32",2,"IL",3,98,,,,,,,,,,,,,,,,,,,,3,98,,98,,3,2,,,4,4,,3,98,3,98,3,,2,,98,,,3,,,,,,"NOT SURE",98,3,98,98,3,98,98,1,6,,3,5,4,3,3,,2,1.347
800,"c","10/16/2013 8:15:37",1,"UT",4,1,1,3,"SUN IS BURNING ITSELF OUT",10,1,1,2,3,1,1,1,3,,,,,,,,1,1,,98,,1,1,,,1,1,,1,1,1,1,1,,1,,1,,,1,,,1,,,"$500",5,1,1,4,1,1,4,1,6,,2,5,4,4,3,2,1,1.4
801,"c","10/16/2013 8:16:07",3,"WI",3,1,2,3,"THE POLAR ICE CAPS ARE MELTING",1,1,3,2,2,2,2,1,2,,,,,,,,2,1,,1,,2,4,,,1,2,,3,98,2,2,2,,1,,2,,,3,,,,,,"$100",3,2,2,2,2,2,2,1,2,,2,1,1,3,1,3,1,0.72
802,"c","10/16/2013 8:18:07",1,"WI",3,98,,,,,,,,,,,,,,,,,,,,4,3,,98,,4,2,,,4,1,,3,98,4,4,98,,2,,2,,,2,,,,1,,"0",1,2,98,1,98,3,2,10,1,1,4,1,1,5,3,1,1,1.29
803,"c","10/16/2013 8:19:00",2,"CA",4,1,2,1,"BEACH EROSION",11,1,1,4,3,1,1,1,3,,,,,,,,1,2,,98,,2,2,,,2,4,,3,2,3,3,3,,2,,2,,,2,,,,2,,"$25",2,1,98,4,1,1,3,1,1,2,4,1,1,3,2,2,2,1.197
804,"c","10/16/2013 8:23:23",4,"AL",2,1,1,3,"OZONE LAYER",10,1,3,3,3,3,3,2,2,,,,,,,,1,1,,1,,2,1,,,2,2,,1,1,1,2,2,,1,,2,,,98,,,,,,"NOT SURE",98,1,1,3,3,1,98,2,1,2,4,2,4,4,2,,1,0.79
805,"c","10/16/2013 8:23:48",2,"MA",1,1,2,3,"OVER GROWTH AND SOME NATURAL PATTERNS",13,2,2,2,2,2,2,1,1,,,,,,,,2,2,,98,,4,2,,,2,3,,2,2,2,3,2,,2,,2,,,1,,,2,,,"$150",4,2,1,3,2,2,1,10,6,,4,1,2,1,2,3,2,1.347
806,"c","10/16/2013 8:23:50",1,"NE",3,1,1,1,"MILDER WINTERS AND HOTTER SUMMERS",2,98,1,98,2,1,98,2,2,,,,,,,,2,98,,98,,98,98,,,98,98,,3,98,98,98,98,,98,,98,,,98,,,,,,"0",1,2,98,98,2,98,98,9,1,1,3,1,,,1,,2,2.697
807,"c","10/16/2013 8:27:36",1,"MD",2,1,2,2,"GLOBAL WARMING",10,4,2,4,4,2,4,3,2,,,,,,,,2,4,,98,,3,2,,,3,3,,3,2,3,3,2,,2,,2,,,1,,,2,,,"0",1,2,2,2,2,2,2,2,1,2,3,5,1,3,2,2,2,2.117
808,"c","10/16/2013 8:28:19",1,"GA",2,1,1,1,"DATA",4,2,1,2,3,1,1,1,2,,,,,,,,1,1,,98,,1,3,,,1,2,,3,2,1,2,2,,1,,1,,,2,,,,2,,"$50",2,1,1,3,1,1,2,2,6,,3,5,4,4,1,3,2,2.117
809,"c","10/16/2013 8:28:49",1,"CA",4,2,,,,,,,,,,,,,2,"DIFFERENT JET STREAMS AND SUCH CAUSE WARMER AND COOLER AIR",5,1,3,3,,4,5,,2,,4,4,,,4,4,,2,4,4,4,4,,2,,3,,,3,,,,,,"0",1,3,98,2,4,2,3,1,1,2,2,5,4,3,3,1,1,1.32
810,"c","10/16/2013 8:29:22",3,"NJ",1,1,2,2,"SEASONS ARE ALL DIFFERENT NOW",3,3,2,4,2,2,4,2,3,,,,,,,,3,3,,98,,3,3,,,4,4,,3,98,3,3,3,,98,,3,,,3,,,,,,"0",1,2,2,4,3,2,3,1,1,1,4,1,2,2,1,4,1,0.54
811,"c","10/16/2013 8:32:34",3,"CA",4,1,1,1,"SCIENTIFIC RESEARCH",4,1,2,1,1,1,1,1,1,,,,,,,,1,1,,2,,1,98,,,1,1,,2,2,1,1,1,,1,,1,,,98,,,,,,"$100",3,1,1,4,1,1,4,1,6,,5,5,1,5,3,6,2,0.847
812,"c","10/16/2013 8:32:49",1,"FL",2,98,,,,,,,,,,,,,,,,,,,,3,3,,98,,4,98,,,4,4,,3,2,4,4,4,,2,,4,,,2,,,,1,,"0",1,2,98,2,3,2,2,9,2,,2,1,1,2,2,2,1,2.45
813,"c","10/16/2013 8:33:16",2,"IN",3,1,1,1,"MELTING ICE CAPS",1,1,2,1,1,1,98,2,2,,,,,,,,1,1,,2,,1,1,,,1,1,,2,1,1,1,1,,1,,1,,,3,,,,,,"$100",3,2,1,4,4,1,4,1,6,,5,1,1,5,1,3,2,1.167
814,"c","10/16/2013 8:37:12",3,"WA",4,1,1,1,"READING ARTICLES IN ROLLING STONES MAGAZINE",6,1,4,4,1,2,1,1,1,,,,,,,,1,2,,98,,3,4,,,1,4,,3,98,1,4,1,,98,,1,,,2,,,,98,,"$250",4,2,1,4,98,2,4,1,6,,3,2,4,3,1,4,2,0.967
815,"c","10/16/2013 8:40:56",4,"AZ",4,1,1,3,"JUST THE WEATHER CHANGES THAT HAVE OCCURED",3,1,2,2,2,2,3,2,2,,,,,,,,2,98,,2,,4,4,,,4,4,,1,4,4,4,4,,4,,4,,,1,,,2,,,"0",1,4,4,4,4,4,4,1,1,2,4,5,4,3,2,,1,0.32
816,"c","10/16/2013 8:51:09",3,"ME",1,1,2,2,"NEWS",6,1,1,98,98,3,4,1,3,,,,,,,,2,5,,2,,4,4,,,4,4,,3,4,4,4,4,,4,,4,,,2,,,,1,,"0",1,4,4,4,4,4,2,1,1,2,3,1,4,2,2,6,1,0.75
817,"c","10/16/2013 8:55:53",3,"NY",1,2,,,,,,,,,,,,,1,"POOR COLLECTION OF DATA",5,4,2,1,,4,5,,2,,4,4,,,4,4,,1,4,4,4,4,,4,,4,,,2,,,,1,,"0",1,4,4,4,4,4,1,1,2,,5,2,2,1,3,,1,0.51
818,"c","10/16/2013 8:57:09",3,"WA",4,2,,,,,,,,,,,,,1,"NO CHANGE",1,1,4,4,,3,3,,98,,4,4,,,2,4,,3,4,98,4,4,,2,,98,,,3,,,,,,"0",1,2,2,4,4,3,1,1,6,,3,5,1,2,1,98,2,0.967
819,"c","10/16/2013 9:06:41",2,"TX",2,98,,,,,,,,,,,,,,,,,,,,4,3,,98,,4,98,,,4,4,,3,2,4,4,4,,2,,2,,,2,,,,2,,"0",1,2,98,2,4,2,98,1,2,,2,5,2,1,2,3,1,1.1
820,"c","10/16/2013 9:13:21",1,"CO",4,1,2,1,"MY SCIENCE CLASSES",4,3,2,3,1,4,3,2,1,,,,,,,,2,1,,98,,2,3,,,1,2,,3,98,1,2,1,,1,,2,,,3,,,,,,"$200",4,2,2,4,98,2,3,1,1,2,2,5,4,4,2,3,2,1.677
821,"c","10/16/2013 9:30:44",3,"MO",3,98,,,,,,,,,,,,,,,,,,,,2,98,,98,,4,2,,,2,98,,3,3,98,3,3,,98,,3,,,3,,,,,,"0",1,4,1,1,3,2,1,1,6,,2,5,98,98,3,4,2,0.997
822,"c","10/16/2013 9:40:29",1,"IL",3,1,1,1,"POLLUTION",8,1,2,2,1,1,1,2,1,,,,,,,,1,1,,98,,2,2,,,1,2,,3,2,1,2,2,,2,,1,,,1,,,1,,,"0",1,1,1,4,1,1,4,1,6,,3,5,4,4,3,,2,1.647
823,"c","10/16/2013 9:43:52",1,"TX",2,1,1,2,"IT IS REALLY HOT HERE",2,2,1,1,1,1,1,1,1,,,,,,,,1,2,,98,,4,2,,,1,2,,3,98,98,4,2,,1,,2,,,3,,,,,,"$200",4,3,2,2,2,2,3,9,1,1,3,5,4,5,2,2,2,2.697
824,"c","10/16/2013 9:48:18",3,"MN",3,1,2,3,"LOCAL CLIMATE",2,1,1,3,3,1,2,2,2,,,,,,,,2,2,,2,,3,2,,,2,3,,2,98,2,3,4,,2,,2,,,3,,,,,,"$100",3,2,2,3,3,1,1,1,,,3,2,4,5,1,4,1,0.69
825,"c","10/17/2013 5:05:04",3,"OH",3,2,,,,,,,,,,,,,2,"MOTHER EARTH CHANGES ALL THE TIME",2,1,2,2,4,,2,,2,,4,,4,2,,4,,2,4,4,4,4,,2,,2,,,,1,,1,,,"0",1,4,2,4,4,4,1,1,1,2,4,1,2,1,2,2,1,0.54
826,"c","10/17/2013 5:07:45",3,"WV",2,98,,,,,,,,,,,,,,,,,,,3,,3,,98,,4,,4,1,,4,,3,98,4,4,4,,2,,3,,,,2,,,2,,"0",1,3,98,2,3,2,3,1,1,2,2,1,4,2,2,2,2,0.997
827,"c","10/17/2013 5:08:49",1,"MA",1,1,2,1,"SCIENTIFIC EVIDENCE",4,1,2,2,2,2,3,2,2,,,,,,,1,,1,,1,,1,,2,1,,3,,2,2,2,2,2,,2,,2,,,,2,,,2,,"$50",2,2,1,3,2,2,3,1,1,2,4,5,4,4,3,,1,1.22
828,"c","10/17/2013 5:11:19",2,"KY",2,1,2,1,"POLLUTION OF RIVERS AND LAKES AND FROM CAR EXHAUSTS",8,2,1,3,2,2,2,2,1,,,,,,,2,,1,,98,,4,,2,2,,4,,2,2,2,3,2,,2,,2,,,,1,,1,,,"$500",5,2,1,3,2,2,1,1,1,1,3,2,2,2,3,3,2,1.347
829,"c","10/17/2013 5:13:07",2,"MA",1,1,2,1,"ICE CAPS MELTING",1,1,1,3,2,1,1,2,3,,,,,,,2,,1,,2,,3,,3,1,,3,,2,2,3,3,3,,2,,2,,,,1,,2,,,"$50",2,1,2,4,2,1,4,1,2,,3,1,2,1,3,2,1,1.07
830,"c","10/17/2013 5:14:36",3,"DE",2,98,,,,,,,,,,,,,,,,,,,4,,1,,2,,4,,2,4,,4,,1,1,2,4,2,,4,,4,,,,2,,,1,,"0",1,4,1,2,3,1,1,1,1,2,4,3,2,2,3,6,1,0.6
831,"c","10/17/2013 5:16:24",4,"NY",1,1,1,1,"IT HAS BEEN VERY HOT",2,2,2,4,2,2,3,2,2,,,,,,,2,,98,,98,,3,,3,1,,3,,3,98,3,3,3,,1,,98,,,,98,,,,,"0",1,2,2,2,2,2,2,1,2,,2,1,1,3,2,,2,0.777
832,"c","10/17/2013 5:16:51",1,"GA",2,98,,,,,,,,,,,,,,,,,,,4,,3,,2,,4,,4,2,,4,,3,2,4,4,4,,2,,98,,,,2,,,2,,"0",1,2,98,3,4,2,2,1,1,2,2,5,4,3,3,1,1,1.32
833,"c","10/17/2013 5:20:43",3,"MI",3,1,1,1,"BURNING FOSSIL FUELS",8,1,1,1,2,1,2,2,1,,,,,,,1,,2,,98,,4,,4,1,,4,,3,98,98,3,2,,2,,2,,,,1,,1,,,"$100",3,2,2,3,2,2,2,1,1,2,2,2,1,3,2,2,1,0.72
834,"c","10/17/2013 5:21:19",3,"NY",1,2,,,,,,,,,,,,,98,"NOT SURE",9,2,3,3,2,,98,,98,,4,,4,4,,4,,3,4,4,4,4,,4,,4,,,,3,,,,,"0",1,4,4,4,4,4,4,10,4,,1,1,4,3,3,4,1,1.39
835,"c","10/17/2013 5:22:19",3,"VA",2,2,,,,,,,,,,,,,2,"EARTHS NATURAL CYCLES",2,2,2,1,3,,98,,98,,4,,3,3,,4,,2,3,3,98,3,,2,,98,,,,1,,2,,,"0",1,3,3,1,3,3,2,1,1,2,4,1,2,2,3,,1,0.54
836,"c","10/17/2013 5:23:34",3,"DE",2,1,1,1,"IT' IS GETTTING HOTTER AND HOTTER.  AIR IS NOT AS CLEAN",2,4,2,2,3,2,4,2,4,,,,,,,2,,1,,1,,3,,3,1,,2,,3,4,4,3,4,,3,,2,,,,3,,,,,"$50",2,2,2,3,2,2,3,10,4,,2,1,1,2,3,6,2,1.207
837,"c","10/17/2013 5:24:40",3,"MI",3,1,2,1,"LONG TERM TRACKING",4,2,2,3,2,2,98,98,2,,,,,,,1,,1,,98,,4,,4,1,,4,,3,98,98,98,98,,1,,1,,,,2,,,2,,"0",1,4,1,3,1,1,1,1,1,1,5,5,4,3,3,,1,0.51
838,"c","10/17/2013 5:25:38",2,"NY",1,2,,,,,,,,,,,,,2,"FREEZING COLD IN NY",1,1,3,3,4,,3,,98,,4,,4,1,,4,,3,3,4,4,4,,2,,4,,,,2,,,2,,"0",1,3,98,2,3,2,4,1,6,,2,1,4,4,1,,2,1.377
839,"c","10/17/2013 5:26:47",2,"MD",2,2,,,,,,,,,,,,,2,"FAIRLY STEADY CYCLES OVER THE CENTURIES",2,1,3,4,4,,2,,98,,4,,4,2,,4,,2,4,4,4,4,,2,,1,,,,3,,,,,"$150",4,2,2,3,2,4,2,5,6,,4,5,4,5,3,4,2,1.347
840,"c","10/17/2013 5:34:05",4,"MA",1,1,2,3,"EXPERIENCE",2,3,1,2,2,1,1,2,2,,,,,,,3,,1,,98,,98,,3,2,,4,,2,2,98,98,2,,2,,2,,,,3,,,,,"0",1,2,2,4,98,2,98,2,2,,2,1,1,3,3,4,1,0.97
841,"c","10/17/2013 5:34:38",2,"NC",2,1,2,3,"MAJOR STORMS AND WARMER TEMPERATURES",3,1,1,3,2,1,1,2,2,,,,,,,1,,1,,98,,2,,2,1,,1,,2,1,2,2,2,,2,,2,,,,1,,1,,,"$100",3,1,2,4,1,1,4,1,1,2,3,1,1,3,2,3,2,1.347
842,"c","10/17/2013 5:38:39",2,"FL",2,1,1,1,"OVER POPULATION AND NOT ENOUGH CARBON DIOXIDE IN THE AIR MAKES IT HOTTER",13,2,1,2,1,2,2,2,1,,,,,,,2,,2,,98,,4,,2,1,,4,,2,2,2,3,2,,2,,98,,,,1,,1,,,"$1000",6,2,1,3,2,2,1,9,2,,3,1,1,5,,,1,2.12
843,"c","10/17/2013 5:39:06",2,"VA",2,2,,,,,,,,,,,,,4,"NOT SURE",9,2,3,98,4,,1,,1,,4,,4,2,,98,,98,98,98,98,98,,98,,98,,,,98,,,,,"0",1,4,98,98,98,98,98,1,2,,3,1,1,3,3,1,1,0.99
844,"c","10/17/2013 5:42:28",3,"MI",3,2,,,,,,,,,,,,,2,"VARYING TEMPERATURES",2,1,2,1,3,,5,,1,,4,,4,4,,4,,2,4,4,4,4,,4,,4,,,,3,,,,,"$50",2,4,4,4,4,4,2,10,6,,5,5,3,2,3,5,1,0.66
845,"c","10/17/2013 5:43:46",1,"CA",4,1,1,2,"CYCLES",9,4,1,2,3,4,2,4,3,,,,,,,3,,2,,98,,3,,2,1,,4,,2,2,2,2,2,,2,,1,,,,1,,2,,,"$200",4,1,2,4,2,2,1,5,2,,5,1,1,1,3,,1,1.34
846,"c","10/17/2013 5:44:33",2,"NJ",1,1,1,1,"WHAT I READ",6,1,2,3,3,2,1,2,3,,,,,,,1,,1,,2,,4,,4,1,,4,,2,2,4,4,4,,2,,4,,,,2,,,2,,"0",1,4,98,1,4,3,2,1,6,,4,2,4,3,2,4,1,0.92
847,"c","10/17/2013 5:45:06",2,"VA",2,1,3,1,"NEWS",6,1,4,1,4,4,4,4,4,,,,,,,3,,2,,2,,4,,4,2,,4,,3,2,3,3,4,,4,,3,,,,2,,,3,,"$50",2,2,2,3,3,2,2,1,1,,5,5,4,2,3,4,1,0.89
848,"c","10/17/2013 5:47:56",3,"ME",1,1,1,1,"OCEAN WATER IS WARMER AND GLACIERS ARE MELTING",1,1,2,2,2,2,1,2,2,,,,,,,1,,1,,2,,1,,4,1,,2,,2,2,2,1,2,,2,,1,,,,1,,2,,,"$200",4,2,1,4,2,2,4,1,1,2,3,1,1,4,3,,2,0.967
849,"c","10/17/2013 5:47:56",3,"NJ",1,1,2,1,"ICEBERGS ARE MELTING",1,1,1,1,1,1,2,1,1,,,,,,,1,,1,,1,,1,,98,1,,2,,3,98,98,98,98,,2,,2,,,,3,,,,,"NOT SURE",98,2,2,3,2,2,2,1,1,2,2,1,2,1,,,2,0.997
850,"c","10/17/2013 5:53:54",1,"NJ",1,1,1,3,"HUMANS",8,1,4,2,1,2,1,1,2,,,,,,,2,,2,,98,,4,,4,1,,4,,3,2,2,4,1,,2,,1,,,,2,,,1,,"$100",3,4,4,4,2,3,3,1,6,,,,,,,,1,1.37
851,"c","10/17/2013 5:55:12",4,"TX",2,2,,,,,,,,,,,,,2,"GROWTH IS NORMAL",2,3,2,1,3,,5,,2,,4,,3,4,,4,,1,4,4,4,4,,2,,4,,,,3,,,,,"0",1,1,3,4,98,98,98,,,,98,98,,,,,2,0.897
