"Survey_Iteration","Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","gwimpacts_storms","gwimpacts_droughts","gwimpacts_disease","gwimpacts_species","gwimpacts_areas","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","gw_adapt","govt_fed","govt_state","govt_local","govt_fedvsstate","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","state_gastax","captrade_govt_v1","fftax_govt","nuclear_govt","gastax_govt","rps_govt","ethanol_govt","vehicle_govt","captrade_support_v1","captrade_cost15dol","captrade_cost50","carbontax_support","carbontax_cost15dol","carbontax_cost50dol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","Weight"
"FALL 2009",937,10,1,2009,"IA",3,2,1,3,3,1,2,2,2,2,2,2,4,4,3,2,3,1,2,2,2,3,2,2,4,3,98,,2,3,1,2,3,4,3,4,3,4,3,3,3,4,3,2,4,3,2,2,1,1,2,4,5,4,4,1,0.84
"FALL 2009",958,10,1,2009,"TN",2,1,98,,,,,,,,,,3,1,2,1,98,3,2,2,2,3,3,98,4,98,3,,4,4,2,4,3,4,4,4,3,4,98,4,4,4,4,4,4,4,4,1,1,1,,4,5,4,2,1,0.84
"FALL 2009",1006,10,4,2009,"VA",2,1,1,1,1,1,1,3,2,2,1,1,4,4,4,4,4,1,1,1,2,4,2,2,98,98,4,,2,98,2,1,1,98,3,98,3,98,2,98,1,1,1,98,98,1,3,4,1,6,,4,5,1,3,1,0.84
"FALL 2009",1012,10,4,2009,"CA",4,2,1,2,1,1,1,2,2,2,2,1,4,4,4,4,4,1,2,2,1,4,1,1,1,4,4,,1,1,1,1,1,1,2,3,3,3,2,1,1,2,1,3,1,2,3,4,1,6,,4,4,1,1,1,0.84
"FALL 2009",1030,10,4,2009,"WI",3,2,1,2,3,2,2,1,1,1,1,1,3,3,4,3,3,1,1,2,1,1,1,1,2,1,4,,2,1,1,2,2,2,3,3,3,3,3,3,1,2,3,4,2,2,4,3,1,2,,4,1,1,5,1,0.84
"FALL 2009",1040,10,5,2009,"NY",1,2,1,2,1,1,2,2,2,2,3,2,4,4,3,4,4,1,2,2,1,4,2,2,98,4,4,,3,2,2,2,2,2,3,2,1,2,4,4,1,2,2,3,2,2,3,2,1,7,,5,5,1,5,1,0.84
"FALL 2009",1050,10,5,2009,"FL",2,1,1,2,1,1,1,2,1,1,1,1,4,4,3,4,4,1,1,1,1,3,1,1,1,3,4,,2,1,2,2,1,1,1,3,1,1,3,3,1,1,2,2,1,1,1,4,1,6,,4,5,1,1,1,0.84
"FALL 2009",1083,10,6,2009,"CA",4,1,1,2,1,2,3,3,2,1,1,2,3,3,3,3,4,1,2,3,2,2,3,2,1,1,98,,1,3,2,98,98,4,98,4,3,4,4,4,3,2,3,4,4,3,4,3,1,2,,4,5,1,3,1,0.84
"FALL 2009",1124,10,6,2009,"UT",4,2,1,2,3,2,2,4,3,4,3,4,3,98,2,2,3,2,2,2,3,3,1,2,2,2,1,1,2,3,2,2,1,3,3,4,3,4,3,3,3,2,2,4,3,2,3,3,1,6,,5,3,2,4,1,0.84
"FALL 2009",1127,10,6,2009,"OH",3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,,5,1,1,2,1,0.84
"FALL 2009",1130,10,6,2009,"NY",1,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,4,2,3,2,2,3,3,2,2,2,2,2,1,4,1,5,,4,5,2,4,1,0.84
"FALL 2009",1164,10,7,2009,"OH",3,2,1,2,3,3,2,2,2,3,2,3,3,2,2,1,3,1,2,2,1,3,1,2,4,2,4,,2,4,1,2,2,4,2,4,3,4,3,3,3,2,4,4,4,4,4,1,1,1,2,5,5,2,5,1,0.84
"FALL 2009",1169,10,7,2009,"FL",2,2,1,1,1,2,1,2,1,1,1,2,3,3,3,3,3,1,1,1,2,3,2,2,2,3,4,,2,2,3,2,2,3,2,1,4,4,1,1,1,2,2,4,2,2,4,2,1,2,,4,2,4,6,1,0.84
"FALL 2009",1183,10,7,2009,"MI",3,2,2,,,,,,,,,,1,1,1,1,1,3,3,3,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,5,2,5,1,0.84
"FALL 2009",1196,10,7,2009,"UT",4,1,2,,,,,,,,,,2,1,1,1,3,3,3,3,2,2,4,4,4,2,4,,4,4,1,3,4,4,98,4,3,4,4,4,4,4,4,4,4,4,4,1,1,6,,4,5,4,3,1,0.84
"FALL 2009",1201,10,7,2009,"MA",1,1,1,1,3,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,3,2,1,3,4,3,4,,1,1,1,1,1,1,3,98,3,98,3,3,3,2,3,4,98,2,3,2,1,7,,4,5,4,5,1,0.84
"FALL 2009",1264,10,9,2009,"CA",4,2,1,2,3,2,2,3,2,1,2,2,98,2,98,98,98,1,2,98,1,98,2,2,3,2,4,,2,4,2,3,98,4,4,4,1,4,98,98,3,3,3,4,4,3,4,2,1,6,,4,5,4,6,1,0.84
"FALL 2009",1271,10,9,2009,"MD",2,1,98,,,,,,,,,,98,1,1,1,98,2,2,2,2,98,98,98,98,98,4,,2,98,98,98,2,98,98,98,1,98,3,3,3,98,4,4,98,4,4,1,1,,,4,1,4,,1,0.84
"FALL 2009",1281,10,9,2009,"PA",1,2,2,,,,,,,,,,1,1,1,1,3,2,2,2,1,4,2,2,3,2,4,,1,3,1,3,2,3,4,4,3,4,3,3,3,3,1,1,4,3,3,98,1,1,2,4,5,2,6,1,0.84
"FALL 2009",1283,10,9,2009,"MI",3,1,1,2,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,4,,3,3,2,3,2,3,4,3,3,3,3,3,4,3,4,4,3,3,4,2,1,7,,4,5,4,4,1,0.84
"FALL 2009",1296,10,10,2009,"MD",2,1,1,2,3,2,2,3,1,3,1,2,3,3,3,2,2,1,2,2,1,3,2,2,3,3,3,,1,2,1,2,1,1,3,3,3,3,3,3,3,2,2,3,2,2,3,4,1,1,1,4,2,4,4,1,0.84
"FALL 2009",1347,10,11,2009,"MD",2,2,1,1,3,1,1,1,1,2,1,1,4,4,3,4,4,1,1,1,2,3,2,2,2,3,2,1,2,2,3,2,1,1,3,3,4,3,3,3,3,2,2,2,1,1,2,2,1,3,,4,5,1,6,1,0.84
"FALL 2009",1349,10,11,2009,"FL",2,2,98,,,,,,,,,,98,3,2,2,4,1,1,1,1,4,1,1,4,4,2,1,1,1,2,4,1,1,4,3,3,3,3,4,3,3,3,3,1,1,1,98,1,1,1,4,5,1,4,1,0.84
"FALL 2009",1353,10,11,2009,"VA",2,1,1,2,3,1,2,1,2,2,2,2,3,3,3,2,4,1,1,1,1,4,2,1,2,3,4,,1,2,3,2,2,3,3,3,4,3,3,3,3,2,2,3,2,1,3,4,1,1,2,4,1,4,2,1,0.84
"FALL 2009",1382,10,12,2009,"NY",1,2,2,,,,,,,,,,1,1,1,1,2,3,2,1,3,2,2,2,4,2,1,2,2,4,2,2,3,4,4,4,3,4,2,2,1,4,4,4,4,4,4,1,1,1,1,4,5,2,3,1,0.84
"FALL 2009",1390,10,12,2009,"DC",2,2,98,,,,,,,,,,3,1,1,1,1,2,2,2,2,98,3,4,4,2,4,,2,4,2,4,3,4,4,4,2,4,4,4,2,4,4,4,4,4,4,1,1,2,,5,5,2,6,1,0.84
"FALL 2009",1391,10,12,2009,"FL",2,2,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,1,1,2,1,3,3,2,2,3,3,,1,2,2,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,6,1,7,,4,5,1,6,1,0.84
"FALL 2009",1392,10,12,2009,"IN",3,2,2,,,,,,,,,,2,1,1,1,2,2,2,2,3,2,2,3,2,2,3,,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,7,,4,5,2,5,1,0.84
"FALL 2009",1396,10,12,2009,"CO",4,1,1,1,3,3,3,3,2,4,4,2,3,2,2,1,3,2,2,3,3,1,4,4,3,1,2,2,3,4,1,3,3,4,4,4,3,4,4,4,98,4,3,4,4,4,4,2,1,1,1,5,5,2,4,1,0.84
"FALL 2009",1434,10,14,2009,"NY",1,1,1,1,3,1,1,1,1,2,1,1,4,3,3,98,4,1,1,1,2,3,2,1,98,98,4,,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,3,3,3,4,1,1,2,,4,5,4,,1,0.84
"FALL 2009",1435,10,14,2009,"CA",4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,5,1,1,1,4,5,4,6,1,0.84
"FALL 2009",1502,10,16,2009,"KY",2,1,2,,,,,,,,,,1,2,2,1,3,2,2,2,98,3,2,3,3,2,3,,4,4,2,2,4,4,3,4,3,4,98,98,4,3,3,3,3,3,3,2,1,1,1,4,1,2,5,1,0.84
"FALL 2009",1084,10,6,2009,"NC",2,3,1,2,3,1,1,2,1,1,2,2,4,3,3,3,4,1,1,1,1,3,2,2,2,3,4,,2,2,3,2,2,4,3,1,2,4,3,3,1,1,2,4,2,2,4,1,1,6,,1,1,1,2,2,1
"FALL 2009",1174,10,7,2009,"OH",3,2,1,2,1,2,2,2,2,1,2,3,3,3,3,4,3,1,2,2,98,3,2,2,98,98,4,,2,3,2,2,1,4,3,98,3,4,3,3,3,2,3,4,4,98,4,3,1,6,,1,2,4,3,2,1
"FALL 2009",773,9,25,2009,"TX",2,3,2,,,,,,,,,,1,2,2,1,98,2,2,2,2,2,98,2,4,98,3,,3,4,98,98,3,4,2,4,98,4,4,2,4,4,98,4,4,3,4,1,1,1,1,1,1,2,2,2,1.01
"FALL 2009",1309,10,10,2009,"TN",2,3,1,2,3,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,98,98,98,98,98,98,98,,98,98,98,98,98,98,4,4,4,4,4,4,4,98,98,98,3,98,98,1,1,6,,1,5,4,2,2,1.01
"FALL 2009",1526,10,16,2009,"PA",1,3,1,2,1,1,1,,1,1,1,1,98,98,1,4,4,1,1,1,1,4,1,,98,98,1,,1,1,1,4,1,98,4,98,3,3,98,98,3,98,1,4,98,1,4,3,1,7,,1,1,,3,2,1.01
"FALL 2009",637,9,22,2009,"CA",4,1,1,2,1,1,2,2,2,2,2,2,3,3,4,3,2,1,2,2,2,4,2,3,2,2,3,,2,3,3,2,2,3,3,2,1,1,1,1,1,1,3,4,2,2,3,2,5,6,,5,2,1,4,1,1.03
"FALL 2009",651,9,22,2009,"TX",2,1,1,2,3,2,2,2,2,2,2,3,2,3,3,2,2,98,98,98,2,98,4,4,98,98,98,,3,3,3,3,3,3,4,4,4,98,3,3,4,1,2,2,4,3,4,1,5,5,,4,5,1,2,1,1.03
"FALL 2009",712,9,24,2009,"DC",2,1,1,2,3,1,1,1,2,2,1,1,4,3,3,3,4,1,2,3,2,4,98,2,2,98,4,,2,4,3,3,2,4,1,4,1,4,3,3,3,2,2,4,3,2,4,3,10,7,,4,1,1,6,1,1.03
"FALL 2009",755,9,25,2009,"CT",1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,3,5,5,,5,1,2,4,1,1.03
"FALL 2009",859,9,29,2009,"CA",4,1,1,1,3,1,1,2,1,1,1,1,3,98,2,3,2,1,1,1,1,1,1,1,1,3,3,,1,2,1,1,2,2,3,3,3,3,3,3,3,1,1,1,3,1,2,4,5,,,4,5,4,,1,1.03
"FALL 2009",929,10,1,2009,"CA",4,1,1,3,2,3,3,2,2,3,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,,2,2,2,3,1,2,4,3,3,3,3,3,3,3,2,3,3,2,3,2,10,1,1,4,4,4,6,1,1.03
"FALL 2009",957,10,1,2009,"TX",2,2,1,2,3,2,2,2,3,2,1,1,3,2,3,2,2,1,1,2,2,4,2,2,2,3,3,,2,1,2,3,1,2,98,3,3,3,3,3,3,3,3,4,1,2,3,3,5,5,,4,5,4,5,1,1.03
"FALL 2009",1011,10,4,2009,"TX",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,2,2,6,5,5,,5,1,1,5,1,1.03
"FALL 2009",1015,10,4,2009,"CA",4,1,1,2,1,2,2,2,2,2,2,2,98,98,98,98,98,2,2,2,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,98,98,98,98,98,98,5,7,,4,5,1,4,1,1.03
"FALL 2009",1080,10,5,2009,"CA",4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,4,5,6,,5,5,1,3,1,1.03
"FALL 2009",1139,10,6,2009,"NY",1,1,1,2,3,2,2,2,2,3,2,2,3,2,2,1,2,1,1,1,2,4,3,1,1,4,4,,2,1,1,1,2,2,3,3,3,2,1,2,3,2,1,2,1,2,2,3,5,5,,5,2,2,6,1,1.03
"FALL 2009",1148,10,6,2009,"MI",3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,5,5,,5,2,2,4,1,1.03
"FALL 2009",1170,10,7,2009,"NJ",1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,2,2,3,98,,2,2,98,4,1,2,4,1,3,1,3,1,1,3,2,2,2,2,2,5,5,6,,5,5,1,6,1,1.03
"FALL 2009",1220,10,8,2009,"VA",2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,98,3,3,,2,4,2,2,2,4,3,4,3,4,3,3,3,2,4,4,4,4,4,1,5,7,,4,5,1,6,1,1.03
"FALL 2009",609,9,21,2009,"MT",4,3,1,1,3,1,1,2,1,3,1,2,1,4,98,4,4,1,1,1,2,4,1,98,98,98,4,,1,2,2,2,3,1,3,3,2,3,3,98,4,1,1,1,1,1,1,4,1,6,,4,5,1,4,1,1.06
"FALL 2009",610,9,21,2009,"CA",4,3,1,1,3,1,1,1,1,1,1,1,4,4,3,4,3,1,1,2,1,4,1,1,1,1,4,,1,2,1,1,1,1,3,3,3,3,3,3,3,1,1,2,1,1,2,4,1,6,,4,5,1,6,1,1.06
"FALL 2009",639,9,22,2009,"CO",4,3,2,,,,,,,,,,1,2,98,1,2,2,2,3,2,1,3,3,4,1,4,,4,3,3,2,3,4,1,4,4,4,2,2,1,2,4,4,4,4,4,1,1,2,,4,3,1,1,1,1.06
"FALL 2009",646,9,22,2009,"PA",1,3,98,,,,,,,,,,2,1,98,1,98,1,2,2,1,98,2,1,98,98,4,,4,4,2,4,2,4,4,4,3,4,3,3,1,2,4,4,2,4,4,1,1,3,,4,5,1,6,1,1.06
"FALL 2009",667,9,23,2009,"NY",1,2,1,2,3,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,,2,2,2,2,2,2,3,2,4,2,4,4,4,2,2,2,2,4,4,1,1,2,,4,1,1,4,1,1.06
"FALL 2009",711,9,24,2009,"OH",3,2,1,2,3,2,1,1,1,2,2,1,4,4,3,4,4,1,2,2,1,2,2,2,98,2,4,,1,3,1,1,1,4,3,4,3,4,3,1,3,1,2,98,3,2,3,4,1,2,,4,5,1,4,1,1.06
"FALL 2009",713,9,24,2009,"NY",1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,6,,4,5,1,1,1,1.06
"FALL 2009",722,9,24,2009,"TN",2,2,98,,,,,,,,,,98,98,98,98,98,2,2,2,98,98,98,98,98,98,98,,2,3,2,1,4,3,2,1,3,3,1,2,2,3,3,4,2,3,2,4,1,1,2,4,3,4,3,1,1.06
"FALL 2009",724,9,24,2009,"TN",2,3,2,,,,,,,,,,1,1,1,1,3,3,3,3,4,2,3,3,4,1,4,,3,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,6,,4,1,2,5,1,1.06
"FALL 2009",740,9,25,2009,"TX",2,3,1,3,3,3,2,2,2,3,2,2,3,2,98,2,2,1,2,2,2,98,2,98,2,2,2,3,98,4,2,98,2,4,98,4,1,4,2,3,1,98,98,4,4,98,4,1,1,1,1,4,1,2,5,1,1.06
"FALL 2009",767,9,25,2009,"WY",4,2,2,,,,,,,,,,2,4,1,1,3,2,2,2,2,4,4,2,4,3,4,,3,4,1,3,2,4,4,4,3,4,3,3,3,4,4,4,4,4,4,1,1,1,1,4,5,2,3,1,1.06
"FALL 2009",836,9,29,2009,"TN",2,3,2,,,,,,,,,,1,1,1,1,2,2,2,3,2,1,2,2,3,1,4,,3,4,1,4,4,4,4,4,1,4,4,4,4,4,3,4,4,3,4,2,1,1,2,4,5,4,4,1,1.06
"FALL 2009",908,9,30,2009,"OH",3,2,98,,,,,,,,,,2,2,2,2,2,3,2,1,4,1,1,1,4,1,4,,4,4,1,4,1,4,1,4,3,4,3,3,4,1,4,4,4,4,4,1,1,,,4,5,1,1,1,1.06
"FALL 2009",951,10,1,2009,"FL",2,2,2,,,,,,,,,,2,98,2,2,3,2,1,1,2,4,2,2,3,3,4,,2,2,1,3,2,2,4,2,2,2,2,2,2,3,3,3,2,2,3,2,1,2,,4,1,4,6,1,1.06
"FALL 2009",1010,10,4,2009,"NY",1,3,2,,,,,,,,,,3,3,2,3,4,2,2,2,2,3,2,2,98,98,4,,2,3,98,98,2,4,1,1,3,4,98,1,1,2,3,4,4,3,4,2,1,2,,4,1,1,4,1,1.06
"FALL 2009",1110,10,6,2009,"KY",2,3,1,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,3,2,3,,2,3,2,3,3,3,98,3,3,4,4,4,4,3,4,3,3,3,3,1,1,1,1,4,1,2,2,1,1.06
"FALL 2009",1126,10,6,2009,"PA",1,3,98,,,,,,,,,,2,2,1,1,3,2,2,3,4,2,4,3,98,1,4,,98,4,1,4,4,4,4,4,3,4,2,1,1,4,4,4,4,4,4,1,1,7,,5,4,2,3,1,1.06
"FALL 2009",1142,10,6,2009,"FL",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,2,2,1,4,2,2,1,3,4,,2,2,2,98,1,4,98,1,3,4,3,3,1,2,4,4,4,4,4,3,1,1,2,4,5,2,6,1,1.06
"FALL 2009",1153,10,7,2009,"NY",1,3,1,2,1,1,1,2,2,3,2,1,3,3,98,3,98,1,2,2,1,98,1,3,3,3,98,,3,1,1,98,3,1,98,1,1,1,3,2,3,4,4,3,1,1,1,4,1,3,,4,1,2,6,1,1.06
"FALL 2009",1156,10,7,2009,"NJ",1,2,1,2,2,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,3,4,,2,2,1,2,2,4,1,4,1,4,3,3,1,2,3,4,4,3,4,1,1,2,,4,5,2,6,1,1.06
"FALL 2009",1193,10,7,2009,"NC",2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,2,2,3,3,2,2,4,,1,1,1,1,1,3,4,4,3,3,3,3,3,2,2,3,3,3,3,3,1,2,,5,5,1,3,1,1.06
"FALL 2009",1194,10,7,2009,"IL",3,2,1,2,3,3,3,3,3,1,3,4,4,3,3,1,2,1,2,2,1,1,3,4,4,1,4,,1,4,1,4,2,4,4,4,1,4,3,4,4,4,4,4,1,4,4,1,1,6,,4,5,1,3,1,1.06
"FALL 2009",1203,10,7,2009,"OH",3,2,1,2,3,2,2,2,2,1,1,1,3,3,3,3,4,1,1,1,1,4,1,1,1,2,4,,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,2,1,2,4,1,1,2,5,1,4,5,1,1.06
"FALL 2009",1237,10,8,2009,"NY",1,2,2,,,,,,,,,,1,1,1,1,1,3,3,3,4,1,4,4,4,1,4,,2,4,3,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,,5,5,4,6,1,1.06
"FALL 2009",1267,10,9,2009,"MD",2,2,1,2,3,3,2,3,3,3,3,3,98,1,98,1,2,98,98,98,3,3,3,3,3,2,4,,3,4,3,4,2,4,4,4,4,4,98,98,98,4,4,4,4,4,4,1,1,2,,5,5,4,6,1,1.06
"FALL 2009",1268,10,9,2009,"MI",3,2,1,2,3,2,2,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,2,3,3,3,3,3,3,3,2,2,3,2,2,3,4,1,7,,4,5,4,6,1,1.06
"FALL 2009",1275,10,9,2009,"TX",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,1,2,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,6,1,1,2,5,5,4,3,1,1.06
"FALL 2009",1290,10,9,2009,"KY",2,3,2,,,,,,,,,,1,1,1,1,98,3,3,3,4,4,4,4,4,1,1,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,,4,5,4,2,1,1.06
"FALL 2009",1299,10,10,2009,"FL",2,2,98,,,,,,,,,,2,2,2,1,2,3,3,3,4,4,4,4,4,1,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,7,,4,5,4,4,1,1.06
"FALL 2009",1374,10,12,2009,"IN",3,2,2,,,,,,,,,,1,1,2,1,2,3,2,2,3,2,4,4,4,2,2,3,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,1,1,1,1,4,5,2,4,1,1.06
"FALL 2009",1398,10,12,2009,"MO",3,2,98,,,,,,,,,,98,2,98,2,3,2,2,2,2,98,2,1,2,2,2,3,2,4,2,3,2,98,3,4,3,98,3,3,3,2,3,2,4,4,3,2,1,2,,4,5,2,6,1,1.06
"FALL 2009",1518,10,16,2009,"MN",3,3,1,1,3,1,1,1,1,1,1,1,1,4,3,3,4,1,1,1,2,3,2,2,1,3,4,,1,3,2,98,1,4,4,3,3,4,3,3,3,2,3,4,3,2,4,2,1,2,,5,2,,4,1,1.06
"FALL 2009",1521,10,16,2009,"FL",2,3,1,2,98,2,2,2,1,3,2,1,2,2,2,2,3,1,2,2,3,3,2,3,2,3,3,,2,3,2,2,2,3,1,3,1,2,4,1,1,2,2,3,2,2,3,4,1,1,2,5,1,,6,1,1.06
"FALL 2009",1574,10,20,2009,"LA",2,2,1,2,2,3,4,4,4,2,2,4,2,1,2,1,98,3,3,3,2,2,2,2,3,3,1,2,3,3,3,3,2,4,4,4,4,4,98,98,4,2,3,3,2,3,3,4,1,1,1,4,1,4,4,1,1.06
"FALL 2009",655,9,22,2009,"WA",4,3,1,1,1,1,1,1,3,3,1,1,4,4,4,4,4,1,1,1,1,4,1,1,3,4,4,,1,2,1,1,1,2,3,2,2,2,3,3,3,2,2,3,2,2,3,3,1,2,,4,1,1,2,1,1.07
"FALL 2009",679,9,23,2009,"CT",1,3,98,,,,,,,,,,2,4,3,1,3,3,3,3,4,2,4,3,4,4,4,,4,4,3,3,1,4,98,4,98,4,98,4,4,4,4,4,4,98,98,1,1,2,,4,4,1,1,1,1.07
"FALL 2009",729,9,24,2009,"FL",2,3,2,,,,,,,,,,1,1,1,1,98,1,2,2,3,2,4,3,4,1,4,,3,4,1,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,1,1,2,,4,5,2,3,1,1.07
"FALL 2009",733,9,24,2009,"NJ",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,1,2,1,3,1,2,,4,1,2,3,1,1.07
"FALL 2009",760,9,25,2009,"NY",1,3,2,,,,,,,,,,2,3,2,2,3,1,1,1,3,2,2,2,1,1,2,1,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,2,5,1,3,,4,1,4,5,1,1.07
"FALL 2009",798,9,28,2009,"CA",4,3,2,,,,,,,,,,1,1,1,1,1,3,3,3,4,98,4,4,4,1,3,,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,3,2,4,1,1.07
"FALL 2009",800,9,28,2009,"CA",4,3,1,1,3,2,2,2,2,2,3,2,4,3,3,2,2,1,1,1,2,4,2,3,2,2,4,,2,4,1,3,2,4,1,4,3,4,3,1,3,3,4,4,4,4,4,1,1,2,,4,1,2,3,1,1.07
"FALL 2009",802,9,28,2009,"NY",1,3,2,,,,,,,,,,1,1,2,1,3,2,2,3,4,1,4,4,4,4,4,,3,4,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,2,,5,1,2,6,1,1.07
"FALL 2009",813,9,28,2009,"OH",3,3,1,3,2,3,3,2,1,1,2,3,2,1,2,1,1,2,3,3,4,1,4,4,4,1,4,,4,4,1,1,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,1,1,3,,5,2,2,5,1,1.07
"FALL 2009",818,9,29,2009,"CA",4,3,1,2,3,3,4,4,2,4,1,4,2,2,2,1,2,3,3,3,1,4,1,1,1,4,4,,2,4,2,98,2,4,98,4,1,4,2,2,3,2,4,3,4,4,4,1,1,1,2,4,1,2,6,1,1.07
"FALL 2009",831,9,29,2009,"TX",2,3,98,,,,,,,,,,2,2,2,2,2,1,2,2,4,3,4,2,3,2,4,,2,3,1,2,1,3,1,1,1,1,1,1,1,2,3,3,4,2,2,6,1,2,,5,5,2,6,1,1.07
"FALL 2009",840,9,29,2009,"MO",3,3,98,,,,,,,,,,1,1,1,1,1,3,3,3,2,98,4,3,4,98,3,,2,4,1,98,98,4,2,4,3,4,98,4,3,4,4,4,4,4,4,3,1,1,1,5,5,2,4,1,1.07
"FALL 2009",877,9,29,2009,"IN",3,3,1,2,3,1,2,2,1,1,1,2,4,4,4,4,3,1,2,2,2,4,2,2,2,3,2,1,2,2,2,2,1,2,3,3,3,3,3,3,3,2,2,3,2,1,3,3,1,6,,5,1,4,1,1,1.07
"FALL 2009",980,10,2,2009,"NE",3,3,98,,,,,,,,,,98,98,2,2,2,2,2,2,2,3,3,98,3,3,4,,3,3,2,2,2,4,3,4,3,4,98,4,4,2,2,4,3,2,4,2,1,1,2,4,2,4,3,1,1.07
"FALL 2009",998,10,2,2009,"FL",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,3,3,2,2,2,3,3,98,,1,2,1,1,2,2,1,1,1,1,1,1,1,98,98,4,2,1,4,2,1,7,,4,1,1,4,1,1.07
"FALL 2009",1007,10,4,2009,"MI",3,3,1,2,1,2,2,2,1,3,3,3,3,3,3,3,4,1,1,1,3,1,3,2,3,2,4,,3,4,2,2,2,4,3,4,3,4,3,3,4,1,4,4,4,4,4,1,1,1,2,4,1,1,4,1,1.07
