"Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","govt_fed","govt_state","govt_local","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_rps_knowledge","state_cleancoal","state_vehicles_v1","state_hybrids","state_fftax","state_nuclear","state_captrade","state_rps_v1","state_sprawl","state_ee","state_gastax","state_vehicles_v2","state_ethanol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","GenWeight","RaceWeight","EdWeight","AgeWeight","Weight"
459,9,22,2008,,3,2,98,,,,,,,,,,,,,,,,,1,1,1,98,1,1,1,1,4,2,3,98,4,1,3,98,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,,5,5,2,5,2,0.07,0.4,0.06,0.35,0.88
460,9,22,2008,,3,3,1,1,1,1,1,"INFORMATION I HAVE READ",6,1,2,1,98,98,1,1,1,,,4,3,3,3,3,1,1,1,3,2,1,1,2,2,98,2,2,1,1,1,2,2,1,2,1,2,1,3,4,1,1,98,5,4,1,3,2,0.07,0.06,0.06,0.12,0.31
461,9,22,2008,,3,1,1,2,1,2,1,"HISTORY CHANNEL",6,2,3,2,1,4,2,3,2,,,4,4,3,4,4,2,2,2,4,2,2,3,3,3,,98,1,1,4,4,2,2,1,2,2,3,3,4,98,1,2,,3,2,98,4,2,0.07,0.06,0.3,0.45,0.88
462,9,22,2008,,3,3,2,,,,,,,,,,,,,,,"IT IS A CYCLE",2,2,98,3,1,3,2,2,2,2,2,1,3,3,4,,98,2,2,2,2,3,2,2,2,2,4,3,2,1,1,1,2,3,2,2,,1,0.58,0.06,0.3,0.12,1.055
463,9,22,2008,,2,3,2,,,,,,,,,,,,,,,"THE SUMMER IS COLDER",1,2,98,3,2,2,1,1,2,98,98,98,3,98,3,,98,2,2,2,3,2,2,2,2,2,4,2,2,1,1,1,2,3,5,2,6,1,0.58,0.06,0.3,0.12,1.055
464,9,22,2008,,2,4,1,1,2,2,2,"SUN",10,2,1,4,4,98,1,4,1,,,2,2,2,2,3,3,3,3,2,1,1,98,98,4,,98,2,1,4,4,4,98,1,4,1,4,1,1,98,2,1,2,2,5,1,3,2,0.07,1,0.75,0.1,1.92
465,9,22,2008,,4,2,1,3,2,3,2,"NOT ENOUGH EVIDENCE THAT NATURAL PATTERNS ISNT CAUSING IT",10,4,4,4,3,4,4,4,4,,,1,2,2,1,1,1,2,2,3,2,2,3,1,1,3,1,2,2,2,4,3,4,1,3,2,3,3,3,4,1,1,2,5,2,2,3,2,0.07,0.06,0.06,0.45,0.64
466,9,22,2008,,3,3,1,2,1,1,1,"DATA",4,1,2,1,2,98,2,2,2,,,4,4,4,3,4,1,2,2,4,1,3,3,4,4,,1,1,1,2,2,3,3,2,3,1,1,1,4,98,1,,,4,2,1,,2,0.07,0.06,0.13,0.12,0.38
467,9,22,2008,,2,2,1,1,3,1,1,"WEATHER PATTERNS OVER THE PAST FEW YEARS",3,1,1,2,1,98,1,1,1,,,4,4,4,4,4,1,1,1,4,2,1,1,1,4,,2,1,1,4,98,4,1,1,1,1,4,1,98,6,1,6,,4,1,2,,2,0.07,0.06,0.13,0.35,0.61
468,9,22,2008,,3,2,2,,,,,,,,,,,,,,,"NO CHANGES IN WEATHER WHERE I LIVE",1,2,2,2,2,2,1,2,2,2,2,2,3,3,4,,98,2,2,2,2,2,2,2,2,2,3,2,1,4,1,1,2,3,1,1,4,2,0.07,0.06,0.3,0.35,0.78
469,9,22,2008,,1,3,1,1,1,1,1,"POLAR ICE CAPS MELTING  WEATHER PATTERNS",1,1,1,1,1,98,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,1,4,,2,1,4,1,98,4,4,1,1,1,4,3,1,5,1,1,1,3,5,1,4,2,0.07,0.06,0.3,0.12,0.55
470,9,22,2008,,2,3,98,,,,,,,,,,,,,,,,,2,2,3,2,2,1,1,2,3,98,1,1,3,98,,2,1,1,1,2,1,1,1,1,1,98,1,1,98,1,1,1,4,1,1,1,1,0.58,0.06,0.13,0.12,0.885
471,9,22,2008,,2,1,1,2,1,1,1,"SUMMERS ARE LONGER",2,1,1,1,3,3,1,1,2,,,1,2,3,3,1,3,2,3,4,1,2,4,4,4,,98,1,3,1,3,3,1,1,2,2,3,2,1,4,1,6,,2,1,3,2,2,0.07,0.06,0.75,0.45,1.33
472,9,22,2008,,2,3,1,1,3,1,1,"ITS HOTTER",2,1,1,2,2,98,1,2,2,,,3,4,2,2,3,1,1,1,3,2,2,1,2,4,,2,2,2,4,4,3,2,2,2,2,2,2,2,3,1,7,,5,1,,2,2,0.07,0.06,0.06,0.35,0.54
473,9,22,2008,,2,3,1,2,1,2,2,"PAYING ATTENTION",2,2,1,2,1,2,1,4,2,,,4,3,3,3,2,1,1,1,4,4,1,1,4,4,,98,98,1,1,4,1,1,1,98,4,3,1,1,1,1,1,2,4,1,2,6,2,0.07,0.06,0.13,0.12,0.38
474,9,22,2008,,1,3,1,2,3,1,1,"RESEARCH MELTING OF ICE CAPS HEAR AND READ FROM COMMUNITY ME",1,1,4,98,4,4,2,98,1,,,4,4,4,4,98,3,3,2,4,1,1,1,3,4,,2,1,1,1,98,4,4,1,98,1,98,1,4,5,1,7,,2,1,4,2,1,0.58,0.06,0.75,0.12,1.505
475,9,22,2008,,2,2,98,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,3,3,2,3,3,4,,98,2,2,2,4,1,98,2,2,98,4,4,2,2,1,2,,3,1,2,3,1,0.58,0.06,0.3,0.35,1.285
476,9,22,2008,,3,3,1,2,98,1,98,"WHAT I HEAR NEW SEASONS THAT WE HAVE HAD",2,1,2,2,1,98,1,1,1,,,98,4,1,98,2,2,2,98,4,1,1,2,98,4,,98,1,1,1,1,2,1,1,1,1,4,1,4,4,1,1,1,3,1,2,,2,0.07,0.06,0.3,0.12,0.55
477,9,22,2008,,2,4,1,1,1,1,1,"WEATHER IN FLORIDA",2,1,1,2,1,1,1,1,1,,,4,4,98,4,4,1,1,1,4,1,2,1,4,4,,98,2,1,1,3,4,2,1,3,1,1,1,4,3,1,1,2,5,2,,,2,0.07,0.06,0.06,0.1,0.29
478,9,22,2008,,3,3,1,1,1,1,1,"MORE EXTREME WEATHER MORE PEOPLE SUFFERING ALLERGIES",3,2,2,2,1,1,2,2,2,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,98,1,1,1,4,4,98,1,4,1,4,1,1,4,1,1,1,5,1,1,6,2,0.07,0.06,0.06,0.12,0.31
479,9,22,2008,,1,4,2,,,,,,,,,,,,,,,"STUDIES",3,1,4,1,2,2,3,3,3,,4,1,4,98,4,,98,98,2,2,4,2,98,1,4,,4,4,3,1,1,2,,5,2,4,,2,0.07,0.06,0.06,0.1,0.29
480,9,22,2008,,2,4,1,2,98,1,1,"BECAUSE OF THE DIFFERENCE IN TEMPERATURES IN DIFFERENT PLACE",2,1,1,2,2,2,3,1,1,,,2,4,98,3,4,1,2,2,1,1,3,1,2,98,,98,1,2,2,4,1,98,1,3,2,4,2,1,4,1,1,1,2,1,1,2,2,0.07,0.06,0.75,0.1,0.98
481,9,22,2008,,2,4,98,,,,,,,,,,,,,,,,,3,3,3,98,2,1,2,2,3,2,2,98,2,3,,98,2,2,3,2,2,3,2,3,2,3,3,2,1,2,1,2,2,1,1,2,2,0.07,1,0.75,0.1,1.92
482,9,22,2008,,1,3,2,,,,,,,,,,,,,,,"WINTERS ARE GETTING COLDER",1,2,3,3,98,3,1,2,2,3,2,1,3,2,4,,98,3,2,1,3,2,98,1,3,2,4,2,1,2,1,2,,4,5,4,1,2,0.07,0.06,0.13,0.12,0.38
483,9,22,2008,,2,2,1,2,2,4,2,"EARTH GOES THROUGH CYCLES",9,2,4,2,1,,4,4,1,,,2,1,2,1,1,3,3,3,1,4,2,4,3,4,,1,1,1,1,2,1,2,2,2,2,4,3,4,2,1,1,1,4,1,2,2,2,0.07,0.06,0.13,0.35,0.61
484,9,22,2008,,2,3,1,1,1,1,1,"POLAR CAPS MELTING",1,1,2,1,1,1,1,1,1,,,4,4,4,3,4,3,3,3,4,1,1,98,4,1,1,98,2,1,1,3,4,4,1,1,1,98,1,98,4,1,1,2,3,1,4,3,2,0.07,0.06,0.3,0.12,0.55
485,9,22,2008,,1,4,1,2,3,1,1,"TV SHOWS ON ALASKA ICE MELTLING",6,1,1,98,2,98,1,1,1,,,4,3,2,4,1,1,1,1,4,1,1,1,4,4,,98,1,1,4,4,98,98,1,2,1,4,98,2,1,1,1,2,3,1,2,,2,0.07,0.06,0.3,0.1,0.53
486,9,22,2008,,2,3,98,,,,,,,,,,,,,,,,,2,2,98,98,1,2,2,2,2,2,98,4,3,2,3,98,2,2,3,4,2,98,3,98,2,4,2,3,1,1,1,1,4,1,3,2,1,0.58,0.06,0.13,0.12,0.885
487,9,22,2008,,3,3,1,1,1,1,1,"THE THINGS THAT HUMANS HAVE BEEN DOING",8,1,1,1,1,1,1,1,1,,,4,4,3,3,4,1,1,98,3,2,2,1,2,98,,1,2,2,2,2,3,2,1,2,1,4,2,4,4,1,1,1,4,1,3,,2,0.07,0.06,0.13,0.12,0.38
488,9,22,2008,,1,3,1,1,1,1,1,"MELTING OF THE ICE",1,1,1,3,1,98,1,1,1,,,3,3,3,3,3,1,1,1,3,2,2,2,3,4,,98,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,,1,5,1,1,1,0.58,0.06,1,0.12,1.755
489,9,22,2008,,2,2,1,1,1,1,1,"I CAN FEEL IT",2,2,1,1,2,2,1,3,1,,,3,3,3,3,3,1,1,2,3,2,2,2,2,4,,2,3,2,2,2,98,2,2,2,2,2,2,2,4,1,,,3,1,1,2,2,0.07,0.06,0.3,0.35,0.78
490,9,22,2008,,1,3,1,1,1,1,1,"MELTING GLACIERS",1,2,3,2,2,4,3,2,2,,,4,3,3,3,3,,,,3,2,2,3,2,3,,2,1,2,1,1,1,2,1,3,2,2,1,1,,5,2,,4,2,,3,1,0.58,0.4,0.13,0.12,1.225
491,9,22,2008,,3,2,2,,,,,,,,,,,,,,,"NO SOLID EVIDENCE",3,1,1,4,1,1,1,1,2,4,1,1,4,4,4,,1,1,1,4,4,1,4,1,4,1,4,3,1,1,1,1,2,3,1,98,4,1,0.58,0.06,0.3,0.35,1.285
492,9,22,2008,,2,2,1,2,1,2,1,"TOO MUCH HEAT",2,2,2,2,2,3,1,2,2,,,3,3,4,4,3,1,2,2,3,2,1,2,1,4,,98,2,1,1,3,4,3,1,3,2,2,2,2,3,2,1,1,4,5,1,6,1,0.58,1,0.13,0.35,2.055
493,9,22,2008,,1,3,1,2,2,2,1,"INCREASING POPULATION",8,2,2,3,3,2,2,2,2,,,2,4,2,2,2,2,2,2,1,4,4,2,4,4,,98,1,1,4,4,1,1,1,4,2,4,2,4,5,1,1,1,4,4,2,4,1,0.58,0.06,0.13,0.12,0.885
494,9,22,2008,,2,3,1,2,2,2,1,"IT IS GETTING HOTTER IN MY AREA",2,2,1,3,1,4,2,2,2,,,3,3,2,3,2,2,2,2,2,2,2,2,2,4,,98,2,2,2,3,3,98,2,2,2,4,2,3,1,2,6,,2,1,1,1,2,0.07,1,0.75,0.12,1.94
495,9,22,2008,,3,3,1,3,98,1,1,"HOTTER LONGER",2,2,2,2,1,98,1,98,2,,,98,2,98,4,2,1,2,2,3,98,98,3,98,4,,98,1,98,1,4,4,98,2,4,1,4,4,1,1,1,1,2,2,1,1,1,2,0.07,0.06,0.75,0.12,1
496,9,23,2008,,3,2,1,2,2,2,2,"AL GORE",5,2,2,2,2,1,2,1,1,,,2,2,4,2,2,3,3,3,4,2,2,3,4,4,,98,1,1,2,3,4,2,2,1,1,2,1,1,4,1,,,,1,1,3,2,0.07,0.06,0.25,0.35,0.73
497,9,23,2008,,1,4,1,1,98,1,1,"GLOBAL WARMING",10,1,1,98,1,1,1,1,1,,,4,2,98,4,4,1,1,1,4,1,1,1,1,4,,1,1,1,1,98,1,98,1,98,1,4,1,1,2,1,1,1,3,1,1,1,2,0.07,0.06,0.3,0.1,0.53
498,9,23,2008,,1,2,1,1,2,2,2,"I FEEL IT",2,4,1,1,1,,1,4,4,,,3,3,2,2,1,1,2,3,2,3,1,4,4,4,,2,4,1,1,3,3,1,2,2,1,4,2,1,2,2,6,,4,2,1,6,2,0.07,1,0.13,0.35,1.55
499,9,23,2008,,3,3,1,2,3,3,2,"READING IN NEWSPAPERS",6,1,98,98,4,4,4,98,4,,,3,1,1,1,1,2,2,2,3,2,2,98,98,2,3,98,98,98,4,1,1,98,1,1,98,4,98,1,98,1,1,2,2,2,2,,2,0.07,0.06,0.75,0.12,1
500,9,23,2008,,2,3,1,2,1,1,1,"TEMPERATURE CHANGES IN THE NORTH AND SOUTH",3,1,1,3,1,4,1,1,1,,,2,4,4,4,4,2,2,2,2,2,1,2,2,4,,98,1,1,1,1,4,4,1,1,1,4,1,1,98,1,1,98,4,1,2,,2,0.07,0.06,0.13,0.35,0.61
501,9,23,2008,,3,2,98,,,,,,,,,,,,,,,,,98,3,3,3,3,2,2,2,3,2,2,2,98,4,,98,2,2,4,2,3,2,2,3,2,4,2,2,3,1,6,,3,5,2,2,2,0.07,0.06,0.3,0.35,0.78
502,9,23,2008,,1,3,1,1,1,1,1,"HEAT INDEX FOR GROWING PLANTS HAS GONE UP",14,1,1,2,1,98,1,1,1,,,4,4,4,3,4,1,2,1,4,1,1,2,4,4,,98,98,98,1,3,1,4,1,4,1,3,4,1,4,1,2,,2,1,2,,2,0.07,0.06,0.75,0.12,1
503,9,23,2008,,2,2,2,,,,,,,,,,,,,,,"THIS WAY BEFORE IN THE PAST",1,2,1,1,1,1,98,3,3,4,4,4,4,4,4,,2,1,4,4,1,1,4,2,4,1,4,4,1,1,10,6,,2,1,2,2,1,0.58,0.25,0.75,0.35,1.925
504,9,23,2008,,2,2,1,2,2,2,2,"SUMMERS BECOMING WARMER AND LASTING LONGER",2,98,2,2,1,98,1,98,1,,,4,4,4,4,98,2,1,1,4,1,1,1,4,4,,98,1,1,1,4,1,1,1,98,1,4,1,1,1,1,6,,3,1,4,1,2,0.07,0.06,0.3,0.35,0.78
505,9,23,2008,,2,3,1,2,2,2,98,"CLIMATE",3,3,2,2,1,3,1,98,1,,,3,2,3,2,98,2,1,3,98,2,1,98,98,4,,98,2,2,1,3,4,3,2,3,1,4,3,2,4,2,1,2,5,2,1,5,2,0.07,1,0.06,0.12,1.25
506,9,23,2008,,2,3,1,2,3,2,1,"WHAT I READ AND HEARD ON THE NEWS",6,1,3,1,2,1,2,1,1,,,4,4,4,4,4,1,2,2,4,1,1,1,4,4,,98,1,4,4,4,4,4,98,4,4,4,4,4,5,1,1,1,5,2,1,6,2,0.07,0.06,0.06,0.12,0.31
507,9,23,2008,,3,2,1,1,1,1,1,"OVERWHELMING SCIENTIFIC EVIDENCE",4,2,4,1,2,1,4,3,1,,,4,4,4,4,4,1,1,1,4,1,1,2,4,1,1,98,4,1,2,1,3,2,1,1,1,1,1,3,5,1,6,,5,4,1,6,2,0.07,0.06,0.06,0.45,0.64
508,9,23,2008,,2,4,1,2,3,2,2,"THE ICE CAPS ARE MELTING",1,2,3,3,2,98,2,2,2,,,2,2,3,3,3,2,3,3,2,3,3,3,2,3,,1,3,2,3,3,3,4,3,2,2,3,98,3,1,1,7,,3,1,,1,2,0.07,0.06,0.3,0.1,0.53
509,9,23,2008,,2,3,1,1,2,1,1,"ICE MELTING",1,4,4,3,1,4,4,1,1,,,1,1,4,1,4,1,1,2,1,4,1,1,1,4,,1,1,1,1,4,4,1,1,1,1,4,4,4,3,2,6,,2,1,1,2,2,0.07,1,0.75,0.12,1.94
510,9,23,2008,,2,3,1,2,1,1,1,"WEATHER TRENDS",3,1,2,1,1,2,2,1,1,,,3,2,4,4,3,1,1,1,4,1,1,2,3,4,,1,2,2,1,2,1,2,1,2,4,2,1,2,3,2,,,2,1,4,3,1,0.58,1,0.75,0.35,2.675
511,9,23,2008,,3,2,1,1,3,2,1,"DATA",4,2,1,3,2,2,1,3,2,,,4,4,4,3,3,1,1,1,4,1,2,4,98,3,,2,2,1,1,3,2,2,1,1,1,3,2,2,5,1,,,4,5,,,1,0.58,0.06,0.13,0.35,1.115
512,9,23,2008,,1,3,1,2,3,2,2,"WINTERS NOT AS COLD",2,1,1,1,2,98,1,4,2,,,4,2,4,4,4,1,2,3,4,3,4,2,4,4,,98,1,1,1,4,1,4,1,2,1,4,1,4,2,1,2,,5,1,2,6,1,0.58,0.06,0.06,0.12,0.815
513,9,23,2008,,2,4,98,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,3,2,2,98,3,3,,2,2,1,3,3,1,98,2,3,2,4,2,98,1,1,1,2,3,1,2,2,2,0.07,0.06,0.3,0.1,0.53
514,9,23,2008,,1,2,1,1,3,1,1,"WARMER TEMPERATURES",2,1,1,1,1,1,1,2,1,,,4,4,4,4,4,3,3,3,1,1,1,2,2,4,,2,4,1,2,2,98,2,1,1,2,1,2,3,3,1,6,,2,1,2,3,1,0.58,0.06,0.75,0.35,1.735
515,9,23,2008,,3,4,1,1,3,1,1,"OZONE THINNING",10,1,2,1,1,1,1,1,1,,,4,4,4,4,4,1,2,2,1,2,1,4,2,4,,2,1,1,2,2,4,98,1,1,1,98,2,1,98,1,2,,2,1,1,1,2,0.07,0.06,0.75,0.1,0.98
516,9,23,2008,,1,3,98,,,,,,,,,,,,,,,,,4,1,2,1,2,3,3,3,2,3,1,3,2,4,,2,2,3,1,2,2,3,1,2,1,4,2,3,3,1,1,2,2,1,1,3,2,0.07,0.06,0.75,0.12,1
517,9,23,2008,,1,4,1,1,2,2,2,"RESEARCH",4,1,98,1,4,2,2,1,1,,,4,98,1,1,4,2,2,2,4,2,98,98,4,4,,1,1,1,1,4,1,1,4,4,4,4,1,98,1,1,1,1,4,2,4,3,1,0.58,0.06,0.13,0.1,0.865
518,9,23,2008,,2,1,1,1,1,1,1,"STATISTICAL DATA",4,1,1,1,1,2,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,2,1,1,1,4,1,1,1,1,1,4,2,1,2,10,6,,3,5,4,3,1,0.58,0.25,0.3,0.45,1.575
519,9,23,2008,,3,3,1,2,1,1,1,"TEMPERATURES ARE RISING INCREASE IN STORMS",3,1,1,1,1,4,1,2,1,,,4,4,4,3,4,1,1,2,3,1,3,2,3,4,,2,2,1,1,2,3,3,2,2,1,2,1,2,6,1,6,,5,2,1,6,1,0.58,0.06,0.06,0.12,0.815
520,9,23,2008,,1,5,1,2,2,1,1,"WINTERS ARE NOT AS COLD AS USED TO BE",2,3,1,2,1,2,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,98,1,3,98,1,1,1,98,4,98,98,98,1,98,98,1,1,,,,4,1,1,,2,0.07,0.25,0.13,0.25,0.7
521,9,23,2008,,1,3,1,1,3,2,2,"ARTICLES AND STUDIES INDICATING THAT THE ICE CAPS ARE DECREA",4,1,3,3,2,2,2,1,2,,,4,4,4,3,4,2,2,2,3,1,1,3,4,2,1,2,1,1,3,4,2,2,1,2,2,4,1,3,5,1,6,,4,1,1,4,1,0.58,0.06,0.13,0.12,0.885
522,9,23,2008,,1,3,1,2,3,1,1,"FOSSIL FUELS",10,2,98,2,3,2,2,2,2,,,3,3,2,3,4,2,2,2,4,2,2,3,3,4,,98,2,2,2,2,2,2,2,2,2,3,2,2,98,1,6,,5,4,1,1,1,0.58,0.06,0.06,0.35,1.045
523,9,23,2008,,3,3,1,2,1,1,1,"WEATHER",3,1,1,4,3,2,1,98,4,,,4,4,4,4,4,1,1,1,4,1,1,1,4,1,1,98,1,1,1,1,1,1,1,4,1,2,1,4,4,1,6,,5,4,1,4,2,0.07,0.06,0.06,0.12,0.31
524,9,23,2008,,3,4,98,,,,,,,,,,,,,,,,,2,2,1,1,2,3,3,3,3,98,2,4,3,4,,2,98,3,2,4,98,98,2,3,2,4,3,2,1,1,,,2,1,,,2,0.07,0.06,0.75,0.1,0.98
525,9,23,2008,,3,1,1,3,2,2,1,"WHAT I HAVE SEEN",2,3,3,4,3,4,4,2,2,,,1,1,1,1,1,3,3,3,2,2,2,2,98,1,3,98,98,1,3,2,2,2,1,1,1,4,1,98,1,,1,1,2,2,4,,2,0.07,0.25,0.75,0.45,1.52
526,9,23,2008,,1,2,1,98,1,1,1,"HUMAN BEHAVIOR",8,1,98,2,2,4,2,2,2,,,4,3,98,4,98,1,1,2,3,1,1,98,2,4,,98,1,3,98,2,1,2,1,4,98,2,2,2,3,5,6,,5,5,4,3,2,0.07,0.4,0.06,0.35,0.88
527,9,23,2008,,1,4,1,3,2,3,2,"POPULATION TOO MANY PEOPLE",10,2,2,98,2,2,2,2,2,,,1,1,2,1,1,2,2,2,1,1,2,98,4,4,,2,1,1,1,2,1,1,1,1,1,4,1,98,2,1,2,,4,3,4,1,2,0.07,0.06,0.13,0.1,0.36
528,9,23,2008,,2,1,1,3,2,2,2,"POLAR ICE CAPS",1,4,4,4,4,98,2,2,4,,,2,2,2,1,2,2,3,3,1,2,2,4,3,4,,2,4,1,1,2,1,2,1,2,2,4,4,1,98,1,6,,2,5,2,3,2,0.07,0.06,0.75,0.45,1.33
529,9,23,2008,,1,1,98,,,,,,,,,,,,,,,,,1,1,1,1,1,98,2,2,1,3,1,4,1,4,,98,1,1,1,4,1,1,1,4,1,4,1,1,2,1,,,4,1,98,2,2,0.07,0.06,0.13,0.45,0.71
530,9,23,2008,,1,4,98,,,,,,,,,,,,,,,,,3,1,98,4,2,2,2,2,2,2,4,3,3,4,,98,1,1,2,4,1,4,1,1,1,4,3,4,2,1,2,,2,1,4,1,2,0.07,0.06,0.75,0.1,0.98
531,9,23,2008,,2,3,1,2,2,2,2,"RESEARCH",4,2,2,3,4,4,3,2,3,,,2,2,2,2,1,1,1,1,1,1,2,1,2,4,,98,1,2,3,3,2,2,1,2,2,4,1,2,5,1,2,,5,1,4,6,1,0.58,0.06,0.06,0.12,0.815
532,9,23,2008,,2,2,1,3,98,2,98,"SEEN ON NEWS AL GORE WINNING NOBEL PRIZE",5,1,4,4,2,2,4,4,4,,,98,1,2,2,2,2,2,2,4,2,98,98,3,1,3,98,98,1,3,4,4,1,2,1,2,3,2,98,6,1,1,2,5,1,4,6,1,0.58,0.06,0.06,0.35,1.045
533,9,23,2008,,3,2,1,2,2,4,2,"STATISTICS",4,1,2,3,2,98,2,4,2,,,3,1,1,1,1,2,2,98,4,4,4,98,1,4,,98,4,4,2,4,2,4,4,4,4,4,4,3,98,1,2,,2,3,2,2,1,0.58,0.06,0.75,0.35,1.735
534,9,23,2008,,3,3,1,1,1,1,1,"NEWS",6,1,3,2,1,2,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,2,4,4,,1,1,1,1,2,2,2,1,1,1,1,1,2,4,1,6,,4,1,1,3,1,0.58,0.06,0.13,0.12,0.885
535,9,23,2008,,3,3,1,1,3,1,98,"HOTTER SEASONS",2,2,1,98,98,98,98,98,1,,,4,4,4,4,4,2,2,2,98,98,1,1,1,4,,98,1,1,4,4,1,98,1,4,98,4,98,1,98,1,2,,3,1,4,,2,0.07,0.06,0.3,0.12,0.55
536,9,23,2008,,3,3,1,1,3,1,1,"WHAT I HAVE READ",6,1,98,3,3,1,2,4,2,,,3,3,3,2,2,1,2,3,2,3,98,2,2,98,,2,2,2,2,3,2,2,2,3,2,3,2,2,4,1,98,,3,5,4,6,1,0.58,0.06,0.3,0.35,1.285
537,9,23,2008,,1,4,1,2,2,2,2,"I HAVE SEEN ALOT HAPPEN IN MY LIFE MORE SNOW BEFORE THAN NOW",2,2,1,2,1,98,1,1,2,,,1,4,1,1,1,2,2,2,4,1,2,4,3,3,,1,1,98,4,4,2,2,1,4,3,4,3,4,1,10,1,1,3,5,2,,2,0.07,0.25,0.3,0.1,0.72
538,9,23,2008,,2,1,2,,,,,,,,,,,,,,,"PRACTICES FOR FOOTBALL WERE AS HOT AS THEY WE",1,3,4,3,3,1,1,1,1,4,1,1,3,4,4,,98,1,1,2,4,2,2,2,3,2,4,1,2,6,1,6,,4,5,1,6,1,0.58,0.06,0.13,0.45,1.215
539,9,23,2008,,3,4,1,1,1,2,1,"WEATHER PATTERNS",3,1,2,2,2,2,2,2,2,,,2,4,2,1,4,2,2,2,2,2,2,4,2,4,,98,2,2,2,2,2,2,2,2,2,4,2,2,3,1,7,,4,1,1,2,1,0.58,0.06,0.13,0.1,0.865
540,9,23,2008,,2,3,1,1,3,2,1,"MAN MADE POLLUTIONS",8,1,4,1,4,98,4,1,4,,,3,3,4,3,2,1,1,1,4,2,98,1,98,4,,2,1,1,1,3,2,1,1,1,1,2,1,1,6,1,7,,4,2,1,6,1,0.58,0.06,0.13,0.35,1.115
541,9,23,2008,,2,3,98,,,,,,,,,,,,,,,,,1,2,4,4,1,2,3,3,1,4,4,98,4,4,,2,1,4,1,4,1,2,1,1,1,4,4,2,2,2,6,,4,1,1,,2,0.07,1,0.13,0.35,1.55
542,9,23,2008,,1,3,1,2,1,1,1,"RESEARCH",4,1,4,2,2,2,2,4,4,,,4,4,4,4,4,1,2,2,4,1,2,2,4,4,,1,2,1,1,2,3,2,1,2,2,1,2,4,6,1,7,,4,2,4,6,1,0.58,0.06,0.13,0.12,0.885
543,9,23,2008,,2,3,2,,,,,,,,,,,,,,,"WINTERS HAVE NOT CHANGED",1,1,1,1,1,2,3,3,3,1,4,3,4,4,4,,98,98,3,2,4,2,4,1,4,2,4,4,3,1,1,1,2,3,1,1,,2,0.07,0.06,0.3,0.12,0.55
544,9,23,2008,,2,2,2,,,,,,,,,,,,,,,"DATA",3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,,98,2,2,2,3,2,3,3,2,2,3,2,3,6,1,7,,5,2,4,4,1,0.58,0.06,0.06,0.35,1.045
545,9,23,2008,,3,3,1,2,3,4,2,"WHA I HAVE READ",6,4,4,4,4,4,4,4,4,,,3,3,3,2,2,3,3,3,2,3,3,3,2,4,,98,3,3,3,3,2,98,3,3,3,4,3,4,1,1,2,,3,1,4,5,1,0.58,0.06,0.3,0.12,1.055
546,9,23,2008,,2,4,1,1,3,1,1,"MATERIAL I HAVE READ",6,2,2,2,98,98,98,98,1,,,98,4,98,4,4,1,1,1,98,98,98,98,98,4,,98,98,4,1,98,1,4,1,98,1,4,98,4,1,1,2,,2,1,1,2,2,0.07,0.06,0.75,0.1,0.98
547,9,23,2008,,1,4,1,2,2,3,2,"TV REPORTS",6,4,4,1,4,4,4,4,98,,,1,98,4,1,1,3,3,3,1,4,4,4,4,4,,2,4,4,98,4,4,4,98,4,4,4,98,4,1,1,2,,5,2,2,5,1,0.58,0.06,0.06,0.1,0.795
548,9,23,2008,,3,3,1,2,1,1,1,"THE MELTING ICE",1,1,3,2,2,2,2,1,1,,,3,3,3,3,3,1,2,2,3,2,98,98,98,4,,2,2,98,2,3,3,98,98,98,3,4,2,98,6,1,6,,4,2,4,6,2,0.07,0.06,0.13,0.35,0.61
549,9,23,2008,,2,3,1,1,1,1,1,"MELTING OF THE ICE",1,1,3,3,2,98,1,1,1,,,3,3,3,3,3,1,2,2,3,2,2,2,3,3,,2,2,2,2,2,2,98,2,2,2,3,2,2,5,1,,,4,1,1,4,1,0.58,0.06,0.13,0.12,0.885
