"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
494,"c","4/8/2013 5:50:17 P","B",2,"PENNSYLVANIA","1",1,1,3,1,1,"WARMER WINTERS",2,4,1,1,1,1,1,1,1,,,,,,,3,4,4,4,1,98,98,4,1,1,3,98,98,1,,"DO NOT K",98,1,2,,3,1,3,98,4,2,1.18
495,"c","4/8/2013 5:53:55 P","B",3,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,1,"ALL POLITICAL",7,4,2,2,1,1,1,98,4,4,,4,4,4,4,4,4,2,,"$0",1,1,2,,3,1,2,1,4,2,0.85
496,"c","4/8/2013 5:55:32 P","B",2,"TEXAS","2",1,1,1,1,1,"CHANGES IN PATTERNS AND EVEN EARTH CRUST",9,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,2,2,2,3,2,1,1,,"$50",2,1,2,,4,2,2,1,4,1,1.18
497,"c","4/8/2013 5:56:28 P","B",3,"OREGON","4",1,2,3,2,2,"MANS FOOLISHNESS",8,2,2,2,2,2,2,2,2,,,,,,,3,3,3,3,3,2,4,3,2,2,4,2,2,1,,"$200",4,1,1,2,5,2,2,2,5,1,0.84
498,"c","4/8/2013 5:56:48 P","B",3,"CALIFORNIA","4",1,1,1,1,1,"POLLUTION",8,1,4,2,2,4,2,2,2,,,,,,,4,4,4,3,2,3,4,2,2,1,3,2,2,1,,"$100",3,1,2,,5,1,4,3,,1,0.84
499,"c","4/8/2013 5:57:15 P","B",3,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,98,2,2,3,98,4,2,2,2,3,2,1,1,,"$0",1,1,6,,3,1,4,4,3,1,0.84
500,"c","4/8/2013 5:59:09 P","B",1,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,98,4,4,4,4,98,98,98,,"$0",1,9,2,,2,1,1,4,,2,2.05
501,"c","4/8/2013 6:01:45 P","B",3,"OHIO","3",1,1,2,2,1,"WARMER",2,4,2,,2,2,4,2,3,,,,,,,2,3,3,98,1,98,98,3,1,1,4,98,98,1,,"$25",2,1,6,,2,2,,3,,2,0.84
502,"c","4/8/2013 6:02:12 P","B",2,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,1,"IT IS ALL FAKE",9,4,2,2,1,1,1,4,4,3,4,4,4,4,4,4,4,2,,"$0",1,1,,,4,5,4,4,,1,1.18
503,"c","4/8/2013 6:03:02 P","B",1,"COLORADO","4",1,1,1,1,1,"DOCUMENTARIES",6,1,1,1,1,1,1,1,2,,,,,,,4,4,4,4,1,1,4,1,1,1,3,1,1,1,,"$250",4,1,1,2,4,1,1,3,3,2,1.555
504,"c","4/8/2013 6:04:42 P","B",3,"CALIFORNIA","4",1,1,3,2,2,"MELTING ICE CAPS CAUSING HIGHER OCEANS",1,1,1,4,2,3,2,2,2,,,,,,,98,3,3,3,3,2,4,4,2,1,4,2,1,1,,"$100",3,5,6,,4,5,4,3,6,2,0.91
505,"c","4/8/2013 6:05:14 P","B",2,"OKLAHOMA","2",1,1,3,1,1,"HEAT",2,1,1,1,3,4,1,1,4,,,,,,,4,3,4,3,2,1,3,1,1,2,4,4,1,1,,"$50",2,1,1,98,5,1,1,4,3,2,1.18
506,"c","4/8/2013 6:10:45 P","B",2,"OKLAHOMA","2",1,2,3,2,2,"ROCKETS POKED A HOLE IN THE OZONE LAYER",8,2,1,3,3,3,2,2,2,,,,,,,3,3,3,2,3,2,4,3,2,1,4,2,1,1,,"$135",4,1,1,2,4,2,2,2,4,1,1.18
507,"c","4/8/2013 6:11:10 P","B",4,"CALIFORNIA","4",1,2,3,2,1,"POLAR ICE CAPS MELTING",1,1,3,2,3,3,2,3,2,,,,,,,3,3,3,3,2,2,4,3,2,1,3,2,3,1,,"$50",2,1,6,,4,1,4,3,,1,0.725
508,"c","4/8/2013 6:13:35 P","B",4,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,98,3,98,98,3,98,98,98,,"$0",1,1,1,2,2,1,1,3,2,2,0.725
509,"c","4/8/2013 6:13:54 P","B",3,"OKLAHOMA","2",1,2,3,4,2,"WARMER",2,3,3,4,4,4,4,2,4,,,,,,,1,1,1,4,4,4,4,4,4,2,4,4,4,2,,"$0",1,1,6,,5,1,2,1,4,2,0.84
510,"c","4/8/2013 6:13:57 P","B",3,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,98,4,4,4,4,4,4,2,,"$0",1,9,2,,1,1,1,3,,2,1.335
511,"c","4/8/2013 6:16:18 P","B",3,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,98,4,4,4,4,4,98,2,1,,"$0",1,1,6,,4,1,4,5,4,1,0.84
512,"c","4/8/2013 6:19:03 P","B",3,"SOUTH DAKOTA","3",1,1,3,1,1,"TOO MANY TREES BEING CUT DOWN",8,1,2,4,3,3,2,2,1,,,,,,,4,4,4,98,2,2,4,2,2,1,2,2,2,1,,"$100",3,10,6,,2,1,1,4,,1,0.91
513,"c","4/8/2013 6:23:39 P","B",2,"FLORIDA","2",1,1,1,1,1,"CONSUMPTION OF CARBON EMISSIONS",8,2,2,2,4,2,2,2,2,,,,,,,4,4,4,98,2,4,4,2,2,98,2,98,98,1,,"DO NOT K",98,1,,,4,2,1,3,,1,1.18
514,"c","4/8/2013 6:29:37 P","A",2,"WASHINGTON","4",1,1,1,1,1,"MELTING GLACIERS",1,1,3,2,3,2,2,3,2,,,,,,,3,3,2,3,2,2,4,3,2,1,3,2,3,1,4,,,1,2,,4,1,1,4,5,2,1.18
515,"c","4/8/2013 6:29:40 P","A",2,"NEVADA","4",2,,,,,"",,,,,,,,,,2,"NATURAL TRENDS OF WEATHER OVER CENTURIES",2,2,4,4,2,2,2,2,3,4,4,4,2,2,4,2,2,1,4,,,10,6,,3,2,3,3,,1,1.25
516,"c","4/8/2013 6:30:00 P","A",2,"MISSISSIPPI","2",1,1,1,1,1,"TERRIBLE STORMS",3,2,2,4,1,3,2,2,1,,,,,,,4,4,4,4,1,1,4,1,2,1,1,1,1,1,3,,,1,1,1,2,1,1,2,2,2,1.18
517,"c","4/8/2013 6:33:24 P","A",3,"TEXAS","2",1,1,3,1,1,"OZONE LAYER DEPLETION",10,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,2,,,1,2,,4,1,2,1,4,1,0.84
518,"c","4/8/2013 6:34:55 P","A",2,"UTAH","4",1,1,1,1,1,"WEATHER CHANGES",3,1,2,2,2,2,2,2,2,,,,,,,4,4,3,3,2,2,4,2,2,1,2,2,2,1,3,,,1,7,,3,5,4,5,,1,1.18
519,"c","4/8/2013 6:35:09 P","A",2,"OKLAHOMA","2",1,2,98,3,2,"NEWS",6,4,1,4,2,1,4,1,4,,,,,,,2,3,2,2,3,4,4,4,1,2,4,1,1,1,4,,,1,6,,3,1,1,1,4,1,1.18
520,"c","4/8/2013 6:35:16 P","A",3,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,2,"GOD",6,2,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,,,1,1,1,3,1,4,1,2,2,0.85
521,"c","4/8/2013 6:35:25 P","A",3,"LOUISIANA","2",1,2,3,1,1,"SEVERE WEATHER CAUSING FLOODING AND SUPER STORMS",3,1,1,3,2,3,3,2,1,,,,,,,98,3,3,2,2,2,4,3,2,2,4,3,2,98,3,,,1,2,,4,3,2,2,4,1,0.84
522,"c","4/8/2013 6:35:35 P","A",1,"MISSOURI","3",1,2,3,2,98,"HOTTER",2,2,2,3,2,2,1,2,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,2,,,1,2,,3,5,,2,6,2,1.555
523,"c","4/8/2013 6:37:51 P","A",4,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"ALL IN GODS HANDS",6,4,2,2,1,1,1,4,4,3,1,4,4,4,4,4,4,2,1,,,1,1,1,4,1,2,1,1,2,0.725
524,"c","4/8/2013 6:39:08 P","A",2,"CALIFORNIA","4",1,1,1,2,2,"TOO MANY FOSSIL FUELS",8,2,2,3,3,3,2,2,2,,,,,,,2,2,2,2,2,98,4,2,2,2,2,2,2,1,4,,,1,6,,4,5,4,5,,2,1.18
525,"c","4/8/2013 6:39:49 P","A",2,"TEXAS","2",1,2,1,2,1,"WARMER",2,2,2,3,2,1,3,3,4,,,,,,,2,2,2,2,2,2,4,4,2,1,1,2,3,1,2,,,2,6,,3,2,1,2,1,1,1.69
526,"c","4/8/2013 6:42:17 P","A",4,"MISSISSIPPI","2",2,,,,,"",,,,,,,,,,1,"GOD CONTROLS THE WEATHER",6,1,4,4,98,98,98,2,3,3,4,4,4,4,4,4,4,2,1,,,2,2,,1,1,1,3,1,2,1.22
527,"c","4/8/2013 6:43:12 P","A",4,"MINNESOTA","3",1,1,1,1,1,"SAW THINGS ON TELEVISION",6,1,1,1,1,1,1,1,1,,,,,,,4,4,4,3,1,2,4,2,1,1,2,1,1,1,3,,,5,2,,4,2,1,5,,1,0.795
528,"c","4/8/2013 6:45:15 P","A",2,"CALIFORNIA","4",1,1,3,1,1,"WEATHER",3,1,1,1,1,3,1,2,1,,,,,,,4,4,4,4,1,1,4,4,98,1,4,98,98,98,1,,,1,2,,2,1,2,3,1,2,1.18
529,"c","4/8/2013 6:45:44 P","A",3,"OREGON","4",1,3,3,4,2,"DO NOT KNOW",10,3,98,2,3,3,3,2,3,,,,,,,3,2,2,2,3,3,4,4,3,1,4,4,4,2,98,,,1,1,,4,5,4,2,1,1,0.84
530,"c","4/8/2013 6:46:23 P","A",3,"ARKANSAS","2",2,,,,,"",,,,,,,,,,1,"POLITICAL NONSENSE",7,2,2,2,1,1,1,4,4,4,98,4,4,4,4,4,4,2,1,,,1,1,2,4,1,4,3,,1,0.84
531,"c","4/8/2013 6:47:03 P","A",3,"WISCONSIN","3",98,,,,,"",,,,,,,,,,,,,,,,2,3,2,98,4,2,4,4,3,1,3,2,2,1,1,,,1,98,,4,1,1,2,3,2,0.84
532,"c","4/8/2013 6:47:39 P","A",2,"OKLAHOMA","2",2,,,,,"",,,,,,,,,,1,"EARTH WEATHER HAS ALWAYS BEEN IN THESE PATTERNS",2,1,4,4,2,2,2,1,4,4,4,4,4,4,4,4,2,2,1,,,1,1,1,2,1,4,2,3,2,1.18
533,"c","4/8/2013 6:50:02 P","A",3,"OKLAHOMA","2",1,2,3,2,2,"CUTTING DOWN TOO MUCH FOREST LAND AND SOME NATURAL TRENDS",8,2,2,4,3,3,2,2,2,,,,,,,2,2,2,2,3,2,98,3,4,2,4,3,2,3,2,,,1,1,1,3,2,2,2,3,2,0.84
534,"c","4/8/2013 6:50:47 P","A",2,"CALIFORNIA","4",1,2,3,2,1,"NO WINTERS",3,1,2,2,3,2,98,98,2,,,,,,,3,3,3,98,98,2,3,3,98,1,3,98,98,1,4,,,1,2,,4,1,1,4,,2,1.18
535,"c","4/8/2013 6:55:14 P","A",3,"IOWA","3",1,1,1,1,1,"MANS LAZINESS",8,2,2,3,3,3,3,2,2,,,,,,,2,2,2,2,3,2,4,2,1,1,4,1,1,1,4,,,1,2,,5,2,4,3,4,1,0.84
536,"c","4/8/2013 6:55:31 P","A",1,"MINNESOTA","3",98,,,,,"",,,,,,,,,,,,,,,,2,3,2,1,4,2,98,4,3,2,4,2,3,1,1,,,2,4,,3,2,98,5,1,1,2.05
537,"c","4/8/2013 6:55:39 P","A",1,"GEORGIA","2",98,,,,,"",,,,,,,,,,,,,,,,4,1,1,98,1,1,4,4,1,1,4,1,1,1,3,,,5,6,,4,5,4,2,,1,1.64
538,"c","4/8/2013 6:55:59 P","A",2,"LOUISIANA","2",1,1,1,1,1,"FEEL THE  TEMPERATURE DIFFERENCES",2,2,2,2,1,2,2,2,2,,,,,,,4,4,2,3,2,2,4,2,2,1,2,1,1,1,5,,,1,1,2,5,5,4,5,,1,1.18
539,"c","4/8/2013 6:56:28 P","A",1,"MONTANA","4",1,1,1,1,1,"JUST WATCHING THE CHANGES EVERY YEAR",2,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,4,1,4,2,2,2,4,2,2,1,3,,,1,1,2,3,1,4,2,2,2,1.555
540,"c","4/8/2013 6:59:49 P","A",3,"ALABAMA","2",2,,,,,"",,,,,,,,,,1,"NO REAL SCIENTIFIC PROOF",3,4,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,2,1,,,10,2,,3,1,4,3,,2,0.91
541,"c","4/8/2013 7:00:03 P","A",2,"TENNESSEE","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,98,4,4,4,2,2,2,4,2,2,1,2,,,1,2,,2,2,1,4,2,2,1.18
542,"c","4/8/2013 7:00:23 P","A",3,"ILLINOIS","3",1,2,3,2,98,"WARMER TEMPERATURES",2,3,3,3,3,3,3,3,3,,,,,,,3,3,1,98,3,2,4,3,2,1,4,98,98,1,98,,,1,,,5,5,,,,2,0.85
543,"c","4/8/2013 7:00:55 P","A",2,"ARIZONA","4",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,4,2,4,4,2,1,1,,,1,6,,4,1,4,3,3,2,1.18
544,"c","4/8/2013 7:02:21 P","A",3,"IOWA","3",98,,,,,"",,,,,,,,,,,,,,,,3,3,2,98,2,98,3,3,2,1,4,98,2,1,3,,,1,1,1,4,1,2,2,3,2,0.85
545,"c","4/8/2013 7:03:18 P","A",3,"OKLAHOMA","2",1,2,3,2,98,"CUTTING DOWN OF FOREST TREES",8,1,2,2,2,3,2,3,2,,,,,,,3,3,3,3,2,3,4,3,1,1,3,2,3,1,2,,,9,6,,2,1,1,5,,1,1.335
546,"c","4/8/2013 7:03:31 P","A",2,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,3,1,1,4,2,4,4,4,4,4,1,1,,,10,6,,2,6,4,1,,1,1.25
547,"c","4/8/2013 7:04:59 P","A",3,"WYOMING","4",98,,,,,"",,,,,,,,,,,,,,,,1,4,3,4,1,3,1,4,3,3,3,3,3,2,4,,,1,,,3,1,98,98,,1,0.84
548,"c","4/8/2013 7:05:24 P","A",3,"KANSAS","3",1,2,3,2,2,"MANS USE OF FOSSIL FUELS AND NATURAL PATTERNS COME INTO PLAY",8,2,2,4,3,2,3,2,2,,,,,,,3,3,3,2,4,2,4,2,2,2,4,2,2,1,3,,,1,1,2,4,2,2,2,4,1,0.84
549,"c","4/8/2013 7:07:40 P","A",3,"WISCONSIN","3",1,1,1,1,1,"EVERYWHERE YOU LOOK",10,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,2,2,1,1,,,1,1,1,4,1,1,3,3,2,0.84
550,"c","4/8/2013 7:07:42 P","A",4,"NEVADA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,98,98,98,3,3,2,2,3,98,3,98,1,,,10,6,,3,1,1,3,,2,0.795
551,"c","4/8/2013 7:09:35 P","A",2,"INDIANA","3",98,,,,,"",,,,,,,,,,,,,,,,3,2,2,2,3,3,4,2,2,2,4,98,2,98,3,,,1,1,1,4,2,2,1,5,1,1.18
552,"c","4/8/2013 7:11:31 P","A",3,"IOWA","3",1,2,1,2,2,"WEATHER PATTERNS",3,1,1,2,2,3,2,1,3,,,,,,,3,4,2,4,4,3,4,4,4,1,4,3,2,1,3,,,1,2,,5,2,4,3,6,2,0.85
553,"c","4/8/2013 7:12:55 P","A",2,"TEXAS","2",1,1,3,2,1,"SCIENTIFIC DATA",4,3,3,2,3,3,4,3,3,,,,,,,3,98,98,3,2,2,3,2,2,4,4,4,3,1,4,,,1,1,2,5,5,1,3,6,1,1.18
554,"c","4/8/2013 7:13:50 P","A",3,"CALIFORNIA","4",1,3,1,1,1,"HOTTER SUMMERS",2,1,1,1,1,1,3,1,1,,,,,,,3,1,3,1,1,2,1,98,1,1,3,1,1,1,98,,,9,6,,2,1,4,4,4,1,1.335
555,"c","4/8/2013 7:17:04 P","A",3,"COLORADO","4",1,2,2,4,2,"PATTERNS",9,3,4,98,4,4,4,4,4,,,,,,,1,1,1,4,1,4,4,1,1,3,1,98,1,1,3,,,1,,,4,5,1,4,6,1,0.84
556,"c","4/8/2013 7:20:44 P","A",3,"INDIANA","3",1,2,3,1,1,"FROM ALL THE EXAUST FROM VEHICLES",8,2,1,98,2,2,4,2,1,,,,,,,4,1,4,4,1,1,1,2,1,98,2,4,2,1,98,,,1,1,98,2,2,1,1,,2,0.85
557,"l","4/8/2013 7:29:23 P","A",4,"PENNSYLVANIA","1",1,1,3,2,1,"MY CHILDREN LEARNED IN SCHOOL",4,2,1,3,2,1,2,2,2,,,,,,,4,4,4,4,1,2,4,3,1,1,4,2,1,1,1,,,1,1,2,3,1,1,3,3,2,0.725
558,"l","4/8/2013 7:31:33 P","A",4,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,2,98,98,4,2,98,4,4,98,2,4,98,2,1,1,,,1,3,,5,2,1,4,3,1,0.725
559,"l","4/8/2013 7:32:55 P","A",3,"WASHINGTON","4",2,,,,,"",,,,,,,,,,2,"WEATHER HERE IS COLDER",1,1,4,4,2,2,2,2,4,3,98,3,3,3,3,98,98,98,98,,,1,6,,4,5,3,3,,1,0.84
560,"l","4/8/2013 7:35:14 P","A",3,"OHIO","3",1,1,1,1,1,"SEASONS SEEM MIXED UP",3,2,1,3,2,2,2,2,2,,,,,,,4,4,4,4,1,2,4,3,2,1,4,2,2,1,2,,,1,1,2,4,1,4,2,2,2,0.84
561,"l","4/8/2013 7:35:52 P","A",3,"MISSOURI","3",1,1,3,1,1,"ICEBERGS MELTING IN ANTARCTICA",1,1,2,3,3,2,2,2,2,,,,,,,4,4,4,3,2,2,4,2,2,1,3,2,2,1,3,,,1,1,2,4,1,1,3,,2,0.85
562,"l","4/8/2013 7:36:56 P","A",4,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,4,4,4,4,98,1,4,98,98,1,4,4,1,98,5,,,1,1,2,5,1,4,2,,2,0.725
563,"l","4/8/2013 7:38:00 P","A",3,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,1,"THINGS WILL REVERSE",2,2,3,3,2,2,2,1,4,4,4,4,2,1,4,2,2,1,1,,,1,6,,2,1,2,1,3,2,0.85
564,"l","4/8/2013 7:38:19 P","A",2,"WISCONSIN","3",1,2,2,3,2,"CHECKING THE CHARTS FROMS HUNDREDS OF YEARS PATTERNS ARE THE SAME",4,3,3,3,3,3,3,3,3,,,,,,,2,2,2,2,4,3,4,2,2,2,4,2,2,1,4,,,1,1,2,5,5,2,1,6,1,1.18
565,"l","4/8/2013 7:40:14 P","A",4,"OKLAHOMA","2",2,,,,,"",,,,,,,,,,1,"NATURAL WEATHER CHANGES",2,2,2,2,2,2,2,98,4,3,4,4,4,4,4,4,4,2,1,,,1,1,1,4,2,2,1,,1,0.725
566,"l","4/8/2013 7:41:56 P","A",3,"IOWA","3",2,,,,,"",,,,,,,,,,4,"SAME WEATHER",1,2,4,4,2,1,1,1,4,98,4,4,98,2,4,3,4,1,1,,,1,6,,4,1,3,2,6,2,0.85
567,"l","4/8/2013 7:42:01 P","A",4,"NORTH CAROLINA","2",1,1,1,1,1,"TELEVISION",6,1,2,4,3,2,2,2,2,,,,,,,4,4,4,4,1,2,4,4,4,4,4,4,2,1,1,,,1,1,2,2,1,2,1,1,2,0.725
568,"l","4/8/2013 7:43:31 P","A",4,"CALIFORNIA","4",1,1,3,2,98,"ARTICLES  READ",6,2,1,98,1,2,1,1,1,,,,,,,3,3,2,3,2,1,4,3,3,1,4,3,98,1,2,,,1,1,2,3,2,4,2,2,2,0.725
569,"l","4/8/2013 7:44:45 P","A",3,"NORTH CAROLINA","2",1,2,3,2,2,"MELTING ICE CAPS",1,1,1,1,1,2,2,2,1,,,,,,,3,2,2,3,2,2,98,2,2,2,4,98,2,1,3,,,1,1,1,4,2,2,2,3,2,0.84
570,"l","4/8/2013 7:45:37 P","A",4,"PENNSYLVANIA","1",2,,,,,"",,,,,,,,,,1,"TEMPERATURE RECORDS",1,4,2,2,98,2,1,1,4,4,4,4,4,4,4,4,4,2,1,,,1,1,1,4,4,2,1,4,1,0.725
571,"l","4/8/2013 7:47:12 P","A",4,"ILLINOIS","3",2,,,,,"",,,,,,,,,,1,"I AM TOO OLD TO WORRY ABOUT THAT",9,2,4,4,2,98,98,4,4,4,4,4,98,2,4,2,2,1,1,,,1,2,,2,1,2,1,1,2,0.725
572,"l","4/8/2013 7:47:22 P","A",5,"MICHIGAN","3",1,1,98,1,98,"WARMER",2,1,1,98,1,1,1,1,1,,,,,,,4,98,4,4,1,4,1,4,2,1,4,4,4,1,1,,,1,6,,1,1,,4,98,2,0.93
573,"l","4/8/2013 7:47:59 P","A",4,"INDIANA","3",1,2,1,1,98,"ICE MELTING",1,2,2,4,2,2,2,4,2,,,,,,,4,2,1,4,2,98,2,3,98,2,4,98,4,1,1,,,1,1,2,2,1,1,2,,2,0.725
574,"l","4/8/2013 7:49:47 P","A",3,"PENNSYLVANIA","1",1,2,3,2,2,"WINTERS GETTING SHORTER AND SUMMERS HOTTER",3,2,1,4,1,1,2,2,2,,,,,,,98,2,2,98,4,2,4,2,3,3,4,3,3,2,1,,,2,1,1,3,1,1,4,3,1,1.335
575,"l","4/8/2013 7:52:05 P","A",3,"TEXAS","2",1,1,1,1,1,"MAJOR FLOODS AND DROUGHT",3,1,3,3,1,3,2,1,1,,,,,,,4,4,4,4,1,1,4,2,2,1,3,1,1,1,4,,,1,1,2,4,5,1,3,4,1,0.84
576,"l","4/8/2013 7:53:02 P","A",4,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,98,4,4,4,3,3,2,4,3,2,3,2,,,1,2,,2,1,1,4,,1,0.725
577,"l","4/8/2013 7:54:07 P","A",4,"OREGON","4",1,2,3,1,2,"HISTORY",10,1,2,4,1,3,2,1,1,,,,,,,4,4,4,2,2,2,4,3,98,98,4,2,4,2,1,,,1,1,2,1,1,,,,2,0.725
578,"l","4/8/2013 7:55:28 P","A",4,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,1,"CYCLES",2,4,4,3,1,1,1,1,4,4,2,4,98,4,4,3,4,2,1,,,1,1,1,2,1,4,98,3,1,0.725
579,"l","4/8/2013 8:00:15 P","A",3,"VIRGINIA","2",1,1,3,1,1,"WEATHER",3,1,1,1,2,2,1,1,1,,,,,,,2,3,2,3,1,1,4,1,1,1,2,1,2,1,2,,,1,1,2,3,1,4,4,1,2,0.84
580,"l","4/8/2013 8:01:30 P","A",2,"VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,4,4,4,2,1,4,4,2,1,3,,,9,1,1,5,5,2,1,5,1,1.69
581,"l","4/8/2013 8:02:26 P","A",4,"WASHINGTON","4",1,1,1,1,1,"INCREASED GASES FROM FOSSIL FUEL",8,2,1,2,2,2,2,1,1,,,,,,,4,4,4,3,2,1,4,2,1,1,1,1,98,1,98,,,1,98,,5,6,98,98,,1,0.725
582,"l","4/8/2013 8:03:55 P","A",2,"TEXAS","2",1,1,1,1,1,"SCIENTIFIC RESEARCH",4,1,3,1,3,3,2,2,3,,,,,,,4,4,4,4,1,1,4,2,2,1,4,1,1,1,2,,,1,1,2,2,1,1,3,2,2,1.18
583,"l","4/8/2013 8:04:42 P","A",1,"VIRGINIA","2",2,,,,,"",,,,,,,,,,1,"ITS APRIL AND ITS 41 DEGREES, IT SHOULD BE WARMER NO",1,3,98,1,1,1,1,4,2,4,4,4,98,4,4,98,2,2,1,,,1,1,1,3,5,4,1,6,2,1.555
584,"l","4/8/2013 8:04:49 P","A",3,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"EARTH HAS BEEN HERE FOR A VERY VERY VERY LONG TIME",2,4,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,2,1,,,10,2,,2,1,,,,2,0.91
585,"l","4/8/2013 8:06:00 P","A",4,"FLORIDA","2",1,1,3,1,1,"FACTS",4,1,1,98,2,1,2,1,1,,,,,,,4,4,1,4,4,4,4,4,1,1,4,4,1,1,5,,,1,1,98,2,2,1,4,3,2,0.725
586,"l","4/8/2013 8:06:38 P","A",3,"ALABAMA","2",2,,,,,"",,,,,,,,,,1,"RESEARCH",5,2,2,1,1,1,1,1,,4,4,4,4,4,4,4,4,2,1,,,1,1,2,4,5,4,1,,1,0.84
587,"l","4/8/2013 8:08:16 P","A",1,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,1,2,2,1,4,98,4,4,2,1,4,2,1,1,1,,,1,6,,2,1,,3,2,1,1.555
588,"l","4/8/2013 8:11:21 P","A",4,"PENNSYLVANIA","1",2,,,,,"",,,,,,,,,,1,"STUPID NEWS MEDIA MAKES IT UP",4,2,4,4,1,1,1,1,4,4,4,4,98,2,4,98,1,1,1,,,1,1,2,2,1,1,2,1,2,0.725
589,"l","4/8/2013 8:11:36 P","A",3,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,3,"WEATHER",1,1,1,1,1,2,1,2,2,4,4,4,3,1,4,4,1,1,1,,,1,2,,3,1,4,3,1,1,0.84
590,"l","4/8/2013 8:11:59 P","A",3,"UTAH","4",1,2,98,3,1,"NEWS",6,2,2,1,2,4,2,3,3,,,,,,,3,3,3,3,98,98,3,3,98,2,4,98,2,1,3,,,1,98,,3,1,4,2,2,2,0.84
591,"l","4/8/2013 8:14:12 P","A",3,"RHODE ISLAND","1",1,1,1,1,1,"NO SPRING OR FALL",3,2,3,3,2,3,2,2,2,,,,,,,3,3,3,3,3,3,4,3,2,1,3,2,2,1,2,,,1,,,,1,,,,1,0.84
592,"l","4/8/2013 8:14:58 P","A",3,"OHIO","3",1,2,3,2,1,"WARMER TEMPERATURES",2,1,4,2,4,3,4,4,1,,,,,,,3,4,4,3,1,1,4,3,98,1,4,1,1,1,1,,,1,1,2,3,1,2,4,,2,0.84
593,"l","4/8/2013 8:16:08 P","A",1,"ILLINOIS","3",1,2,1,2,1,"REALLY HOT SUMMERS",2,2,1,2,1,2,2,1,1,,,,,,,3,3,3,3,2,3,2,2,2,2,3,2,2,1,4,,,10,5,,3,5,1,5,4,2,1.64
594,"l","4/8/2013 8:16:26 P","A",4,"MICHIGAN","3",1,3,2,2,98,"WARMER",2,1,1,3,3,2,2,2,3,,,,,,,2,4,2,2,4,2,1,1,1,1,4,3,1,1,2,,,1,1,98,2,2,4,3,1,2,0.725
595,"l","4/8/2013 8:18:55 P","A",2,"NEW JERSEY","1",2,,,,,"",,,,,,,,,,2,"GOD CONTROLS THE WEATHER",6,2,1,1,4,4,4,4,4,3,2,4,4,4,4,4,4,2,1,,,2,1,1,2,5,2,1,,1,1.69
