"closup_id","SampleType","VersionAB","VersionCD","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_support_info","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_revneutral_v1_info","carbontax_rev4research_v1","carbontax_rev4research_v1_info","carbontax_rev4debt_v2","carbontax_rev4debt_v2_info","carbontax_revfed_v2","willing2pay_temprise_5","willing2pay_temprise_10","willing2pay_temprise_20","willing2pay_temprise_40","willing2pay_certain","willing2pay_temprise_most_coded","discountrate_2pct","discountrate_2pct_info","discountrate_5pct","discountrate_5pct_info","discountrate_10pct","discountrate_10pct_info","discountrate_20pct","discountrate_20pct_info","discountrate_44pct","discountrate_44pct_info","discountrate_76pct","discountrate_76pct_info","discountrate_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","feedback_understand","demog_gender","Weight"
471,"c","B","C","4/2/2014 9:36:04 P",2,"MS",2,1,1,1,"CHINA",10,98,2,98,2,2,2,2,2,,,,,,,,4,4,,3,,3,,4,98,,,,2,,1,1,,1,,1,,1,,1,,2,,3,1,1,2,4,1,4,2,3,1,2,1,0.92
472,"c","A","C","4/2/2014 9:45:23 P",4,"NM",4,98,,,,,,,,,,,,,,,,,,,98,,98,2,,2,,98,,98,1,,,,2,1,1,,1,,2,,,,,,,,3,1,1,2,4,1,2,2,,,1,2,0.56
473,"l","B","D","3/27/2014 7:36:35",3,"NY",1,2,,,,,,,,,,,,,1,"READ",5,2,1,2,,2,4,,4,,1,,4,2,,2,,,,1,,1,,1,,1,,1,,1,,1,3,1,1,2,3,1,1,4,3,3,1,1,0.5
474,"l","B","C","3/31/2014 7:28:11",3,"NY",1,2,,,,,,,,,,,,,2,"WHAT I SEE AND HEAR",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,5,1,4,3,4,1,1,0.48
475,"c","A","C","4/3/2014 5:25:50 P",4,"NY",1,1,1,1,"EXHAUST FROM CARS AND TOO MANY BUILDINGS",8,1,1,2,3,3,1,1,2,,,,,,,4,,4,4,,4,,4,,98,,,,2,,1,1,,1,,1,,1,,1,,1,,3,9,1,1,4,3,1,4,2,,1,1,1.58
476,"l","B","D","3/25/2014 6:06:27",3,"OH",3,2,,,,,,,,,,,,,1,"WEATHER PATTERNS",2,2,4,4,,4,4,,2,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,1,2,2,1,1,3,3,2,2,2,0.88
477,"l","A","C","3/25/2014 7:23:07",2,"OH",3,2,,,,,,,,,,,,,2,"ROUGH WINTER WITH POLAR VORTEX",1,1,4,4,4,,4,2,,2,,3,,1,,,2,,,1,1,,1,,1,,1,,1,,2,,3,2,2,,2,1,1,4,2,2,3,1,1.9
478,"l","B","C","3/26/2014 8:24:00",3,"OH",3,2,,,,,,,,,,,,,1,"TEMPERATURES ARE COLDER",1,1,2,3,,4,4,,2,,2,,4,98,,,2,,,1,1,,1,,1,,1,,1,,2,,3,1,1,1,4,2,2,2,3,,1,1,0.42
479,"l","A","C","3/27/2014 5:23:36",4,"OH",3,2,,,,,,,,,,,,,2,"NO DIFFERENCES",1,2,3,3,98,,2,1,,2,,4,,2,,,,2,,1,1,,1,,2,,,,,,,,3,1,1,2,3,1,4,2,2,1,1,2,0.79
480,"l","B","D","3/27/2014 7:36:31",4,"OH",3,2,,,,,,,,,,,,,1,"NORMAL WEATHER PATTERNS",2,3,3,1,,4,4,,4,,4,,4,1,,,,2,,1,,1,,2,,,,,,,,,3,1,2,,3,1,,2,2,,2,2,0.74
481,"c","A","D","4/3/2014 5:48:48 P",1,"OH",3,2,,,,,,,,,,,,,2,"PAST COUPLE OF YEARS",1,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,10,6,,3,5,1,2,1,,2,2,1.83
482,"l","A","D","4/1/2014 8:05:57 P",2,"OK",2,98,,,,,,,,,,,,,,,,,,,4,,4,2,,1,,2,,2,,,,2,,1,,1,,1,,1,,1,,1,,1,3,1,1,2,3,2,2,2,3,,1,2,1.23
483,"l","A","C","3/27/2014 6:06:53",2,"PA",1,2,,,,,,,,,,,,,2,"MY GRANDPARENTS TOLD ME THEY SAW THESE WEATHER PATTERNS",2,2,4,4,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,1,,2,,3,2,1,1,4,1,1,3,3,3,2,2,1.7
484,"l","B","D","3/31/2014 5:41:51",4,"SC",2,2,,,,,,,,,,,,,2,"FROM MY PAST",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,2,,2,1,2,1,3,2,1,1,0.66
485,"l","B","C","4/1/2014 7:18:11 P",3,"TX",2,2,,,,,,,,,,,,,1,"AFTER THIS WINTER WHO WOULD ASK THAT",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,2,,3,1,1,1,4,1,2,1,3,,1,2,0.6
486,"l","A","D","4/1/2014 8:07:20 P",1,"TX",2,2,,,,,,,,,,,,,2,"DOES NOT APPEAR THAT WAY TO HIM",1,1,4,2,4,,4,4,,2,,4,,2,,98,,,,1,,1,,1,,1,,1,,1,,2,3,1,2,,3,1,3,98,3,2,1,1,1.45
487,"c","A","C","4/2/2014 6:46:43 P",4,"TX",2,2,,,,,,,,,,,,,2,"CYCLE SAME AS ALWAYS THROUGH THE YEARS",2,1,1,4,4,,4,4,,2,,2,,3,,,2,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,1,2,1,3,3,2,1,0.28
488,"c","A","D","4/2/2014 7:58:32 P",3,"TX",2,1,2,2,"WEATHER",3,1,1,3,2,3,3,1,1,,,,,,,4,,4,1,,2,,3,,1,,,,2,,1,,1,,1,,1,,1,,1,,2,3,2,2,,2,1,1,5,1,3,1,1,1.45
489,"c","B","D","4/2/2014 9:02:17 P",3,"TX",2,2,,,,,,,,,,,,,1,"SCIENTIFIC EVIDENCE",5,1,1,1,,98,98,,98,,98,,98,3,,,,,,1,,1,,1,,1,,1,,1,,1,3,1,1,2,2,1,1,3,3,3,2,1,0.7
490,"l","B","C","3/24/2014 7:48:12",4,"UT",4,1,2,2,"IT IS HOT AND IT HAS BEEN VERY COLD",3,98,1,4,2,4,98,2,2,,,,,,,,98,2,,98,,2,,4,98,,,98,,,1,1,,1,,1,,1,,1,,98,,3,1,1,98,3,98,,,2,,98,2,0.74
491,"l","B","C","3/31/2014 7:36:06",2,"VA",2,2,,,,,,,,,,,,,1,"STUDIED P116ENVIRONMENTAL SCIENCE",9,2,1,1,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,5,2,1,3,3,1,1,0.77
492,"c","B","D","4/2/2014 8:34:54 P",3,"VA",2,2,,,,,,,,,,,,,2,"THIS PAST WINTER",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,1,2,3,1,4,2,3,3,1,2,0.68
493,"l","B","C","3/27/2014 8:50:47",3,"WA",4,2,,,,,,,,,,,,,1,"CYCLES",2,3,1,1,,4,4,,4,,4,,4,98,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,1,2,2,2,4,3,1,0.48
494,"l","B","D","3/26/2014 6:41:46",4,"WI",3,2,,,,,,,,,,,,,2,"COLDER TEMPERATURES LASTING LONGER THROUGH THE YEARS",1,1,4,4,,4,4,,2,,3,,4,2,,,2,,,1,,1,,1,,1,,1,,1,,2,3,1,2,,4,1,2,2,2,3,2,2,0.46
495,"l","A","C","3/31/2014 8:48:49",2,"GA",2,98,,,,,,,,,,,,,,,,,,,3,,3,2,,1,,3,,2,,98,,,,2,1,,1,,1,,1,,1,,1,,3,1,1,2,5,1,2,3,3,5,2,2,1.18
496,"l","B","D","3/31/2014 9:51:45",3,"HI",4,1,1,3,"WARMER TEMPERATURES",2,1,1,1,1,4,1,1,3,,,,,,,,1,4,,1,,1,,1,1,,1,,,1,2,,98,,,,,,,,,,,3,1,6,,3,2,1,3,3,,1,2,0.78
497,"l","B","C","3/24/2014 8:01:32",5,"IL",3,1,1,1,"STUDIES",4,2,2,1,1,4,2,1,1,,,,,,,,98,1,,1,,1,,98,1,,1,,,1,2,1,,1,,1,,1,,1,,1,,3,10,6,,5,3,1,3,2,2,1,2,0.78
498,"l","A","D","3/25/2014 6:36:02",4,"IL",3,2,,,,,,,,,,,,,4,"MELTING ICE",9,1,4,4,1,,1,1,,1,,3,,2,,1,,,1,2,,1,,2,,,,,,,,,3,1,1,2,2,1,1,3,3,2,1,1,0.66
499,"l","B","C","3/31/2014 8:13:14",3,"KY",2,1,1,1,"EXHAUST FROM CARS",8,1,2,4,2,3,1,1,2,,,,,,,,1,1,,1,,1,,4,2,1,,,,1,2,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,1,4,3,4,1,1,0.48
500,"l","B","C","3/31/2014 8:13:14",3,"KY",2,1,1,1,"EXHAUST FROM CARS",8,1,2,4,2,3,1,1,2,,,,,,,,1,1,,1,,1,,4,2,1,,,,1,2,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,1,4,3,4,1,1,0.48
501,"c","B","C","4/3/2014 9:17:15 P",3,"LA",2,1,1,3,"WEATHER IS GETTING MUCH WARMER",3,1,1,1,1,1,4,1,1,,,,,,,,2,2,,1,,1,,4,1,,,,98,,2,1,,1,,1,,1,,1,,2,,3,1,7,,4,1,4,4,3,1,1,1,0.47
502,"l","A","C","3/24/2014 6:02:32",4,"OH",3,1,2,3,"CHANGES IN SEASONS",3,2,2,3,2,3,1,1,2,,,,,,,98,,2,2,,1,,3,,98,,,98,,,2,1,,1,,98,,,,,,,,3,1,2,,3,2,1,3,3,3,2,2,0.64
503,"c","B","C","4/2/2014 5:57:03 P",3,"OH",3,1,1,3,"CHANGES IN WEATHER",3,2,2,2,2,2,3,4,3,,,,,,,,1,1,,1,,1,,1,1,,1,,,1,2,1,,1,,1,,1,,1,,2,,3,2,6,,3,1,4,5,2,4,1,1,1.41
504,"l","B","D","3/27/2014 8:16:23",1,"WA",4,1,2,1,"READING",6,2,3,2,2,2,1,3,2,,,,,,,,3,2,,2,,1,,4,2,,1,,,1,2,,1,,1,,1,,1,,1,,1,3,1,1,2,3,5,4,3,1,2,1,2,1.63
505,"l","B","C","4/1/2014 7:49:34 P",3,"WI",3,98,,,,,,,,,,,,,,,,,,,,98,2,,2,,2,,2,3,,,2,,,2,1,,2,,,,,,,,,,3,1,2,,2,1,98,3,2,3,3,2,0.88
506,"c","A","C","4/2/2014 6:14:21 P",3,"WI",3,1,1,3,"EARTH RUNS IN CYCLES",9,1,3,2,2,2,2,1,2,,,,,,,2,,4,2,,2,,4,,2,1,,,,2,2,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,2,1,3,3,1,2,0.5
507,"l","A","D","3/31/2014 6:11:39",3,"AZ",4,1,1,1,"DECREASING OZONE LAYER",10,1,1,3,3,3,1,1,3,,,,,,,2,,3,2,,2,,4,,2,1,,,,1,2,,1,,1,,1,,1,,1,,2,3,1,1,2,3,1,2,1,3,3,1,2,0.68
508,"c","A","C","4/2/2014 6:59:16 P",1,"GA",2,1,4,2,"HOTTER WEATHER",2,1,1,3,3,3,1,3,3,,,,,,,4,,4,4,,3,,1,,3,,1,,,1,2,1,,1,,1,,1,,1,,2,,3,1,1,2,4,5,2,3,2,98,1,1,1.37
509,"l","B","D","3/31/2014 6:02:19",2,"FL",2,1,2,1,"TOO MUCH POLLUTION",8,4,1,2,1,3,4,2,2,,,,,,,,4,4,,4,,2,,2,3,,,1,,1,2,,1,,1,,1,,1,,1,,1,3,1,1,2,4,2,2,1,3,3,2,2,0.95
510,"c","B","D","4/1/2014 6:03:28 P",2,"FL",2,1,1,1,"GASES BEING RELESED INTO THE AIR THAT HARM THE ENVIRONMENT",10,2,1,3,2,3,2,2,1,,,,,,,,4,4,,2,,1,,4,2,,,1,,2,2,,1,,1,,1,,1,,1,,1,3,1,1,2,4,3,2,1,3,4,1,1,0.93
511,"l","B","D","3/27/2014 7:46:10",3,"MN",3,1,2,1,"WATCH NEWS ABOUT ICE CAPS MELTING",6,1,2,1,1,4,3,2,2,,,,,,,,2,2,,1,,1,,4,1,,,1,,1,2,,1,,1,,1,,1,,1,,2,3,1,2,,4,5,4,2,3,4,1,1,0.48
512,"l","A","C","3/26/2014 7:49:29",4,"MO",3,1,1,1,"OZONE LAYER",10,1,1,4,3,3,1,2,3,,,,,,,2,,4,2,,2,,3,,2,1,,,,1,2,1,,1,,1,,1,,1,,2,,3,1,1,2,2,1,4,2,3,2,1,2,0.84
513,"c","B","C","4/3/2014 9:49:23 P",2,"MS",2,1,1,3,"POLLUTION ON MANS PART",8,3,1,3,3,1,1,1,1,,,,,,,,4,4,,1,,2,,2,1,,,1,,1,2,1,,1,,1,,1,,1,,2,,3,2,1,2,4,1,4,5,3,1,1,2,1.85
514,"l","B","D","3/31/2014 5:43:34",3,"NC",2,1,2,2,"NATURES CYCLE OVER THE YEARS",9,3,1,3,2,3,3,2,2,,,,,,,,4,3,,2,,2,,4,1,,,1,,1,2,,1,,1,,1,,1,,1,,1,3,9,2,,2,1,1,4,2,2,3,2,2.08
515,"l","B","C","3/27/2014 8:40:35",2,"OH",3,1,2,3,"CUTTING DOWN RAIN FORESTS",8,1,1,2,2,3,2,2,1,,,,,,,,4,4,,2,,2,,4,2,,,1,,1,2,1,,1,,1,,1,,1,,2,,3,1,1,2,3,1,1,4,3,3,2,2,1.13
516,"c","B","C","4/3/2014 9:19:25 P",4,"TX",2,2,,,,,,,,,,,,,2,"NATURAL PHENOMENON",2,1,2,3,,4,4,,4,,1,,4,2,,,,1,1,2,1,,1,,1,,1,,1,,2,,3,1,1,2,4,1,2,2,2,6,2,1,0.46
517,"l","A","D","3/26/2014 5:28:52",2,"PA",1,1,2,2,"CHANGE OF WEATHER AND SNOW,  NO SPRING, NO FALL, WINTER AND SUMMER ONLY",3,2,2,1,2,2,98,2,1,,,,,,,4,,2,2,,2,,2,,1,,,1,,2,2,,1,,1,,1,,1,,1,,2,3,1,2,,2,1,4,3,3,3,2,1,1.15
518,"l","B","D","3/31/2014 5:54:31",3,"MA",1,1,1,3,"POLLUTION AND OVER POPULATION",8,1,4,3,2,3,2,2,2,,,,,,,,1,2,,2,,1,,2,2,,1,,,1,2,,1,,1,,1,,1,,1,,2,3,1,2,,4,4,1,5,3,,1,1,0.42
519,"l","A","D","3/27/2014 6:37:08",2,"AZ",4,1,1,1,"WEATHER",3,1,4,1,4,4,4,4,4,,,,,,,4,,4,2,,2,,4,,1,,,,1,1,2,,1,,1,,1,,1,,1,,2,3,1,2,,4,5,4,,3,6,1,1,0.95
520,"l","A","D","3/27/2014 9:38:13",2,"CA",4,1,1,1,"SCIENTIFIC",4,1,2,1,2,2,1,1,1,,,,,,,1,,1,1,,1,,3,,2,,,,1,1,2,,1,,1,,1,,1,,1,,2,3,1,2,,4,2,1,4,3,6,1,2,1.13
521,"l","A","D","3/26/2014 5:20:00",1,"MA",1,1,3,1,"WEATHER",3,1,2,98,3,2,2,2,3,,,,,,,2,,98,98,,2,,2,,2,,,,1,2,2,,1,,1,,1,,1,,98,,,3,1,6,,3,5,1,3,3,1,1,2,1.78
522,"l","A","C","3/25/2014 7:35:56",1,"FL",2,1,1,3,"CYCLES",9,1,1,3,3,1,98,1,1,,,,,,,4,,2,1,,1,,4,,2,1,,,,1,2,1,,1,,1,,1,,1,,1,,3,9,1,98,2,5,1,4,2,98,1,1,2.95
523,"l","A","C","3/27/2014 5:18:16",1,"FL",2,1,1,1,"SHORTER WINTERS",3,1,1,3,3,3,1,1,1,,,,,,,2,,98,1,,1,,98,,1,1,,,,1,2,1,,1,,1,,1,,1,,1,,3,9,2,,4,1,4,4,3,,1,1,2.57
524,"l","A","D","3/31/2014 6:36:29",3,"FL",2,1,2,3,"ICE CAPS MELTING",1,1,2,2,4,2,98,2,2,,,,,,,4,,4,1,,1,,2,,98,1,,,,2,2,,1,,1,,1,,1,,1,,1,3,1,1,2,3,1,2,2,2,4,1,2,0.84
525,"c","B","C","4/2/2014 5:47:04 P",1,"GA",2,98,,,,,,,,,,,,,,,,,,,,98,98,,98,,98,,98,2,,,,1,2,2,1,,1,,1,,1,,1,,2,,3,10,6,,3,1,1,3,3,1,2,1,1.7
526,"c","B","C","4/2/2014 5:39:33 P",1,"NY",1,2,,,,,,,,,,,,,2,"PAST HISTORY",2,1,2,1,,4,4,,4,,4,,4,1,1,,,,1,2,1,,1,,1,,1,,1,,2,,3,9,6,,2,5,4,3,3,1,1,2,3.18
527,"c","B","C","4/3/2014 8:53:34 P",3,"TX",2,1,2,1,"ALL PROBLEMS ON EARTH ARE CAUSED BY HUMANS",8,1,2,4,2,3,1,1,3,,,,,,,,2,4,,2,,1,,4,2,1,,,,1,2,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,2,1,2,2,1,1,0.32
528,"c","A","D","4/9/2014 11:31:13",2,"CA",4,1,1,1,"SCIENTIFIC EVIDENCE",4,1,2,1,1,2,1,1,1,,,,,,,1,,1,1,,1,,1,,2,1,,,,1,2,,2,,,,,,,,,,,3,1,6,,5,2,4,4,3,6,1,2,1.16
529,"l","A","D","4/1/2014 7:55:35 P",3,"HI",4,1,1,1,"EXTREME MELTING OF POLAR ICE CAPS",1,1,4,4,2,4,2,2,2,,,,,,,2,,2,2,,2,,2,,2,,1,,,1,2,,1,,1,,1,,1,,1,,2,3,10,2,,4,5,4,4,1,,1,1,0.52
530,"c","B","C","4/3/2014 8:40:21 P",2,"ID",4,1,2,1,"USED TOO MANY NATURAL RESOURCES",8,1,2,2,1,2,1,1,2,,,,,,,,1,1,,1,,1,,3,2,,,,1,2,2,1,,1,,1,,1,,1,,2,,3,1,7,,4,5,4,4,1,3,1,2,0.95
531,"c","A","D","4/1/2014 7:04:38 P",1,"LA",2,1,2,3,"EARTH GETTING OLD",10,1,2,2,1,2,98,98,4,,,,,,,2,,2,2,,2,,2,,98,,1,,,2,2,,2,,,,,,,,,,,3,2,2,,3,5,98,2,3,1,2,1,2.35
532,"c","A","D","4/3/2014 6:49:10 P",2,"LA",2,1,1,1,"READING INFORMATION",6,4,1,3,3,3,3,1,1,,,,,,,2,,2,1,,4,,4,,1,,,,1,1,3,,1,,1,,1,,2,,,,,3,2,1,2,5,5,1,4,2,4,2,1,1.71
533,"l","B","D","3/31/2014 5:42:42",4,"FL",2,1,1,1,"CLIMATE CHANGE",10,1,1,1,1,1,4,1,1,,,,,,,,98,3,,1,,98,,4,1,,1,,,1,5,,98,,,,,,,,,,,3,1,1,2,5,2,1,3,3,4,2,1,0.47
534,"c","A","C","4/2/2014 6:43:04 P",3,"FL",2,1,1,3,"GLOBAL WARMING",10,1,1,2,3,2,2,2,2,,,,,,,4,,4,2,,2,,3,,2,,,1,,2,98,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,2,1,3,1,2,2,0.65
535,"c","B","C","4/2/2014 5:15:06 P",1,"VA",2,1,1,1,"TEMPERATURES INCREASING ALL OVER",2,1,2,1,1,2,1,1,1,,,,,,,,1,1,,1,,1,,1,2,,,1,,1,98,2,,,,,,,,,,,,3,2,6,,5,2,98,3,2,3,1,1,2.05
536,"l","B","D","3/31/2014 5:36:57",4,"FL",2,2,,,,,,,,,,,,,2,"NORMAL WEATHER PATTERNS",2,2,2,2,,4,4,,4,,4,,4,4,,2,,,,1,,1,,1,,1,,1,,1,,1,3,1,1,2,4,1,2,2,3,,2,2,0.56
537,"c","A","D","4/3/2014 6:19:04 P",1,"TX",2,2,,,,,,,,,,,,,2,"DATA",5,3,1,1,4,,4,4,,4,,4,,4,,,,2,,1,,1,,1,,1,,1,,1,,1,3,1,6,,3,5,4,3,2,3,1,1,1.45
538,"l","A","D","3/31/2014 6:28:29",3,"NY",1,1,2,3,"EXTREME WEATHER CHANGES",3,2,2,2,2,2,2,2,2,,,,,,,98,,98,2,,1,,1,,2,,1,,,1,2,,1,,1,,1,,1,,2,,,3,1,2,,3,1,1,4,3,,2,1,0.6
539,"l","B","C","3/26/2014 8:21:28",3,"NJ",1,1,2,3,"WEATHER",3,2,1,4,4,1,2,2,2,,,,,,,,2,2,,2,,1,,4,2,,,,2,,2,1,,1,,1,,1,,1,,1,,3,1,2,,3,1,4,2,3,6,1,2,0.86
540,"l","B","D","3/26/2014 9:39:10",4,"CA",4,2,,,,,,,,,,,,,1,"CYCLE",2,1,1,1,,4,4,,4,,4,,4,4,,,,2,,1,,1,,1,,1,,1,,1,,2,1,,,,,5,,,2,,1,2,0.84
541,"l","A","C","3/24/2014 6:53:40",3,"IL",3,1,2,1,"WEATHER CHANGES",3,1,1,1,1,2,2,1,1,,,,,,,2,,2,1,,1,,2,,2,,,1,,2,2,2,,,,,,,,,,,,1,1,1,2,5,3,1,3,3,98,1,2,0.63
542,"l","B","C","3/27/2014 8:18:30",3,"CA",4,2,,,,,,,,,,,,,1,"GETTING COOLER",1,1,1,1,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,2,,,,,,,,5,1,,,4,5,3,3,2,,3,2,0.6
543,"l","A","C","3/31/2014 8:59:43",4,"CA",4,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,98,,,2,,,1,1,,1,,1,,1,,1,,1,,5,10,6,,3,5,1,5,2,4,1,2,0.9
544,"l","B","D","3/27/2014 7:38:59",4,"FL",2,2,,,,,,,,,,,,,2,"NONSENSE",9,3,2,1,,4,4,,4,,4,,4,4,,2,,,,1,,2,,,,,,,,,,,5,1,2,,4,1,4,1,3,,2,2,0.56
545,"l","B","D","3/26/2014 6:27:19",3,"NC",2,2,,,,,,,,,,,,,2,"THE SUMMERS HAVE NOT BEEN THAT HOT",1,2,4,4,,2,2,,1,,1,,3,1,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,3,2,2,3,3,2,1,2,0.68
546,"l","A","D","3/26/2014 6:54:35",4,"NJ",1,2,,,,,,,,,,,,,1,"NATURAL CYCLE",2,1,2,3,4,,4,2,,2,,4,,1,,,,2,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,5,5,4,2,3,6,1,2,0.67
547,"l","B","C","3/26/2014 8:43:37",4,"PA",1,1,1,1,"READING",6,1,3,2,3,3,2,1,3,,,,,,,,1,1,,1,,1,,2,2,,,,2,,1,1,,1,,2,,,,,,,,5,1,1,2,5,2,1,4,3,2,1,2,0.49
548,"l","B","C","3/27/2014 8:47:23",3,"PA",1,1,2,1,"LIBERAL MEDIA",6,1,4,2,3,3,4,2,2,,,,,,,,4,4,,1,,1,,4,1,,,,2,,1,1,,,,,,,,,,,,5,1,1,2,4,1,2,2,2,6,1,2,0.68
549,"l","B","D","3/27/2014 8:16:01",1,"PA",1,1,1,1,"READING",6,1,3,1,1,1,1,1,1,,,,,,,,2,2,,2,,2,,2,1,,,,1,2,2,,1,,1,,1,,1,,1,,1,5,1,1,2,2,1,1,3,1,,1,2,1.93
550,"c","A","C","4/2/2014 6:19:24 P",3,"TX",2,1,1,3,"NATURAL PATTERNS AND MANS MISUSE OF FOSSIL FUELS",9,2,1,3,2,3,2,2,2,,,,,,,2,,4,3,,2,,2,,3,,,,1,2,2,1,,1,,1,,1,,1,,1,,5,9,2,,2,1,1,4,2,2,3,1,1.9
551,"l","B","C","3/25/2014 8:39:55",4,"NY",1,1,1,1,"SUMMERS ARE HOTTER",2,1,1,1,2,2,2,1,1,,,,,,,,98,2,,1,,1,,98,2,,1,,,1,2,1,,1,,1,,1,,1,,1,,5,1,2,,4,1,1,4,2,2,1,2,0.46
552,"l","A","C","3/31/2014 9:09:26",4,"NJ",1,1,2,2,"NOT SURE",10,1,2,98,1,2,1,3,4,,,,,,,4,,4,1,,1,,1,,1,1,,,,1,2,1,,1,,1,,1,,1,,1,,5,1,2,,4,1,4,3,2,,1,2,0.56
553,"l","A","C","3/27/2014 8:55:25",2,"CO",4,1,2,1,"WEATHER",3,1,2,3,3,1,3,1,1,,,,,,,2,,2,1,,1,,4,,2,,,,1,1,3,1,,1,,1,,1,,1,,2,,5,1,2,,4,5,4,3,3,6,1,1,0.95
554,"c","B","D","4/1/2014 6:04:45 P",2,"NY",1,2,,,,,,,,,,,,,1,"BIBLE",6,4,4,4,,2,4,,1,,4,,1,1,98,,,,,1,,1,,1,,1,,1,,2,,,1,1,1,1,3,5,2,1,1,3,1,2,1.13
555,"l","A","C","3/27/2014 5:52:29",4,"KY",2,1,1,1,"WEATHER",3,1,1,2,1,1,2,1,1,,,,,,,2,,2,1,,1,,4,,2,,,,2,,2,2,,,,,,,,,,,,1,1,1,2,5,1,1,4,3,5,1,2,0.69
556,"c","B","C","4/10/2014 10:58:41",3,"CA",4,1,1,1,"DATA",4,1,2,2,98,1,1,1,1,,,,,,,,1,1,,1,,1,,4,2,,1,,,1,2,1,,1,,1,,2,,,,,,1,1,3,,5,5,1,5,1,,1,2,0.63
557,"l","A","C","3/24/2014 6:03:15",3,"VT",1,1,1,2,"WEATHER",3,1,1,98,1,1,1,1,1,,,,,,,4,,4,1,,1,,3,,1,,,,2,,1,1,,1,,1,,1,,1,,1,,5,1,2,,2,1,,5,2,1,1,2,1.03
558,"l","A","D","3/26/2014 9:01:08",2,"NJ",1,2,,,,,,,,,,,,,1,"FROM WHAT I HAVE SEEN OF THE WEATHER MYSELF OVER THE YEARS",1,1,4,4,4,,4,1,,3,,4,,1,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,,,4,2,,,2,,2,2,1.05
559,"c","A","D","4/9/2014 11:24:44",3,"NV",4,1,2,1,"POLLUTION AND OVER CROWDING",8,1,3,4,2,2,2,2,2,,,,,,,2,,3,2,,2,,98,,2,,,,2,,1,,1,,1,,1,,1,,1,,1,5,9,2,,1,1,4,3,2,1,3,1,2.95
560,"l","B","C","3/24/2014 8:32:52",4,"NY",1,2,,,,,,,,,,,,,2,"MY OBSERVATIONS",1,1,1,4,,98,4,,2,,4,,3,1,,,2,,,1,1,,1,,1,,1,,1,,1,,5,5,4,,4,5,,98,1,6,2,1,0.56
561,"l","A","C","3/25/2014 7:54:41",3,"NY",1,2,,,,,,,,,,,,,2,"VERY COLD WINTERS",1,2,3,2,3,,4,2,,3,,4,,1,,2,,,,1,1,,1,,1,,1,,2,,,,5,9,2,,2,1,4,3,2,3,2,1,2.4
562,"l","A","D","3/31/2014 6:45:03",2,"WI",3,2,,,,,,,,,,,,,2,"CYCLES OVER THE CENTURIES SHOW THE SAME PATTERNS",2,1,1,3,4,,4,3,,2,,2,,3,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,1,1,4,2,2,1,2,3,2,1,0.77
563,"l","B","D","3/27/2014 7:28:39",4,"NY",1,1,1,3,"RISING TIDES",11,1,2,98,2,2,2,2,2,,,,,,,,1,2,,1,,1,,1,2,,1,,,2,2,,1,,1,,1,,1,,2,,,5,1,2,,4,2,1,3,3,,1,2,0.56
564,"l","B","D","3/26/2014 6:47:24",3,"CO",4,1,1,3,"SCIENTIFIC RESEARCH",4,2,3,2,2,3,3,2,2,,,,,,,,2,2,,2,,2,,2,2,,1,,,1,2,,1,,1,,1,,1,,2,,,5,1,,,5,5,4,4,1,6,1,1,0.53
