"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
425,"C","C","C",2,"MI",3,5,2,1,1,1,"RESEARCH, ARTICLES",4,1,1,2,1,1,2,3,3,2,98,,,,,,,1,1,1,1,1,"ZERO",1,2,4,4,-9,-9,4,1,1,2,98,1,4,1,98,1,2,1,1,7,,5,4,1,5,6,2,"10/24/2016 9:50:50",1.19
426,"C","D","A",2,"WA",4,2,5,2,,,,,,,-9,,,,,,,,1,"RECENT PERSONAL RESEARCH",9,1,1,2,1,1,2,2,1,"25 PERCENT",7,1,4,4,1,-9,-9,1,4,1,4,2,4,2,2,1,2,5,1,6,,3,5,4,1,4,1,"10/24/2016 9:51:20",1.03
427,"C","C","C",1,"TX",2,2,2,1,1,3,"SCIENCE AND EDUCATION",4,2,2,-9,1,1,2,2,4,2,2,,,,,,,1,2,1,2,2,"$5.00",2,2,2,2,-9,-9,2,2,2,2,2,2,3,2,3,2,1,2,10,2,,3,5,4,3,6,2,"10/24/2016 9:58:03",1.16
428,"C","D","B",3,"CA",4,2,5,1,1,1,"WEATHER CONDITIONS CHANGED SIGNIFICANTLY",3,1,1,1,1,1,1,2,2,1,2,,,,,,,1,2,1,1,4,"$100.00",3,98,4,4,-9,1,-9,1,98,1,4,1,3,1,98,1,2,5,1,1,1,5,1,1,4,4,2,"10/24/2016 9:59:39",1.04
429,"C","A","B",3,"WI",3,5,5,2,,,,,,,-9,,,,,,,,2,"HUMAN FACTOR",9,1,4,2,4,4,4,4,4,"ZERO",1,4,4,4,-9,4,-9,4,4,4,4,4,4,1,1,1,1,1,1,6,,5,1,4,1,5,1,"10/25/2016 10:03:0",0.43
430,"C","C","B",3,"TX",2,1,2,2,,,,,,,-9,,,,,,,,1,"TEMPS ALWAYS THE SAME",1,1,2,2,2,2,2,2,2,"ZERO",1,1,2,2,-9,4,-9,1,1,4,1,2,2,2,2,2,3,1,9,2,,2,1,1,5,2,2,"10/25/2016 4:16:53",2.71
431,"C","D","C",4,"FL",2,5,5,2,,,,,,,-9,,,,,,,,1,"NO FACTS",3,2,4,2,4,4,3,1,2,"ZERO",1,2,98,2,-9,-9,2,4,2,4,98,98,1,98,2,3,1,3,1,1,1,5,1,2,2,3,1,"10/25/2016 4:26:52",0.36
432,"C","C","B",3,"FL",2,5,5,1,3,2,"ICE MELTING",1,3,1,1,2,2,4,4,4,4,4,,,,,,,98,3,1,3,3,"ZERO",1,2,2,1,-9,3,-9,2,3,2,3,3,3,4,3,2,3,1,1,1,1,5,4,2,1,6,2,"10/25/2016 4:33:02",0.89
433,"C","D","A",2,"PA",1,1,2,1,2,1,"NEWS ARTICLES",6,2,1,1,1,2,2,2,2,2,2,,,,,,,2,2,2,2,2,"$100.00",3,2,3,3,2,-9,-9,1,2,2,98,2,4,2,3,1,2,6,1,7,,4,5,1,5,5,2,"10/25/2016 4:35:17",1.19
434,"C","C","C",1,"MI",3,1,2,1,1,2,"EVIDENCE NEWS REPORTS",4,3,1,1,2,3,3,4,4,4,4,,,,,,,4,2,3,1,2,"$10.00",2,3,4,3,-9,-9,4,1,2,4,3,2,4,1,3,1,3,1,10,6,,3,4,3,,2,2,"10/25/2016 4:41:23",1.22
435,"C","D","C",2,"NJ",1,2,2,1,1,98,"UNSTABLE",10,3,1,1,1,1,1,2,3,3,1,,,,,,,4,2,1,2,98,"NOT SURE",98,1,2,4,-9,-9,2,1,2,2,3,98,2,1,98,98,2,1,9,2,,2,5,4,4,1,1,"10/25/2016 4:53:27",2.66
436,"C","D","C",1,"OH",3,1,1,1,1,1,"BURNING FOSSIL FUEL",8,1,1,1,1,1,1,1,1,1,1,,,,,,,1,2,1,1,3,"$10.00",2,1,4,2,-9,-9,1,1,1,1,1,2,3,1,1,1,1,2,2,4,,3,5,1,3,3,1,"10/25/2016 4:56:20",1.53
437,"C","C","B",4,"WA",4,5,2,1,1,3,"TRUST THE SCIENTISTS",4,1,2,-9,2,1,1,2,3,1,1,,,,,,,3,3,3,3,3,"ZERO",1,2,3,2,-9,98,-9,1,2,2,3,2,2,2,2,1,2,1,1,,,2,1,4,3,,1,"10/25/2016 4:57:02",0.47
438,"C","D","B",1,"WI",3,5,5,1,1,2,"NATURAL PATTERNS",9,3,2,-9,2,2,3,3,4,2,2,,,,,,,3,4,3,2,3,"ZERO",1,3,2,3,-9,4,-9,3,3,3,3,3,3,2,2,2,3,2,1,1,1,4,5,2,1,6,2,"10/25/2016 5:06:48",0.94
439,"C","D","C",3,"PA",1,1,1,1,1,2,"CYCLES",9,3,98,1,2,1,3,1,2,2,2,,,,,,,4,4,1,4,1,"$5.00",2,4,1,98,-9,-9,4,1,1,4,4,1,4,1,98,1,1,1,1,1,1,4,1,4,1,,2,"10/25/2016 5:11:43",0.99
440,"C","C","B",4,"OK",2,3,5,1,3,2,"ITS GETTING WARMER",2,3,98,1,2,3,3,4,4,4,4,,,,,,,3,3,3,4,3,"ZERO",1,3,3,3,-9,3,-9,3,2,3,3,3,3,3,3,4,3,1,10,1,1,5,5,1,2,1,2,"10/25/2016 5:15:16",0.99
441,"C","C","B",3,"MI",3,5,2,1,2,98,"WEATHER IN MICHIGAN",3,3,1,98,2,1,2,2,2,2,2,,,,,,,98,2,2,98,2,"NOT SURE",98,98,3,2,-9,2,-9,2,2,3,3,2,3,2,98,2,2,2,1,7,,1,5,4,3,1,1,"10/25/2016 5:27:24",1
442,"C","D","B",2,"MD",2,2,5,1,1,3,"SCIENTIFIC EVEIDENCE",4,1,1,1,1,1,2,2,2,1,1,,,,,,,1,1,1,1,3,"NOT SURE",98,4,2,3,-9,1,-9,1,1,2,4,1,2,1,4,1,2,6,1,2,,5,4,4,4,6,2,"10/25/2016 5:19:42",1.19
443,"C","D","C",1,"FL",2,1,1,1,1,3,"COMBINATION",10,2,1,1,2,1,1,1,1,1,1,,,,,,,4,4,2,1,4,"$10.00",2,4,1,1,-9,-9,4,1,1,4,1,1,3,1,1,1,2,1,9,6,,4,5,4,5,2,1,"10/25/2016 5:31:42",2.22
444,"C","C","B",4,"OH",3,5,2,2,,,,,,,-9,,,,,,,,1,"NORMAL CLIMATE PATTERNS",2,2,1,1,2,2,3,1,3,"ZERO",1,3,3,2,-9,2,-9,1,4,4,3,2,3,2,3,1,3,4,1,1,2,3,1,2,1,1,1,"10/25/2016 5:39:15",0.51
445,"C","D","A",3,"CT",1,1,4,1,2,1,"CO2 POLLUTION",8,2,1,1,1,2,3,2,3,2,2,,,,,,,1,1,2,1,2,"$150.00",4,2,4,3,3,-9,-9,2,2,3,2,2,3,2,3,2,2,4,1,2,,2,1,4,3,2,1,"10/25/2016 5:41:18",0.67
446,"C","D","B",3,"IL",3,2,2,1,1,1,"RECORDS BROKEN",2,1,1,1,1,1,1,1,1,1,1,,,,,,,2,3,2,2,3,"ZERO",1,3,2,2,-9,2,-9,2,2,3,3,2,3,2,3,1,2,2,1,2,,4,5,1,3,5,1,"10/25/2016 5:49:06",0.48
447,"C","D","A",4,"MN",3,4,1,1,1,1,"MELTING OF POLAR CAPS",1,1,1,1,1,1,2,4,2,2,1,,,,,,,4,4,2,2,4,"ZERO",1,4,4,2,4,-9,-9,2,4,4,4,2,3,2,4,1,2,1,1,1,1,4,1,1,3,6,1,"10/25/2016 5:51:30",0.34
448,"C","C","B",1,"TX",2,2,1,1,1,2,"WATCHING PATTERNS OVER THE PAST MILLION YEARS",9,1,1,1,1,2,2,2,2,3,2,,,,,,,1,2,2,2,2,"$15.00",2,1,4,1,-9,1,-9,1,1,1,4,2,4,1,4,1,3,2,9,6,,4,1,1,3,2,2,"10/25/2016 5:51:58",2.63
449,"C","D","C",4,"NJ",1,1,1,1,1,1,"FOSSIL FUELS",8,2,1,1,1,1,1,2,1,2,2,,,,,,,1,3,2,2,4,"$1.00",2,2,2,1,-9,-9,4,3,4,3,98,98,98,1,4,4,1,2,1,1,1,3,1,2,1,4,1,"10/25/2016 5:54:14",0.54
450,"C","C","B",4,"FL",2,1,1,1,1,1,"FROM WHAT SHES READ AND HEARD",6,2,1,1,1,1,1,3,1,1,1,,,,,,,2,2,2,2,2,"$1.00",2,3,2,2,-9,2,-9,1,2,2,3,2,3,2,98,2,3,2,1,1,2,3,5,1,2,6,2,"10/25/2016 5:54:31",0.8
451,"C","D","A",3,"MD",2,2,3,1,1,3,"SCIENCE",4,2,1,1,2,1,1,1,4,1,1,,,,,,,3,3,1,3,4,"ZERO",1,1,4,2,1,-9,-9,1,1,98,98,1,4,1,3,1,98,2,1,1,2,4,1,2,2,4,2,"10/25/2016 5:56:59",1.09
452,"C","C","B",4,"FL",2,1,3,1,1,2,"WARMER TEMPS",2,2,2,-9,1,2,2,4,2,4,4,,,,,,,3,3,4,3,3,"ZERO",1,3,98,98,-9,3,-9,3,2,3,3,3,3,2,3,2,2,1,1,,,,,,,,2,"10/25/2016 6:03:25",0.84
453,"C","D","C",3,"NC",2,1,1,1,1,2,"NATURAL PATTERN",9,1,1,98,2,1,1,1,2,1,1,,,,,,,4,4,4,1,4,"ZERO",1,4,1,1,-9,-9,4,1,4,4,1,4,1,4,4,4,2,1,10,6,,5,1,1,1,3,2,"10/25/2016 6:03:51",1.13
454,"C","C","A",1,"MI",3,3,5,1,3,2,"NOT SURE",10,3,1,1,1,4,4,4,4,4,4,,,,,,,4,4,4,4,4,"ZERO",1,4,4,3,3,-9,-9,2,2,4,3,4,2,2,3,2,3,1,1,1,1,2,5,4,3,2,1,"10/25/2016 6:05:35",0.67
455,"C","D","B",4,"MI",3,2,5,1,2,2,"TECHNOLOGY",8,2,2,-9,1,2,98,1,98,2,1,,,,,,,2,3,2,2,2,"$5.00",2,3,2,98,-9,2,-9,98,2,3,98,2,2,2,2,2,3,2,1,1,1,3,1,2,1,98,2,"10/25/2016 6:07:02",0.85
456,"C","C","C",3,"HI",4,1,1,1,1,1,"WEATHER AWARENESS",3,1,1,1,1,1,1,1,3,3,3,,,,,,,98,3,2,3,3,"$1.00",2,2,3,3,-9,-9,3,4,4,4,3,3,1,1,3,3,2,1,1,2,,5,5,4,5,6,1,"10/25/2016 6:13:01",0.48
457,"C","D","C",4,"AL",2,5,3,2,,,,,,,-9,,,,,,,,1,"CONFUSING DATA",3,4,3,1,4,4,4,1,1,"ZERO",1,4,4,4,-9,-9,4,4,4,4,98,98,2,1,98,98,1,1,1,1,2,4,1,4,2,4,1,"10/25/2016 6:16:34",0.49
458,"C","C","B",3,"MN",3,2,2,1,1,1,"TEMPS SET NEW RECRODS EACH YEAR",2,1,1,1,1,2,2,4,2,2,2,,,,,,,4,1,1,1,4,"10 PERCENT",7,2,2,3,-9,1,-9,1,4,4,4,2,4,1,4,1,2,2,10,1,2,3,5,1,2,2,1,"10/25/2016 6:22:10",0.81
459,"C","D","A",1,"NJ",1,2,1,1,1,3,"SCIENCE",4,2,1,1,98,2,2,1,2,2,3,,,,,,,98,3,1,98,3,"NOT SURE",98,1,3,98,98,-9,-9,1,1,98,4,2,4,2,98,1,3,3,10,2,,3,5,1,4,2,1,"10/25/2016 6:24:54",0.81
460,"C","C","A",2,"CA",4,2,2,1,2,1,"CARS AND TRUCKS ON THE ROAD",8,2,1,1,2,4,2,2,2,2,4,,,,,,,2,4,4,4,2,"ZERO",1,1,4,2,2,-9,-9,2,2,1,4,2,4,2,2,2,2,1,,,,3,5,2,3,,1,"10/25/2016 6:25:30",1.1
461,"C","D","B",4,"KS",3,5,2,1,1,1,"ICECAPS ARE MELTING",1,1,1,1,98,1,2,2,2,2,1,,,,,,,2,2,2,2,2,"$100.00",3,3,3,2,-9,2,-9,2,2,3,98,3,3,2,98,2,2,4,1,1,1,3,1,4,2,2,1,"10/25/2016 6:30:15",0.45
462,"C","C","B",3,"IL",3,2,2,1,2,3,"GLACIERS ARE MELTING",1,2,98,1,1,1,3,3,4,3,3,,,,,,,98,2,3,4,1,"ZERO",1,2,2,98,-9,2,-9,2,2,3,3,2,3,2,2,1,3,1,1,2,,3,1,2,2,4,1,"10/25/2016 6:33:23",0.73
463,"C","D","C",3,"TX",2,1,2,1,1,2,"NATURAL PATTERNS",9,1,2,-9,1,1,1,1,2,1,1,,,,,,,2,4,1,4,4,"$20.00",2,3,4,2,-9,-9,4,2,3,4,4,1,2,1,1,1,2,3,2,6,,5,5,4,4,5,1,"10/25/2016 6:34:16",1.31
464,"C","C","A",2,"FL",2,1,5,1,1,1,"POLAR ICE CAPS",1,2,1,1,1,2,2,1,2,1,1,,,,,,,3,2,2,1,3,"ZERO",1,1,3,4,1,-9,-9,1,1,3,4,2,4,1,2,1,2,5,1,1,1,1,1,2,2,1,1,"10/25/2016 6:37:05",1.3
465,"C","D","C",2,"IA",3,1,1,1,1,1,"WEATHER REPORTS",3,1,1,1,1,2,2,2,2,2,4,,,,,,,3,2,3,2,4,"$10.00",2,1,3,1,-9,-9,4,1,1,3,2,2,3,1,2,2,2,1,1,1,1,4,1,4,,,1,"10/25/2016 6:37:51",0.88
466,"C","C","B",2,"NY",1,2,4,1,1,3,"CHANGES IN WEATHER",3,3,1,1,1,3,3,2,3,2,2,,,,,,,2,2,2,2,4,"ZERO",1,2,3,3,-9,3,-9,1,2,2,3,2,3,2,3,1,3,3,9,,,1,1,4,2,4,1,"10/25/2016 6:45:45",2.96
467,"C","D","B",4,"OH",3,5,5,2,,,,,,,-9,,,,,,,,1,"THE MOUNTAINS  CAME FROM THE ICE AGE",2,1,2,2,4,4,4,4,4,"NOT SURE",98,1,98,1,-9,4,-9,3,3,4,98,3,2,2,2,3,1,1,1,1,2,3,1,2,2,6,1,"10/25/2016 6:45:49",0.39
468,"C","D","B",1,"OK",2,5,5,2,,,,,,,-9,,,,,,,,1,"LIBERALS TO PUSH THEIR AGENDAS",7,4,3,1,98,2,4,2,2,"ZERO",1,2,3,3,-9,2,-9,2,2,3,3,2,2,2,3,1,3,1,1,1,2,4,1,2,2,4,1,"10/25/2016 6:47:07",0.68
469,"C","D","A",3,"IL",3,5,5,1,1,3,"NEWS",6,1,1,1,1,1,2,4,4,1,1,,,,,,,1,2,1,1,3,"10 PERCENT",7,4,3,4,1,-9,-9,1,1,98,4,3,4,1,98,1,2,3,1,1,2,5,1,1,3,4,1,"10/25/2016 6:50:14",0.63
470,"C","C","A",2,"FL",2,2,,1,1,1,"I HAVE EXPERIENCED IT",2,1,1,1,1,1,1,3,3,3,1,,,,,,,98,2,1,1,1,"NOT SURE",98,2,4,4,1,-9,-9,1,1,1,3,98,4,2,2,1,2,3,1,6,,4,5,4,3,2,2,"10/25/2016 6:52:25",1.3
471,"C","D","A",2,"WI",3,2,4,1,2,3,"FOSSIL FUELS",8,2,1,2,2,1,2,2,2,2,2,,,,,,,1,1,1,1,1,"$100.00",3,1,2,3,1,-9,-9,1,1,1,4,1,4,1,3,1,2,3,5,6,,2,,98,98,1,1,"10/25/2016 6:55:25",1.76
472,"C","D","C",1,"CA",4,3,3,1,1,1,"NEWS, ARTICLES ON LINE",6,1,1,1,1,1,1,2,2,3,2,,,,,,,1,1,2,1,2,"$1.00",2,2,2,3,-9,-9,1,1,1,2,4,1,4,1,2,1,2,3,1,6,,3,5,1,4,1,2,"10/25/2016 7:01:44",1.11
473,"C","C","B",2,"AZ",4,2,2,1,2,2,"CLIMATE CHANGES",10,2,2,-9,2,2,4,4,4,2,4,,,,,,,4,4,4,4,4,"ZERO",1,98,3,3,-9,4,-9,3,4,4,4,2,3,3,98,1,1,1,1,2,,3,5,4,3,4,1,"10/25/2016 7:06:03",1.03
474,"C","B","A",1,"AK",4,5,1,1,1,98,"RISING TEMPS",2,1,1,1,1,1,2,3,3,2,2,,,,,,,3,3,3,4,4,"$10.00",2,2,2,3,4,-9,-9,1,1,4,4,2,2,1,3,2,1,3,10,6,,3,5,2,2,3,2,"10/25/2016 7:29:39",1.23
475,"C","A","A",2,"TX",2,1,1,1,2,1,"MORE PEOPLE PRODUCE MORE POLLUTION",8,4,1,1,1,1,2,1,3,1,1,,,,,,,98,3,2,2,2,"ZERO",1,2,3,98,98,-9,-9,2,2,98,3,2,3,2,2,2,98,1,1,1,2,3,1,4,3,,2,"10/25/2016 7:31:02",1.34
476,"C","A","A",2,"FL",2,1,5,1,1,1,"MORE WARMER LESS WINTER",2,1,1,1,1,1,1,2,1,1,1,,,,,,,3,3,3,3,3,"ZERO",1,3,3,3,3,-9,-9,2,2,2,3,2,3,2,3,1,3,1,10,,,4,5,,3,,1,"10/25/2016 7:33:31",1.05
477,"C","B","A",3,"NC",2,5,5,1,2,2,"NATURAL ROTATION",9,4,2,-9,2,1,4,2,3,2,1,,,,,,,3,3,2,4,3,"ZERO",1,3,3,3,3,-9,-9,2,2,3,3,2,3,2,98,2,3,1,1,1,2,2,1,1,3,,1,"10/25/2016 7:40:55",0.66
478,"C","A","A",2,"TN",2,2,5,1,1,1,"THE STUDIES",4,2,1,1,1,1,2,1,3,4,1,,,,,,,3,3,3,2,98,"1 PERCENT",7,3,3,98,1,-9,-9,1,2,3,4,2,3,98,3,1,2,98,1,1,1,3,5,1,3,6,2,"10/25/2016 7:47:34",1.29
479,"C","B","A",1,"AL",2,1,5,1,1,3,"GARBAGE AND NOT RECYCLING",8,2,1,1,1,1,1,2,4,1,1,,,,,,,3,2,2,2,2,"ZERO",1,3,98,2,2,-9,-9,2,2,4,2,2,3,2,2,2,3,1,2,1,1,3,1,1,3,2,2,"10/25/2016 7:53:57",1.93
480,"C","A","A",3,"TX",2,1,3,1,1,1,"FOSSIL FUELS",8,4,2,-9,2,1,1,1,2,2,1,,,,,,,4,4,4,4,4,"ZERO",1,4,4,1,4,-9,-9,1,1,4,98,1,98,1,4,1,2,1,,,,,5,,,,1,"10/25/2016 7:55:03",0.79
481,"C","B","B",1,"IL",3,5,5,1,1,3,"HUMAN ERRORS AND ACTIONS",8,3,1,1,1,1,2,1,2,2,2,,,,,,,4,1,1,1,1,"ZERO",1,1,4,98,-9,1,-9,1,1,1,4,1,4,1,4,4,1,1,1,1,2,2,5,98,2,,1,"10/25/2016 7:58:26",0.66
482,"C","A","C",4,"IL",3,1,2,1,1,1,"WARMER TEMPS IN WINTER",2,1,1,1,1,2,1,1,1,2,1,,,,,,,2,4,3,4,4,"ZERO",1,2,4,2,-9,-9,4,2,4,3,3,2,2,2,2,1,1,1,1,6,,2,1,1,1,5,2,"10/25/2016 8:00:10",0.78
483,"C","A","A",1,"TX",2,2,2,1,1,2,"POLLUTION",8,3,1,1,1,2,2,1,2,3,1,,,,,,,2,2,2,2,2,"ZERO",1,3,2,3,1,-9,-9,2,1,2,3,3,3,3,2,2,3,1,2,1,1,4,5,1,4,6,1,"10/25/2016 8:04:04",1.41
484,"C","B","A",4,"TX",2,1,2,1,2,1,"MY WHOLE ENVIRONMENT",2,2,1,1,1,1,1,2,1,3,2,,,,,,,2,2,3,3,3,"ZERO",1,3,3,2,3,-9,-9,2,4,4,2,2,2,2,3,2,3,1,1,,,3,1,2,3,2,1,"10/25/2016 8:08:09",0.45
485,"C","A","C",2,"IL",3,5,2,1,1,1,"MEDIA INFORMATION",6,1,1,1,1,2,2,1,3,2,2,,,,,,,1,1,2,2,4,"ZERO",1,4,4,2,-9,-9,4,2,4,1,2,2,3,2,2,1,2,1,1,2,,2,1,1,1,5,2,"10/25/2016 8:10:33",1.27
486,"C","B","B",1,"IL",3,1,5,1,1,1,"POLLUTION",8,2,1,1,1,1,2,1,3,2,2,,,,,,,1,1,4,1,1,"$5.00",2,1,1,98,-9,4,-9,1,1,1,4,1,4,1,98,1,1,4,1,7,,2,5,4,4,2,1,"10/25/2016 8:13:09",0.67
487,"C","A","A",4,"CA",4,1,5,1,1,3,"THE CARBON DIOXIDE IS RISING",8,1,1,1,1,1,1,2,2,2,1,,,,,,,4,3,2,2,2,"10 PERCENT",7,1,3,1,2,-9,-9,1,1,1,2,2,3,1,3,2,2,4,1,1,2,5,5,2,3,3,1,"10/25/2016 8:19:23",0.36
488,"C","B","B",2,"CO",4,5,5,1,1,3,"HISTORY",10,2,98,2,1,4,4,4,4,3,2,,,,,,,4,4,98,3,1,"ZERO",1,2,4,2,-9,4,-9,2,98,4,3,98,1,2,2,3,2,4,1,1,2,3,1,2,2,6,1,"10/25/2016 8:24:44",0.88
489,"C","A","B",4,"VA",2,5,3,1,1,2,"IT IS A NATURAL PATTERN",9,3,1,1,1,2,3,4,2,3,3,,,,,,,2,2,2,2,3,"$1.00",2,2,2,2,-9,4,-9,2,2,3,98,98,3,1,98,2,2,1,1,1,1,2,1,4,98,1,2,"10/25/2016 8:26:26",0.95
490,"C","B","C",1,"TX",2,2,5,1,1,1,"READING SCIENCE PAPERS",6,1,1,1,1,1,3,1,2,1,3,,,,,,,2,2,3,1,3,"$100.00",3,1,3,4,-9,-9,2,2,1,1,3,1,2,1,2,1,2,4,1,6,,5,5,4,4,3,1,"10/25/2016 8:27:15",0.55
491,"C","A","C",4,"PA",1,1,1,1,1,3,"ATOMIC WEAPONS",8,1,1,1,1,1,1,1,2,1,1,,,,,,,2,3,2,2,1,"ZERO",1,3,3,2,-9,-9,4,1,2,98,3,2,3,2,3,1,2,1,,,,3,5,,2,,1,"10/25/2016 8:31:07",0.61
492,"C","A","C",1,"OH",3,2,2,1,2,1,"POLLUTION",8,2,1,1,1,2,2,2,3,2,2,,,,,,,2,3,2,1,1,"$20.00",2,2,3,2,-9,-9,3,1,2,2,4,2,3,3,3,1,2,3,1,1,2,3,5,1,3,1,2,"10/25/2016 8:33:45",1.11
493,"C","B","C",4,"WY",4,4,5,2,,,,,,,-9,,,,,,,,1,"SEASONAL CHANGES",2,1,4,2,4,4,3,4,4,"ZERO",1,4,4,2,-9,-9,4,4,4,4,98,2,1,4,1,4,1,1,1,1,2,2,1,2,1,4,1,"10/25/2016 8:33:55",0.57
494,"C","A","B",1,"CA",4,1,5,1,1,1,"HUMAN FACTOR",8,1,1,1,1,1,2,2,3,2,2,,,,,,,4,1,1,1,4,"$20.00",2,1,1,1,-9,1,-9,1,1,1,4,1,4,1,3,4,2,3,1,6,,2,5,4,3,2,1,"10/25/2016 8:37:23",0.67
495,"C","A","C",4,"FL",2,1,5,1,4,3,"EMISSIONS AND TOO MUCH DRILLING FOR OIL",8,2,1,1,1,2,2,2,2,2,2,,,,,,,3,4,2,2,2,"ZERO",1,2,3,98,-9,-9,4,1,3,98,3,3,3,2,3,1,3,1,1,,,2,1,2,2,,2,"10/25/2016 8:39:18",0.88
496,"C","B","B",2,"NJ",1,2,4,2,,,,,,,-9,,,,,,,,2,"CYCLCLE",2,2,98,98,2,2,1,98,1,"$20.00",2,3,4,3,-9,3,-9,2,1,2,4,2,4,2,98,2,98,2,1,1,2,5,5,1,4,6,2,"10/25/2016 8:41:40",1.19
497,"C","A","C",1,"ME",1,1,2,1,1,1,"NY TIMES",6,1,1,1,1,2,2,2,2,2,2,,,,,,,1,1,1,1,1,"NOT SURE",98,2,4,2,-9,-9,1,2,1,1,98,2,4,98,98,2,2,5,1,2,,5,2,4,3,3,1,"10/25/2016 8:41:51",0.55
498,"C","A","C",1,"OR",4,2,4,98,,,,,,,-9,,,,,,,,,,,,,,2,2,2,1,1,"$100.00",3,2,3,3,-9,-9,3,2,2,2,98,98,98,98,98,2,3,1,1,6,,2,6,98,98,1,1,"10/25/2016 8:42:01",0.73
499,"C","B","C",1,"IL",3,5,1,1,1,3,"SUN GETTING CLOSER TO EARTH",10,4,2,-9,2,4,1,1,2,1,1,,,,,,,98,3,2,2,2,"ZERO",1,4,2,3,-9,-9,4,2,3,2,3,3,3,2,3,2,1,1,10,1,2,3,1,1,5,1,2,"10/25/2016 8:54:29",1.28
500,"C","A","C",4,"AZ",4,3,2,1,1,2,"WARMER WINTERS",2,1,1,1,1,1,2,98,2,4,2,,,,,,,4,4,4,1,4,"ZERO",1,2,2,2,-9,-9,2,98,4,4,98,98,2,98,2,1,98,1,1,1,2,4,3,1,1,5,2,"10/25/2016 8:59:35",0.7
501,"C","A","B",2,"NM",4,2,2,1,1,3,"COMBINATION",10,2,1,1,1,1,2,1,1,1,1,,,,,,,1,1,1,1,4,"$10.00",2,1,1,4,-9,1,-9,1,1,1,4,1,4,1,4,1,2,4,1,7,,4,5,4,5,5,1,"10/25/2016 9:00:39",0.78
502,"C","B","B",2,"MA",1,1,1,1,1,1,"CARBON DIOXIDE",8,1,1,2,1,1,1,1,1,2,1,,,,,,,1,2,98,1,98,"NOT SURE",98,4,4,3,-9,2,-9,1,1,2,3,2,4,1,3,1,2,6,5,1,1,4,98,1,1,6,1,"10/25/2016 9:05:08",1.56
503,"C","B","C",1,"UT",4,1,5,1,2,1,"POLLUTION",8,4,98,2,2,4,4,4,4,4,4,,,,,,,98,98,98,98,98,"$100.00",3,2,2,3,-9,-9,4,2,1,98,3,2,3,2,3,3,2,1,1,6,,2,5,4,3,1,1,"10/25/2016 9:08:24",0.73
504,"C","B","B",4,"IN",3,2,4,1,1,98,"SUN IS HOTTER",10,3,1,1,1,98,1,2,4,1,1,,,,,,,4,1,1,1,4,"ZERO",1,98,4,98,-9,1,-9,1,4,1,2,98,98,1,98,1,98,1,1,1,2,3,1,98,3,,1,"10/25/2016 9:14:01",0.44
505,"C","A","C",1,"AZ",4,2,1,1,1,3,"HUMAN ACTIVITY AND POLLUTION",8,1,1,1,1,1,2,4,4,1,1,,,,,,,1,4,4,1,4,"ZERO",1,1,4,2,-9,-9,1,1,4,4,4,1,4,2,4,1,2,1,1,6,,2,3,4,1,5,2,"10/25/2016 9:14:59",0.97
506,"C","B","C",1,"CA",4,2,2,1,1,1,"WILD FIRES AND THE WAR",10,3,1,1,2,1,1,1,3,1,1,,,,,,,4,3,2,1,3,"10 CENTS A GALLON",7,2,3,2,-9,-9,2,2,2,2,98,2,2,2,98,2,2,2,1,1,2,3,5,4,3,98,1,"10/25/2016 9:16:11",0.63
507,"C","A","C",4,"WI",3,2,2,1,2,1,"AVERAGE TEMPERATURE IS INCREASING AS THE YEARS GO ON",2,1,1,98,1,2,2,1,2,3,2,,,,,,,2,2,1,1,2,"ZERO",1,2,4,2,-9,-9,2,2,2,2,4,1,4,2,4,2,2,1,2,1,1,3,1,1,2,6,1,"10/25/2016 9:21:18",1.27
508,"C","B","C",3,"IL",3,1,5,1,1,1,"SCIENCE",4,1,1,1,1,1,2,1,3,1,1,,,,,,,1,1,1,1,4,"ZERO",1,2,1,2,-9,-9,1,2,1,4,3,2,1,2,2,1,2,1,1,1,2,2,1,4,1,4,2,"10/25/2016 9:27:56",1.17
