"Respnum","sample","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_unipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","gw_sciencelimitimpact","gw_geoengrharm","gw_geoengr","gw_adapt","gw_adapteasy","govt_fed","govt_state","govt_local","gastax_support_v2","gastax_support_fee","captrade_support_limit","captrade_support_cap","electrictax_support_v2","electrictax_support_v3","captrade_support_v1","captrade_rev4renewbls","captrade_rev4debt","carbontax_support","carbontax_rev4renewbls","carbontax_rev4debt_v1","carbontax_rev4inctax","carbontax_revfed_v1","carbontax_revstate","willing2pay_list","intl_support_v1","intl_support_cost","intl_support_china_v1","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
456,"B",12,12,4,"CA",4,1,2,1,1,1,"HUMAN ACTIVITY AND DEVELOPING COUNTRIES",8,1,4,2,4,,3,4,2,2,2,,,,,,,4,4,,4,3,98,98,98,4,3,1,2,3,,1,,2,,98,2,2,98,2,2,,3,,1,3,98,98,98,2,1,7,,4,2,1,3,4,1,0.31
457,"A",12,12,4,"ND",3,1,1,2,2,3,"PATTERNS REPEATING YEAR AFTER YEAR",9,1,3,4,3,4,,3,1,3,3,,,,,,,4,4,1,4,4,4,1,4,4,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,2,,2,1,1,2,1,2,0.9
458,"B",12,12,2,"NJ",1,1,1,2,1,2,"WARMER IN PLACES",2,2,1,2,2,,2,98,2,2,2,,,,,,,3,4,1,2,2,4,1,4,2,2,2,2,2,,2,,1,,1,1,2,2,4,2,,1,,1,3,1,1,4,2,5,5,,5,1,4,4,6,1,1.59
459,"B",12,12,4,"MI",3,2,,,,,,,,,,,,,,,,,2,"HISTORY",2,4,4,1,1,1,1,1,4,4,1,4,98,2,1,1,1,,2,,1,,2,2,2,2,4,4,,4,,4,1,1,1,1,2,1,2,,3,1,4,3,3,2,0.78
460,"B",12,12,2,"MD",2,1,1,3,1,1,"ATMOSPHERE AND WEATHER",3,1,1,1,1,,1,2,1,1,1,,,,,,,4,3,3,3,4,3,2,3,3,4,1,1,1,,1,,1,,1,2,2,2,2,1,,2,,1,3,1,2,3,3,1,6,,3,5,,,,2,1.31
461,"B",12,12,4,"WI",3,1,1,1,2,2,"ICE CAPS DIMINISHING",1,1,4,3,3,,4,4,2,4,4,,,,,,,4,2,3,3,4,3,1,4,2,4,1,2,2,,1,,1,,1,1,1,2,1,1,,1,,5,5,1,1,2,1,1,1,2,4,98,4,3,6,1,0.31
462,"B",12,12,2,"LA",2,1,2,3,2,1,"POLAR ICE MELTING",1,1,1,1,2,,2,2,1,1,1,,,,,,,4,4,4,4,4,4,3,4,4,4,1,1,1,,1,,98,,1,98,2,4,1,1,,1,,1,5,1,1,1,1,1,6,,4,5,1,5,6,1,0.84
463,"A",12,12,2,"ID",4,1,1,3,2,2,"WEATHER",3,2,2,3,2,2,,2,2,2,2,,,,,,,2,3,98,98,2,2,2,2,3,3,2,2,2,2,,1,,2,,2,2,4,4,4,4,,1,,1,4,4,4,3,1,6,,4,1,4,3,4,2,0.94
464,"B",12,12,3,"GA",2,2,,,,,,,,,,,,,,,,,1,"MAN CAN NOT CHANGE THE EARTHS TEMPERATUR",9,1,2,2,1,2,2,1,2,4,3,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,1,1,1,2,4,1,2,2,6,1,0.26
465,"B",12,12,3,"AL",2,1,1,2,2,2,"CHANGES IN THE WEATHER",3,1,1,3,1,,4,1,3,2,1,,,,,,,2,1,2,2,4,2,1,1,4,4,1,1,1,,2,,1,,1,2,4,4,4,4,,4,,1,3,1,1,1,1,1,1,1,5,1,4,2,3,2,0.31
466,"B",12,12,2,"NY",1,1,1,3,1,1,"INCREASE IN TEMPERATURE AND STORMS",2,1,1,3,1,,3,3,1,2,1,,,,,,,4,3,3,3,4,4,2,4,4,4,1,1,1,,2,,1,,2,1,1,1,4,4,,4,,1,2,1,2,4,2,2,1,2,4,1,1,4,2,1,1.23
467,"A",12,12,3,"TX",2,1,1,1,1,1,"POLLUTION AND OZONE LAYERS",8,2,2,2,2,2,,2,2,2,2,,,,,,,4,4,4,4,4,3,2,3,2,2,1,1,1,2,,1,,2,,1,1,2,3,3,3,,1,,3,1,2,3,2,1,6,,2,1,,,,1,0.75
468,"B",12,12,2,"NJ",1,1,2,98,1,2,"WEATHER",3,98,1,2,1,,2,1,3,2,1,,,,,,,4,3,98,2,4,98,98,3,2,2,1,2,2,,2,,2,,1,98,98,2,2,2,,2,,98,1,98,98,98,2,2,2,,2,1,1,3,1,2,1.82
469,"B",12,12,4,"OR",4,2,,,,,,,,,,,,,,,,,2,"NATURAL PATTERNS",2,2,2,2,1,1,1,1,1,4,1,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,1,3,,3,1,4,98,,2,0.78
470,"A",12,12,2,"PA",1,1,2,98,98,3,"CLIMATE CHANGE",2,2,1,3,3,98,,2,3,3,3,,,,,,,3,3,98,2,3,3,2,3,3,3,2,2,2,2,,2,,2,,4,3,3,4,3,3,,1,,4,2,2,3,1,1,,,5,1,4,2,,1,0.79
471,"A",12,12,1,"MO",3,1,2,3,2,2,"MEDIA",6,3,98,2,2,98,,98,2,2,2,,,,,,,4,4,3,4,4,3,2,2,3,3,3,2,2,2,,1,,1,,2,1,1,3,2,2,,6,,3,1,4,98,98,1,2,,1,6,3,98,2,1,2.61
472,"B",12,12,3,"KY",2,1,1,1,1,1,"READING",6,1,3,2,3,,4,3,2,3,2,,,,,,,3,3,4,3,3,98,2,2,4,2,1,1,1,,1,,1,,1,2,2,2,2,1,,3,,1,6,2,2,2,2,1,6,,2,3,,4,6,1,0.75
473,"B",12,12,1,"VA",2,1,2,3,2,2,"WEATHER",3,2,2,3,2,,3,3,2,2,2,,,,,,,3,3,3,2,2,3,98,3,2,98,1,1,1,,1,,2,,1,3,2,2,3,2,,3,,2,3,2,2,2,2,1,6,,5,5,4,3,2,1,1.44
474,"B",12,12,3,"IL",3,2,,,,,,,,,,,,,,,,,1,"NO INCREASE IN TEMPERATURES",3,1,3,2,2,1,2,2,1,4,2,4,2,98,3,3,3,,2,,2,,2,3,3,3,3,3,,3,,6,1,4,4,4,2,10,,,2,4,2,1,3,1,1.05
475,"A",12,12,4,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,2,2,2,2,,2,,2,,98,98,98,98,98,98,,4,,1,98,98,98,2,2,1,2,2,1,,,,2,1.29
476,"B",12,12,3,"MO",3,1,1,1,1,1,"CRAZY WEATHER",3,1,1,3,1,,3,3,1,1,1,,,,,,,4,4,3,4,4,4,1,4,4,4,1,1,1,,2,,1,,2,2,2,2,4,4,,4,,1,3,2,3,3,2,1,2,,3,1,1,3,5,2,0.73
477,"B",12,12,4,"VT",1,1,2,2,3,3,"MELTING GLACIERS",1,1,3,3,2,,3,4,2,2,2,,,,,,,3,2,3,2,4,3,2,3,3,3,1,2,2,,2,,1,,2,2,2,2,2,2,,2,,2,98,2,2,2,3,1,1,2,2,2,1,3,5,1,0.8
478,"A",12,12,1,"NY",1,1,3,2,2,3,"RECENT TEMPERATURES",2,2,2,3,2,4,,3,2,2,2,,,,,,,2,2,2,2,2,2,2,98,2,3,3,3,3,2,,1,,2,,4,4,4,3,3,3,,6,,3,1,2,2,2,,,,4,6,,,,1,1.79
479,"B",12,12,3,"NY",1,1,1,1,1,1,"WEATHER CHANGES",3,1,1,4,1,,4,1,1,1,1,,,,,,,4,4,1,1,3,2,1,98,3,4,1,2,3,,2,,2,,2,4,1,4,1,1,,4,,5,3,4,4,4,2,1,1,2,4,2,4,1,5,2,0.36
480,"B",12,12,1,"GA",2,98,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,1,4,1,4,4,2,3,3,3,,1,,1,,1,4,4,4,4,4,,4,,6,1,4,4,4,3,98,1,2,4,5,4,2,2,1,1.79
481,"B",12,12,4,"TX",2,1,3,98,2,3,"DATA",4,3,3,3,4,,4,4,3,3,4,,,,,,,3,1,2,1,3,1,98,1,3,3,2,2,3,,2,,2,,2,4,4,4,4,4,,4,,5,2,4,4,4,3,1,3,,5,5,1,4,,1,0.26
482,"A",12,12,3,"CO",4,1,1,98,3,3,"NATURAL CLIMATE VARIATIONS",9,4,3,4,4,4,,4,4,4,4,,,,,,,1,2,98,1,1,3,1,3,4,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,1,,1,4,4,4,3,1,6,,5,5,4,3,,1,0.21
483,"A",12,12,3,"IA",3,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,4,2,2,1,,4,3,2,2,,,,,,,4,4,4,4,4,4,98,98,4,4,1,1,1,1,,98,,1,,2,1,3,2,1,3,,1,,3,1,1,1,3,1,6,,3,4,1,5,4,2,0.73
484,"A",12,12,2,"CA",4,1,2,3,3,3,"WEATHER PATTERNS",3,3,2,2,2,3,,3,3,2,2,,,,,,,3,3,3,3,4,3,2,3,3,3,2,2,2,2,,2,,2,,2,2,3,3,3,3,,4,,3,2,2,98,2,1,2,,4,5,3,3,3,2,0.94
485,"B",12,12,1,"KY",2,98,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,4,2,2,2,4,4,1,2,2,,2,,98,,2,2,2,2,3,3,,3,,5,2,2,4,4,2,1,6,,2,1,4,4,1,2,2.08
486,"B",12,12,4,"VA",2,1,1,1,1,1,"DROUGHTS AND CROP FAILURE",3,1,1,3,2,,3,3,1,1,2,,,,,,,4,4,3,3,4,4,1,4,4,4,1,1,1,,2,,1,,2,2,2,2,4,4,,4,,1,3,2,3,4,3,1,2,,2,1,1,3,1,2,0.9
487,"A",12,12,3,"IN",3,1,2,3,3,2,"NEWS",6,2,2,2,2,2,,2,2,2,2,,,,,,,98,2,98,98,98,98,98,98,2,2,2,2,2,2,,98,,2,,98,98,98,4,4,4,,1,,2,3,4,4,3,1,6,,4,5,4,2,4,1,0.26
488,"B",12,12,3,"IA",3,1,1,3,1,1,"STORMS",3,1,2,4,1,,1,4,4,1,1,,,,,,,4,98,1,4,4,98,98,4,98,98,3,2,3,,2,,2,,2,98,98,98,2,1,,1,,2,2,1,2,2,1,1,6,,1,1,1,5,4,2,1.48
489,"B",12,12,4,"LA",2,2,,,,,,,,,,,,,,,,,1,"BIBLE",6,1,4,4,1,1,1,1,3,4,1,4,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,2,1,1,2,1,1,2,1,2,1.29
490,"A",12,12,1,"MS",2,98,,,,,,,,,,,,,,,,,,,,,,,1,98,2,1,1,4,1,2,2,4,1,1,1,1,,98,,2,,4,2,1,98,98,2,,1,,98,98,4,98,98,2,1,2,3,5,4,3,1,1,2.25
491,"B",12,12,4,"WA",4,1,2,2,98,,"FAMILY EXPERIENCED DUSTBOWL",10,2,4,4,4,,4,4,3,4,4,,,,,,,2,2,3,2,3,3,2,3,4,3,2,2,2,,2,,2,,1,3,3,3,3,3,,3,,1,2,3,3,4,3,1,1,2,5,2,3,3,,2,0.36
492,"B",12,12,3,"MA",1,1,2,1,1,1,"NEWS REPORTS POLAR ICE CAPS",6,1,3,1,2,,2,2,1,1,2,,,,,,,4,4,3,4,4,3,3,1,4,4,1,1,1,,2,,2,,2,3,1,3,2,1,,1,,4,5,1,1,1,2,1,2,,5,5,4,3,4,1,0.21
493,"B",12,12,4,"GA",2,1,1,1,1,1,"TELEVISION",6,1,1,1,4,,4,4,2,2,2,,,,,,,3,2,3,4,4,3,1,3,3,3,2,2,2,,2,,1,,2,3,2,2,4,3,,3,,1,1,3,3,3,3,1,2,,4,5,2,3,,1,0.31
494,"A",12,12,3,"TX",2,2,,,,,,,,,,,,,,,,,2,"CYCLES",2,1,3,3,2,2,1,2,3,3,1,3,3,4,2,2,2,2,,2,,2,,4,2,3,4,4,4,,4,,2,4,4,4,2,1,1,2,4,1,4,2,2,2,0.36
495,"B",12,12,2,"NC",2,98,,,,,,,,,,,,,,,,,,,,,,,98,1,4,2,3,4,1,4,2,1,2,2,2,,1,,2,,1,2,3,2,4,2,,1,,4,1,98,4,4,2,1,2,,4,1,98,3,2,1,0.84
496,"A",12,12,4,"NC",2,1,2,2,2,3,"GETTING HOTTER",2,3,1,4,2,4,,1,3,2,2,,,,,,,2,2,1,1,2,98,1,4,2,2,3,3,3,2,,1,,2,,1,2,2,4,1,4,,1,,1,1,4,1,3,2,1,2,2,1,1,4,,1,1.19
497,"A",12,12,3,"ME",1,1,1,2,2,2,"NOT SURE",10,2,1,4,1,2,,1,2,2,2,,,,,,,3,3,2,3,98,98,3,98,98,98,2,2,2,2,,98,,2,,98,2,3,98,2,3,,98,,1,98,98,98,2,1,1,2,4,1,1,4,,2,0.36
498,"B",12,12,4,"TX",2,1,1,3,4,3,"TEMPERATURES",2,1,1,1,4,,3,1,2,1,1,,,,,,,1,4,2,98,98,4,4,98,3,3,98,98,98,,1,,1,,1,2,2,1,3,2,,1,,3,1,98,4,4,2,2,1,1,1,1,1,1,2,2,1.92
499,"A",12,12,4,"AZ",4,2,,,,,,,,,,,,,,,,,3,"EARTH RUNS THRU CYCLES",2,1,2,2,1,2,1,1,1,2,1,2,98,4,3,3,3,2,,2,,2,,4,3,3,4,4,4,,1,,1,4,4,4,2,1,1,2,4,5,2,2,6,1,0.31
500,"A",12,12,4,"PA",1,98,,,,,,,,,,,,,,,,,,,,,,,2,98,3,4,3,4,3,4,3,2,3,3,3,2,,2,,2,,3,2,2,4,2,2,,4,,1,4,4,4,2,1,1,2,2,1,2,3,,2,0.9
501,"A",12,12,4,"NC",2,1,2,1,1,2,"HEAR AND SEE THINGS",2,1,2,2,2,98,,2,2,2,2,,,,,,,2,2,2,2,2,2,2,98,2,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,6,,1,3,3,3,2,1,1,1,2,1,4,2,,2,0.9
502,"A",12,12,4,"WV",2,1,1,3,2,2,"OBSERVATION OF MELTING GLACIERS",1,1,2,3,4,4,,3,2,2,3,,,,,,,2,4,4,98,2,3,98,2,98,2,2,2,3,2,,2,,2,,98,3,3,4,98,3,,6,,1,3,3,3,1,1,1,2,5,4,2,3,6,2,0.36
503,"A",12,12,3,"CA",4,1,1,3,1,1,"TOO MANY PEOPLE AND TOO MUCH POLLUTION",13,2,3,2,2,2,,3,1,2,2,,,,,,,3,3,4,3,3,2,3,3,3,3,1,1,1,1,,1,,1,,2,1,3,2,1,3,,1,,3,1,1,2,3,1,,,4,4,1,4,3,2,0.36
504,"B",12,12,4,"KS",3,2,,,,,,,,,,,,,,,,,2,"GENERAL WEATHER",1,1,1,1,1,1,1,1,1,4,1,4,4,1,2,2,3,,2,,98,,2,4,4,4,4,1,,4,,98,1,1,1,1,1,1,1,2,3,1,1,1,3,1,0.68
505,"B",12,13,2,"VT",1,2,,,,,,,,,,,,,,,,,1,"YOU  MUST BE KIDDING I LIVE IN VERMONT",1,1,3,3,2,3,1,2,3,3,2,3,4,4,3,3,3,,2,,1,,2,2,2,2,4,4,,4,,2,2,4,4,4,3,1,2,,5,5,2,1,5,1,0.79
506,"B",12,13,3,"AZ",4,1,1,3,1,1,"CLIMATE CHANGES",2,2,1,2,2,,3,2,1,2,2,,,,,,,4,4,3,3,4,2,2,3,3,3,1,1,1,,1,,1,,1,1,1,2,1,1,,2,,1,3,1,1,3,3,1,2,,4,1,1,5,3,1,0.26
507,"B",12,13,1,"PA",1,1,2,1,1,2,"MELTING GLACIERS FROM OZONE LAYER",1,1,2,1,3,,4,3,1,1,1,,,,,,,4,4,3,4,4,4,1,4,4,4,1,1,1,,2,,1,,1,1,1,1,3,3,,3,,1,4,1,3,2,3,1,2,,4,5,2,1,4,1,1.49
508,"B",12,13,2,"MO",3,1,1,1,1,1,"POLLUTION AND SICKNESS",8,1,1,1,1,,1,1,1,1,1,,,,,,,4,4,4,4,4,2,3,2,2,2,1,1,1,,2,,1,,2,1,1,2,4,3,,3,,1,2,1,1,2,3,1,2,,2,2,4,3,,1,1.33
509,"A",12,13,2,"NY",1,1,3,1,2,2,"WARMTH",2,3,2,2,1,2,,2,2,2,2,,,,,,,2,3,4,3,2,3,2,3,3,3,1,1,1,2,,2,,2,,4,1,2,2,1,1,,1,,3,1,2,2,2,1,2,,2,5,98,3,3,2,1.43
510,"B",12,13,3,"OH",3,2,,,,,,,,,,,,,,,,,1,"SCIENTIFIC DATA REPORTS",5,2,4,1,1,1,1,1,1,98,1,98,98,1,3,3,3,,2,,2,,2,4,4,3,4,4,,98,,6,1,4,4,2,2,1,1,2,4,5,2,1,5,2,0.36
511,"A",12,13,1,"MD",2,1,2,1,1,1,"READING",6,1,2,2,2,2,,4,2,2,2,,,,,,,3,3,3,3,4,3,2,4,3,4,1,1,1,1,,1,,1,,2,1,2,2,1,2,,1,,5,1,1,1,3,1,6,,4,2,4,4,6,1,1.49
512,"A",12,13,4,"OH",3,2,,,,,,,,,,,,,,,,,2,"GETTING OLDER AND COLDER",1,4,4,3,3,2,2,2,3,98,98,2,2,2,2,2,2,2,,2,,2,,3,2,4,4,4,4,,1,,1,98,98,98,3,1,2,,1,1,2,3,98,2,1.53
513,"A",12,13,3,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,2,98,2,98,2,98,2,98,98,98,2,2,2,98,,98,,98,,98,98,98,3,3,4,,98,,1,98,98,3,2,1,1,2,4,2,4,3,,2,0.36
514,"A",12,13,2,"CO",4,1,1,2,2,2,"CYCLES",9,1,1,4,2,3,,3,1,3,2,,,,,,,4,4,3,4,4,4,1,4,4,4,2,2,2,2,,2,,2,,4,4,4,4,4,4,,6,,2,4,4,4,2,9,2,,4,2,4,2,3,1,3.39
515,"A",12,13,4,"OH",3,1,1,1,2,1,"MELTING OF ICE IN ARCTIC",1,1,2,2,3,2,,2,1,1,1,,,,,,,4,4,4,4,4,4,1,98,4,4,1,1,1,1,,2,,1,,1,1,4,1,1,4,,1,,98,1,1,1,3,1,6,,4,4,1,4,2,2,0.41
516,"A",12,13,3,"IL",3,1,1,3,1,1,"WEATHER",3,1,2,1,1,3,,2,1,2,1,,,,,,,4,3,3,4,2,4,98,98,3,4,1,1,1,2,,2,,2,,98,2,2,2,2,98,,2,,1,3,4,4,3,2,2,,3,1,1,3,2,2,1.12
517,"B",12,13,3,"TN",2,2,,,,,,,,,,,,,,,,,2,"HISTORY",2,2,2,3,2,2,2,1,2,2,2,2,3,3,2,2,2,,2,,2,,2,4,1,4,4,4,,4,,6,1,4,4,4,3,1,1,1,3,1,2,2,,1,0.63
518,"B",12,13,3,"IL",3,2,,,,,,,,,,,,,,,,,98,"TEMPERATURES GO UP AND DOWN ALL THE TIME",2,4,4,4,4,1,1,1,4,4,2,4,2,1,2,2,3,,2,,98,,98,2,2,2,2,1,,1,,2,1,4,4,4,1,1,98,,5,1,2,2,6,1,0.21
519,"A",12,13,4,"ID",4,98,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,98,4,1,4,4,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,1,2,5,1,4,2,6,1,0.26
520,"A",12,13,1,"TX",2,1,2,2,3,3,"DATA",4,3,3,2,4,4,,4,3,4,4,,,,,,,3,2,2,1,2,4,2,3,2,4,3,3,3,2,,2,,2,,4,1,4,4,4,4,,1,,1,4,4,4,2,1,6,,1,1,2,1,3,1,2.61
521,"B",12,13,4,"MI",3,1,1,1,1,1,"NATURAL DISASTERS",3,1,1,3,1,,4,2,1,3,1,,,,,,,4,4,4,4,4,4,4,4,4,4,1,1,1,,2,,1,,2,1,1,1,4,4,,4,,1,4,1,3,3,2,1,1,2,2,1,1,4,1,2,0.9
522,"B",12,13,3,"CT",1,1,1,3,1,1,"REDUCTION OF ICE",1,1,1,1,1,,2,3,2,1,1,,,,,,,4,4,4,4,4,98,98,98,98,4,1,1,1,,1,,1,,2,1,1,4,1,1,,4,,1,4,1,1,98,2,1,6,,5,5,1,4,4,2,0.31
523,"A",12,13,3,"NJ",1,1,1,3,2,2,"WEATHER",3,1,1,1,1,1,,2,1,2,2,,,,,,,4,3,3,3,4,4,98,98,4,3,1,2,2,98,,2,,98,,4,1,1,2,1,1,,1,,3,1,2,2,2,1,3,,4,1,4,3,5,1,0.26
524,"A",12,13,4,"PA",1,2,,,,,,,,,,,,,,,,,2,"IT IS ALL IN GODS PLAN",6,2,2,2,2,2,2,1,2,3,2,98,2,2,3,3,3,2,,2,,2,,3,3,3,4,3,3,,4,,1,3,3,3,2,1,1,2,4,1,2,1,,2,0.41
525,"A",12,13,2,"LA",2,2,,,,,,,,,,,,,,,,,4,"WEATHER",1,1,2,2,4,1,1,1,1,98,4,1,2,2,3,3,3,2,,2,,2,,4,4,2,4,4,4,,6,,1,4,4,4,1,1,1,1,4,5,2,1,6,1,0.84
526,"A",12,13,2,"LA",2,98,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,3,4,2,2,2,2,,2,,1,,4,2,2,4,4,4,,1,,1,1,4,4,1,1,2,,3,4,2,3,5,2,1.31
527,"B",12,13,2,"TX",2,1,1,3,1,2,"DROUGHTS THIS PAST SUMMER",3,1,1,3,3,,3,3,1,1,3,,,,,,,3,4,2,3,4,4,2,3,4,4,1,2,2,,2,,1,,2,2,1,1,4,3,,3,,1,5,1,3,98,3,1,3,,4,1,4,2,4,2,0.94
528,"B",12,13,4,"LA",2,1,1,3,1,1,"NEWS",6,1,1,1,1,,1,1,1,1,1,,,,,,,4,4,4,1,1,4,4,4,4,4,1,1,1,,1,,2,,2,4,4,2,4,1,,1,,4,2,2,4,4,1,1,2,,2,1,1,1,3,2,0.9
529,"A",12,13,2,"MD",2,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,1,3,4,,4,1,3,1,,,,,,,4,4,4,4,4,4,1,4,4,4,1,1,1,2,,1,,2,,2,1,2,2,1,2,,2,,6,2,2,4,3,1,1,2,5,2,4,4,6,2,0.89
530,"B",12,13,2,"VA",2,1,1,3,1,1,"WEATHER",3,1,1,1,3,,98,2,1,1,1,,,,,,,1,4,3,1,3,3,98,98,2,4,1,2,2,,2,,2,,1,4,2,2,4,2,,4,,4,3,3,4,98,2,2,1,2,3,1,1,5,2,2,1.7
531,"A",12,13,4,"VA",2,2,,,,,,,,,,,,,,,,,1,"MEDIA HYPE",4,1,4,4,2,2,2,1,3,3,2,3,3,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,1,1,2,2,1,1,4,2,1,0.8
532,"B",12,13,3,"LA",2,2,,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,2,1,2,1,2,2,1,1,4,1,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,98,,6,1,4,4,4,2,1,1,2,3,1,2,2,,2,0.73
533,"A",12,13,3,"MT",4,98,,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,1,3,1,3,4,4,1,2,3,2,,2,,2,,2,3,2,4,2,3,,6,,2,4,4,4,3,1,2,,4,1,4,3,6,1,0.26
534,"A",12,13,3,"FL",2,1,1,1,1,1,"FAR NORTH MELTING",1,1,3,2,3,4,,2,2,1,1,,,,,,,4,4,4,4,4,3,2,98,1,3,1,1,1,1,,1,,1,,1,1,2,1,1,2,,1,,,1,1,3,2,1,1,2,5,5,1,3,3,2,0.31
535,"B",12,13,3,"OR",4,1,1,1,1,1,"NO RAIN",3,2,2,3,2,,4,4,2,2,2,,,,,,,3,3,4,4,4,4,2,4,4,4,1,1,1,,1,,2,,2,3,2,2,3,2,,2,,5,1,2,2,2,1,1,6,,3,1,1,3,1,2,0.73
536,"A",12,13,3,"WI",3,1,1,2,1,1,"SEASONAL TEMPERATURE CHANGES IN WISCONSIN",2,1,1,2,2,2,,2,1,1,1,,,,,,,2,2,4,4,1,4,1,2,4,2,2,2,2,2,,2,,2,,3,2,1,4,4,4,,1,,1,1,1,1,2,1,2,,2,1,1,3,1,2,0.85
537,"B",12,13,3,"OH",3,1,1,1,2,2,"WEATHER CHANGES",3,2,2,2,2,,2,2,2,2,2,,,,,,,3,3,3,3,3,3,4,3,3,3,2,2,2,,2,,1,,2,2,2,4,4,4,,4,,1,1,3,3,4,3,1,7,,4,1,1,2,5,2,0.36
538,"A",12,13,3,"AL",2,2,,,,,,,,,,,,,,,,,2,"NATURAL PATTERNS OF THE EARTH",2,3,2,2,2,2,1,1,2,2,2,98,2,2,3,3,3,2,,2,,2,,3,4,4,3,4,2,,2,,1,4,4,98,2,1,2,,2,2,1,3,,2,0.85
539,"A",12,13,1,"TX",2,2,,,,,,,,,,,,,,,,,4,"NOT SURE",9,2,4,3,3,4,3,2,4,2,1,2,4,3,1,2,1,1,,1,,2,,2,2,2,1,1,1,,2,,5,1,1,1,2,1,1,2,1,1,4,3,2,2,2.71
540,"A",12,13,2,"NC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,2,98,98,98,98,98,98,2,2,2,2,,2,,2,,3,98,98,3,98,98,,98,,1,98,98,98,2,1,1,2,2,1,,98,,2,1.43
541,"B",12,13,4,"NJ",1,1,1,1,1,1,"GLACIERS",1,1,3,2,1,,2,3,2,3,1,,,,,,,4,4,4,4,4,98,1,98,4,4,2,2,2,,1,,1,,1,98,98,98,1,1,,1,,1,6,1,1,1,3,1,98,,5,2,1,5,4,2,0.36
542,"B",12,13,2,"MO",3,1,1,1,2,4,"NOT SURE",10,4,4,98,98,,2,2,2,4,4,,,,,,,2,2,3,2,1,4,1,4,2,2,3,3,3,,2,,1,,2,2,2,2,2,2,,98,,3,1,4,4,4,2,2,1,98,2,1,1,4,3,1,1.72
543,"A",12,13,3,"OR",4,1,2,3,2,2,"STORMS",3,2,4,2,1,2,,4,4,4,1,,,,,,,4,4,2,4,2,4,1,3,2,2,2,2,2,2,,1,,2,,98,98,98,4,4,4,,98,,1,98,98,98,3,1,2,,,1,98,3,,2,0.53
544,"A",12,13,1,"ID",4,1,2,3,2,2,"WEATHER PATTERNS",3,2,1,3,2,2,,2,2,2,2,,,,,,,98,3,3,3,3,2,2,2,3,4,2,2,2,2,,1,,2,,98,98,4,4,4,4,,1,,1,3,3,3,2,1,6,,3,1,4,3,4,2,1.96
545,"A",12,13,3,"MO",3,2,,,,,,,,,,,,,,,,,1,"NO PROOF, CYCLES ARE REPEATING",3,4,4,4,1,2,1,1,1,2,1,1,4,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,1,1,1,3,4,2,2,2,2,0.73
546,"A",12,13,2,"TX",2,1,1,3,1,1,"TEMPERATURES THIS SUMMER WERE AWFUL",2,1,1,1,2,2,,3,1,2,1,,,,,,,4,4,4,4,4,3,2,2,4,4,1,1,1,2,,2,,2,,3,2,3,4,3,3,,1,,2,1,4,3,2,1,1,2,3,2,2,1,3,1,1.21
547,"A",12,13,3,"CA",4,2,,,,,,,,,,,,,,,,,2,"POLITICIANS TRYING TO GET RICHER",7,3,2,1,2,2,1,2,1,4,1,4,3,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,2,4,,2,1,3,,,1,1.14
